content,score,Label,text_clean,text_Stopword,text_tokens,text_steamindo
"Game main ga jelas. Makin banyak bug, dikit dikit kamera ga bisa gerak, Halah yaapa seh ini game 🤬🤬😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡",1,Negatif,game main ga jelas makin banyak bug dikit dikit kamera ga bisa gerak halah yaapa seh ini game ,game main ga bug dikit dikit kamera ga gerak halah yaapa seh game,"['game', 'main', 'ga', 'bug', 'dikit', 'dikit', 'kamera', 'ga', 'gerak', 'halah', 'yaapa', 'seh', 'game']",game main ga bug dikit dikit kamera ga gerak halah yaapa seh game
"Min ini kenapa ya setiap main 8vs8 death match selalu lama dapet matcmaking nya, gabut bet nggak bisa main, main death match buat nunggu event terbaru selesai...",5,Positif,min ini kenapa ya setiap main vs death match selalu lama dapet matcmaking nya gabut bet nggak bisa main main death match buat nunggu event terbaru selesai,min ya main vs death match dapet matcmaking nya gabut bet nggak main main death match nunggu event terbaru selesai,"['min', 'ya', 'main', 'vs', 'death', 'match', 'dapet', 'matcmaking', 'nya', 'gabut', 'bet', 'nggak', 'main', 'main', 'death', 'match', 'nunggu', 'event', 'terbaru', 'selesai']",min ya main vs death match dapet matcmaking nya gabut bet nggak main main death match nunggu event baru selesai
tolong dong di benerin lagi bug nya udah 2x kejadian bug stuck di mobil sama gak bisa di arahin sama barusan tadi bug tiba-tiba suaranya hilang padahal volume dah penuh kacau banget sekali lagi tolong di perbaiki untuk bug nya bener bener ganggu banget,2,Negatif,tolong dong di benerin lagi bug nya udah x kejadian bug stuck di mobil sama gak bisa di arahin sama barusan tadi bug tibatiba suaranya hilang padahal volume dah penuh kacau banget sekali lagi tolong di perbaiki untuk bug nya bener bener ganggu banget,tolong benerin bug nya udah x kejadian bug stuck mobil gak arahin barusan bug tibatiba suaranya hilang volume dah penuh kacau banget tolong perbaiki bug nya bener bener ganggu banget,"['tolong', 'benerin', 'bug', 'nya', 'udah', 'x', 'kejadian', 'bug', 'stuck', 'mobil', 'gak', 'arahin', 'barusan', 'bug', 'tibatiba', 'suaranya', 'hilang', 'volume', 'dah', 'penuh', 'kacau', 'banget', 'tolong', 'perbaiki', 'bug', 'nya', 'bener', 'bener', 'ganggu', 'banget']",tolong benerin bug nya udah x jadi bug stuck mobil gak arahin barusan bug tibatiba suara hilang volume dah penuh kacau banget tolong baik bug nya bener bener ganggu banget
"Semakin update semakin parah, frame nya minta ampun semakin cacat ini game karena kebanyakan fitur terbaru. Event 3.2 buat saya pensi dari PUBG, auto balik lagi ke game sebelah. Dan juga k/d rendah dipertemukan dengan musuh KD tinggi, belum lagi yg fps rendah bisa apa kalo di temukan dengan musuh yang 120fps Makanya banyak player pubg pindah ke game ML. Mohon maaf Buat saya game ini jelek jelek. Mari kita pindah ke game sebelah",1,Negatif,semakin update semakin parah frame nya minta ampun semakin cacat ini game karena kebanyakan fitur terbaru event  buat saya pensi dari pubg auto balik lagi ke game sebelah dan juga kd rendah dipertemukan dengan musuh kd tinggi belum lagi yg fps rendah bisa apa kalo di temukan dengan musuh yang fps makanya banyak player pubg pindah ke game ml mohon maaf buat saya game ini jelek jelek mari kita pindah ke game sebelah,update parah frame nya ampun cacat game kebanyakan fitur terbaru event pensi pubg auto game sebelah kd rendah dipertemukan musuh kd yg fps rendah kalo temukan musuh fps player pubg pindah game ml mohon maaf game jelek jelek mari pindah game sebelah,"['update', 'parah', 'frame', 'nya', 'ampun', 'cacat', 'game', 'kebanyakan', 'fitur', 'terbaru', 'event', 'pensi', 'pubg', 'auto', 'game', 'sebelah', 'kd', 'rendah', 'dipertemukan', 'musuh', 'kd', 'yg', 'fps', 'rendah', 'kalo', 'temukan', 'musuh', 'fps', 'player', 'pubg', 'pindah', 'game', 'ml', 'mohon', 'maaf', 'game', 'jelek', 'jelek', 'mari', 'pindah', 'game', 'sebelah']",update parah frame nya ampun cacat game banyak fitur baru event pensi pubg auto game belah kd rendah temu musuh kd yg fps rendah kalo temu musuh fps player pubg pindah game ml mohon maaf game jelek jelek mari pindah game belah
"Tolong di perbaiki lagi game nya, kok bisa sih musuh yg udah di kil terus mati mlah masuk tanah kocak lah, mna gk bisa di looting lagi lawak",1,Negatif,tolong di perbaiki lagi game nya kok bisa sih musuh yg udah di kil terus mati mlah masuk tanah kocak lah mna gk bisa di looting lagi lawak,tolong perbaiki game nya sih musuh yg udah kil mati mlah masuk tanah kocak mna gk looting lawak,"['tolong', 'perbaiki', 'game', 'nya', 'sih', 'musuh', 'yg', 'udah', 'kil', 'mati', 'mlah', 'masuk', 'tanah', 'kocak', 'mna', 'gk', 'looting', 'lawak']",tolong baik game nya sih musuh yg udah kil mati mlah masuk tanah kocak mna gk looting lawak
Permainan sering menyangkut bila ketemu musih tida bisa menembak...terus terus menyangkut,4,Positif,permainan sering menyangkut bila ketemu musih tida bisa menembakterus terus menyangkut,permainan ketemu musih tida menembakterus,"['permainan', 'ketemu', 'musih', 'tida', 'menembakterus']",main ketemu musih tida menembakterus
"Asli setiap terjun kemap selalu aja frame drop padahal sinyal sudah bagus hp sudah cukup bagus,grafik sudah saya kecilkan tetap aja frame drop, tolong lah perbaiki jangan cuma ngasih saran",1,Negatif,asli setiap terjun kemap selalu aja frame drop padahal sinyal sudah bagus hp sudah cukup bagusgrafik sudah saya kecilkan tetap aja frame drop tolong lah perbaiki jangan cuma ngasih saran,asli terjun kemap aja frame drop sinyal bagus hp bagusgrafik kecilkan aja frame drop tolong perbaiki ngasih saran,"['asli', 'terjun', 'kemap', 'aja', 'frame', 'drop', 'sinyal', 'bagus', 'hp', 'bagusgrafik', 'kecilkan', 'aja', 'frame', 'drop', 'tolong', 'perbaiki', 'ngasih', 'saran']",asli terjun map aja frame drop sinyal bagus hp bagusgrafik kecil aja frame drop tolong baik ngasih saran
Setelah di abdet smakin tidak bisa main banyak bug nya dan ngefrem parah,1,Negatif,setelah di abdet smakin tidak bisa main banyak bug nya dan ngefrem parah,abdet smakin main bug nya ngefrem parah,"['abdet', 'smakin', 'main', 'bug', 'nya', 'ngefrem', 'parah']",abdet smakin main bug nya ngefrem parah
"Grafis game yang sangat bagus dan sistem yang oke, pemilihan musuh untuk setiap tier bagus,kostum/pakaian beragam dan semua nya bagus👍🏻",5,Positif,grafis game yang sangat bagus dan sistem yang oke pemilihan musuh untuk setiap tier baguskostumpakaian beragam dan semua nya bagus,grafis game bagus sistem oke pemilihan musuh tier baguskostumpakaian beragam nya bagus,"['grafis', 'game', 'bagus', 'sistem', 'oke', 'pemilihan', 'musuh', 'tier', 'baguskostumpakaian', 'beragam', 'nya', 'bagus']",grafis game bagus sistem oke pilih musuh tier baguskostumpakaian agam nya bagus
"Saya 4 tahun main pubg, jaringan kurang baik saya (fine), ngeleg saya (fine), tapi update ivent sekarang ini saya sangat kecewa, ini bukan masalh jaringan atau ngeleg lagi tapi masalah system dari tancent. Sekarang saya malah tidak bisa login Game pugb. Saya Uninstal 👍",1,Negatif,saya  tahun main pubg jaringan kurang baik saya fine ngeleg saya fine tapi update ivent sekarang ini saya sangat kecewa ini bukan masalh jaringan atau ngeleg lagi tapi masalah system dari tancent sekarang saya malah tidak bisa login game pugb saya uninstal ,main pubg jaringan fine ngeleg fine update ivent kecewa masalh jaringan ngeleg system tancent login game pugb uninstal,"['main', 'pubg', 'jaringan', 'fine', 'ngeleg', 'fine', 'update', 'ivent', 'kecewa', 'masalh', 'jaringan', 'ngeleg', 'system', 'tancent', 'login', 'game', 'pugb', 'uninstal']",main pubg jaring fine ngeleg fine update ivent kecewa masalh jaring ngeleg system tancent login game pugb uninstal
"Bagus, menantang. Hanya setelah beberapa update kecil"" minggu ini, kok begitu masuk arena, layar jadi putih sebentar, padahal sebelumnya ga. Secara basic bagus, lancar.",5,Positif,bagus menantang hanya setelah beberapa update kecil minggu ini kok begitu masuk arena layar jadi putih sebentar padahal sebelumnya ga secara basic bagus lancar,bagus menantang update minggu masuk arena layar putih sebentar ga basic bagus lancar,"['bagus', 'menantang', 'update', 'minggu', 'masuk', 'arena', 'layar', 'putih', 'sebentar', 'ga', 'basic', 'bagus', 'lancar']",bagus tantang update minggu masuk arena layar putih sebentar ga basic bagus lancar
Tolong masalah sinyal di perbaiki dong masak di buat main game lainnya enak buat apk lain kok di buat login pubg memuat server terus,2,Negatif,tolong masalah sinyal di perbaiki dong masak di buat main game lainnya enak buat apk lain kok di buat login pubg memuat server terus,tolong sinyal perbaiki masak main game enak apk login pubg memuat server,"['tolong', 'sinyal', 'perbaiki', 'masak', 'main', 'game', 'enak', 'apk', 'login', 'pubg', 'memuat', 'server']",tolong sinyal baik masak main game enak apk login pubg muat server
Even kurangi optimalkan permainan game untuk device ram 3 kebawah,1,Negatif,even kurangi optimalkan permainan game untuk device ram  kebawah,even kurangi optimalkan permainan game device ram kebawah,"['even', 'kurangi', 'optimalkan', 'permainan', 'game', 'device', 'ram', 'kebawah']",even kurang optimal main game device ram bawah
Tolong perbaiki ketika login ulang verifikasi nya error.,2,Negatif,tolong perbaiki ketika login ulang verifikasi nya error,tolong perbaiki login ulang verifikasi nya error,"['tolong', 'perbaiki', 'login', 'ulang', 'verifikasi', 'nya', 'error']",tolong baik login ulang verifikasi nya error
"Bug yang bikin risih di event sekarang, pas mode serigala berubah ke mode manusia kadang gak bisa gerak dulu sekitar 5 detik, gak bisa ngapa ngapain termasuk gak bisa pegang senjata. Eh musuh datang rush langsung spray tewas kembali ke loby tanpa perlawanan. Semoga bisa segera diperbaiki bugnya, terimakasih.",4,Positif,bug yang bikin risih di event sekarang pas mode serigala berubah ke mode manusia kadang gak bisa gerak dulu sekitar  detik gak bisa ngapa ngapain termasuk gak bisa pegang senjata eh musuh datang rush langsung spray tewas kembali ke loby tanpa perlawanan semoga bisa segera diperbaiki bugnya terimakasih,bug bikin risih event pas mode serigala berubah mode manusia kadang gak gerak detik gak ngapa ngapain gak pegang senjata eh musuh rush langsung spray tewas loby perlawanan semoga diperbaiki bugnya terimakasih,"['bug', 'bikin', 'risih', 'event', 'pas', 'mode', 'serigala', 'berubah', 'mode', 'manusia', 'kadang', 'gak', 'gerak', 'detik', 'gak', 'ngapa', 'ngapain', 'gak', 'pegang', 'senjata', 'eh', 'musuh', 'rush', 'langsung', 'spray', 'tewas', 'loby', 'perlawanan', 'semoga', 'diperbaiki', 'bugnya', 'terimakasih']",bug bikin risih event pas mode serigala ubah mode manusia kadang gak gerak detik gak ngapa ngapain gak pegang senjata eh musuh rush langsung spray tewas loby lawan moga baik bugnya terimakasih
"Game ini khusus orang elit, sekarang game nya semakin parah, lag nya semakin parah, ping 400ms, game taik",1,Negatif,game ini khusus orang elit sekarang game nya semakin parah lag nya semakin parah ping ms game taik,game khusus orang elit game nya parah lag nya parah ping ms game taik,"['game', 'khusus', 'orang', 'elit', 'game', 'nya', 'parah', 'lag', 'nya', 'parah', 'ping', 'ms', 'game', 'taik']",game khusus orang elit game nya parah lag nya parah ping ms game taik
"Game nya bagus banget tapi terkadang nyebelin karna lawan jago,tapi menurut ku top up nya yg di benerin karna kemahalan! Jadi mohon per baikin saja promo nya biar banyak di sukai karna diskon nya!! Dan top up tuh kesukaan orang!!!",5,Positif,game nya bagus banget tapi terkadang nyebelin karna lawan jagotapi menurut ku top up nya yg di benerin karna kemahalan jadi mohon per baikin saja promo nya biar banyak di sukai karna diskon nya dan top up tuh kesukaan orang,game nya bagus banget terkadang nyebelin karna lawan jagotapi ku top up nya yg benerin karna kemahalan mohon baikin promo nya biar sukai karna diskon nya top up tuh kesukaan orang,"['game', 'nya', 'bagus', 'banget', 'terkadang', 'nyebelin', 'karna', 'lawan', 'jagotapi', 'ku', 'top', 'up', 'nya', 'yg', 'benerin', 'karna', 'kemahalan', 'mohon', 'baikin', 'promo', 'nya', 'biar', 'sukai', 'karna', 'diskon', 'nya', 'top', 'up', 'tuh', 'kesukaan', 'orang']",game nya bagus banget terkadang nyebelin karna lawan jagotapi ku top up nya yg benerin karna mahal mohon baikin promo nya biar suka karna diskon nya top up tuh suka orang
"Apapun keluhanya pubg mobile game favoritku dr awal season sampe skrg dh punya anak 1 , gak pernah bosen",5,Positif,apapun keluhanya pubg mobile game favoritku dr awal season sampe skrg dh punya anak   gak pernah bosen,apapun keluhanya pubg mobile game favoritku dr season sampe skrg dh anak gak bosen,"['apapun', 'keluhanya', 'pubg', 'mobile', 'game', 'favoritku', 'dr', 'season', 'sampe', 'skrg', 'dh', 'anak', 'gak', 'bosen']",apa keluhanya pubg mobile game favorit dr season sampe skrg dh anak gak bosen
"Parah musuhnya kaga keliatan. 2kli tembak langsung ko,it Bunyi sejata ada TPI musuhnya entah di mna Huuuh .. parah min.... Untuk yg lainnya sih oke... Geme cakep keren sih pokok nya... Cuma yg di atas aja sih keluhan sya..b",2,Negatif,parah musuhnya kaga keliatan kli tembak langsung koit bunyi sejata ada tpi musuhnya entah di mna huuuh  parah min untuk yg lainnya sih oke geme cakep keren sih pokok nya cuma yg di atas aja sih keluhan syab,parah musuhnya kaga keliatan kli tembak langsung koit bunyi sejata tpi musuhnya mna huuuh parah min yg sih oke geme cakep keren sih pokok nya yg aja sih keluhan syab,"['parah', 'musuhnya', 'kaga', 'keliatan', 'kli', 'tembak', 'langsung', 'koit', 'bunyi', 'sejata', 'tpi', 'musuhnya', 'mna', 'huuuh', 'parah', 'min', 'yg', 'sih', 'oke', 'geme', 'cakep', 'keren', 'sih', 'pokok', 'nya', 'yg', 'aja', 'sih', 'keluhan', 'syab']",parah musuh kaga liat kli tembak langsung koit bunyi sejata tpi musuh mna huuuh parah min yg sih oke geme cakep keren sih pokok nya yg aja sih keluh syab
"Frame drop parah updatean kali ini, sebelum update main di smooth extreme lancar jaya, kali ini bahkan di smooth high kagak ngangkat, setiap war frame drop mulu bahkan sampe kek nge crash, device snap 7s gen 2 ram 12 internal masih bejibun",1,Negatif,frame drop parah updatean kali ini sebelum update main di smooth extreme lancar jaya kali ini bahkan di smooth high kagak ngangkat setiap war frame drop mulu bahkan sampe kek nge crash device snap s gen  ram  internal masih bejibun,frame drop parah updatean kali update main smooth extreme lancar jaya kali smooth high kagak ngangkat war frame drop mulu sampe kek nge crash device snap s gen ram internal bejibun,"['frame', 'drop', 'parah', 'updatean', 'kali', 'update', 'main', 'smooth', 'extreme', 'lancar', 'jaya', 'kali', 'smooth', 'high', 'kagak', 'ngangkat', 'war', 'frame', 'drop', 'mulu', 'sampe', 'kek', 'nge', 'crash', 'device', 'snap', 's', 'gen', 'ram', 'internal', 'bejibun']",frame drop parah updatean kali update main smooth extreme lancar jaya kali smooth high kagak ngangkat war frame drop mulu sampe kek nge crash device snap s gen ram internal bejibun
"Setelah update malah parah, ada menu ambil moment lagi pas lagi war, jadi pas menu moment muncul kita di tembaki orang",2,Negatif,setelah update malah parah ada menu ambil moment lagi pas lagi war jadi pas menu moment muncul kita di tembaki orang,update parah menu ambil moment pas war pas menu moment muncul tembaki orang,"['update', 'parah', 'menu', 'ambil', 'moment', 'pas', 'war', 'pas', 'menu', 'moment', 'muncul', 'tembaki', 'orang']",update parah menu ambil moment pas war pas menu moment muncul tembak orang
"Nihh game, game berat klo mau main minimal ram 8 ke atas baru enak, jgan nyalahin game fps inilah bnyak bug lah update truslah intinya lo suka game ya main gak suka uninstal, kan masih banyak game lainnya epep sgala macem.",5,Positif,nihh game game berat klo mau main minimal ram  ke atas baru enak jgan nyalahin game fps inilah bnyak bug lah update truslah intinya lo suka game ya main gak suka uninstal kan masih banyak game lainnya epep sgala macem,nihh game game berat klo main minimal ram enak jgan nyalahin game fps bnyak bug update truslah intinya lo suka game ya main gak suka uninstal game epep sgala macem,"['nihh', 'game', 'game', 'berat', 'klo', 'main', 'minimal', 'ram', 'enak', 'jgan', 'nyalahin', 'game', 'fps', 'bnyak', 'bug', 'update', 'truslah', 'intinya', 'lo', 'suka', 'game', 'ya', 'main', 'gak', 'suka', 'uninstal', 'game', 'epep', 'sgala', 'macem']",nihh game game berat klo main minimal ram enak jgan nyalahin game fps bnyak bug update truslah inti lo suka game ya main gak suka uninstal game epep sgala macem
Mohon untuk deploper nya game nya nyangkut respon Game nya gak bgus mohon di perbaiki lagi🥺,1,Negatif,mohon untuk deploper nya game nya nyangkut respon game nya gak bgus mohon di perbaiki lagi,mohon deploper nya game nya nyangkut respon game nya gak bgus mohon perbaiki,"['mohon', 'deploper', 'nya', 'game', 'nya', 'nyangkut', 'respon', 'game', 'nya', 'gak', 'bgus', 'mohon', 'perbaiki']",mohon deploper nya game nya nyangkut respon game nya gak bgus mohon baik
terlalu banyak mapsnya playernya main sana-sini. sekarang kebanyakan bootnya,2,Negatif,terlalu banyak mapsnya playernya main sanasini sekarang kebanyakan bootnya,mapsnya playernya main sanasini kebanyakan bootnya,"['mapsnya', 'playernya', 'main', 'sanasini', 'kebanyakan', 'bootnya']",mapsnya playernya main sanasini banyak bootnya
Game sampah... Karena dapatnya selalu sampah... Duit g ada harganya di game ini,1,Negatif,game sampah karena dapatnya selalu sampah duit g ada harganya di game ini,game sampah dapatnya sampah duit g harganya game,"['game', 'sampah', 'dapatnya', 'sampah', 'duit', 'g', 'harganya', 'game']",game sampah dapat sampah duit g harga game
"mohon maaf, saya kasih bintang satu. karna saya kecewa atas kebijakan pubg, yg dimana. saat bermain team duo atau squad, disaat didalam game nya . saya sudah di end musuh, mau keluar dan maen lagi. malah di kena hukuman kurang 5point merrit akun saya, tolong diperbaiki lagi",1,Negatif,mohon maaf saya kasih bintang satu karna saya kecewa atas kebijakan pubg yg dimana saat bermain team duo atau squad disaat didalam game nya  saya sudah di end musuh mau keluar dan maen lagi malah di kena hukuman kurang point merrit akun saya tolong diperbaiki lagi,mohon maaf kasih bintang karna kecewa kebijakan pubg yg dimana bermain team duo squad disaat didalam game nya end musuh maen kena hukuman point merrit akun tolong diperbaiki,"['mohon', 'maaf', 'kasih', 'bintang', 'karna', 'kecewa', 'kebijakan', 'pubg', 'yg', 'dimana', 'bermain', 'team', 'duo', 'squad', 'disaat', 'didalam', 'game', 'nya', 'end', 'musuh', 'maen', 'kena', 'hukuman', 'point', 'merrit', 'akun', 'tolong', 'diperbaiki']",mohon maaf kasih bintang karna kecewa bijak pubg yg mana main team duo squad saat dalam game nya end musuh maen kena hukum point merrit akun tolong baik
"Game broken, setelah update makin ngeframe.. Tolong di perbaiki gimna cara nya agar tidak ngeframe!",1,Negatif,game broken setelah update makin ngeframe tolong di perbaiki gimna cara nya agar tidak ngeframe,game broken update ngeframe tolong perbaiki gimna nya ngeframe,"['game', 'broken', 'update', 'ngeframe', 'tolong', 'perbaiki', 'gimna', 'nya', 'ngeframe']",game broken update ngeframe tolong baik gimna nya ngeframe
Pliss mohon untuk developer perbaikan bug fps fps saya dari 60 ke 0 itu langsung aja sinyal ke adaan bagus kejadian ini sejak update even pari sama yg blodmond ini plis perbaiki yg di saran kan developer udh saya lakukan semua nya tapi gak ada yng di kerjain dengan baik,1,Negatif,pliss mohon untuk developer perbaikan bug fps fps saya dari  ke  itu langsung aja sinyal ke adaan bagus kejadian ini sejak update even pari sama yg blodmond ini plis perbaiki yg di saran kan developer udh saya lakukan semua nya tapi gak ada yng di kerjain dengan baik,pliss mohon developer perbaikan bug fps fps langsung aja sinyal adaan bagus kejadian update even pari yg blodmond plis perbaiki yg saran developer udh lakukan nya gak yng kerjain,"['pliss', 'mohon', 'developer', 'perbaikan', 'bug', 'fps', 'fps', 'langsung', 'aja', 'sinyal', 'adaan', 'bagus', 'kejadian', 'update', 'even', 'pari', 'yg', 'blodmond', 'plis', 'perbaiki', 'yg', 'saran', 'developer', 'udh', 'lakukan', 'nya', 'gak', 'yng', 'kerjain']",pliss mohon developer baik bug fps fps langsung aja sinyal ada bagus jadi update even pari yg blodmond plis baik yg saran developer udh laku nya gak yng kerjain
"saya sering mengalami stuck loading pada saat ingin memasuki pertempuran, tolong di perbaiki segera !",1,Negatif,saya sering mengalami stuck loading pada saat ingin memasuki pertempuran tolong di perbaiki segera ,mengalami stuck loading memasuki pertempuran tolong perbaiki,"['mengalami', 'stuck', 'loading', 'memasuki', 'pertempuran', 'tolong', 'perbaiki']",alami stuck loading pasuk tempur tolong baik
Pubg pubg kebnyakan update kalau ada musuh fram banget pdhl sinyal oke. Tolong lah benerin kalau ada musuh atau even jngn fram ngelag makin parah pubg skrng,1,Negatif,pubg pubg kebnyakan update kalau ada musuh fram banget pdhl sinyal oke tolong lah benerin kalau ada musuh atau even jngn fram ngelag makin parah pubg skrng,pubg pubg kebnyakan update musuh fram banget pdhl sinyal oke tolong benerin musuh even jngn fram ngelag parah pubg skrng,"['pubg', 'pubg', 'kebnyakan', 'update', 'musuh', 'fram', 'banget', 'pdhl', 'sinyal', 'oke', 'tolong', 'benerin', 'musuh', 'even', 'jngn', 'fram', 'ngelag', 'parah', 'pubg', 'skrng']",pubg pubg kebnyakan update musuh fram banget pdhl sinyal oke tolong benerin musuh even jngn fram ngelag parah pubg skrng
Setelah update download map saja tidak bisa ada masalah jaringan padahal sinyal dan wifi udh kenceng banget,1,Negatif,setelah update download map saja tidak bisa ada masalah jaringan padahal sinyal dan wifi udh kenceng banget,update download map jaringan sinyal wifi udh kenceng banget,"['update', 'download', 'map', 'jaringan', 'sinyal', 'wifi', 'udh', 'kenceng', 'banget']",update download map jaring sinyal wifi udh kenceng banget
"Sering bug keluar sendiri udah ga wortid Untuk di mainkan, ga seperti dulu parah.",2,Negatif,sering bug keluar sendiri udah ga wortid untuk di mainkan ga seperti dulu parah,bug udah ga wortid mainkan ga parah,"['bug', 'udah', 'ga', 'wortid', 'mainkan', 'ga', 'parah']",bug udah ga wortid main ga parah
Kenapa saya tdk bisa login pubg. Saat ingin login kenapa selalu suck tdk bisa di pencet tolong pihak pubg perbaiki masalah ini 😔,1,Negatif,kenapa saya tdk bisa login pubg saat ingin login kenapa selalu suck tdk bisa di pencet tolong pihak pubg perbaiki masalah ini ,tdk login pubg login suck tdk pencet tolong pubg perbaiki,"['tdk', 'login', 'pubg', 'login', 'suck', 'tdk', 'pencet', 'tolong', 'pubg', 'perbaiki']",tdk login pubg login suck tdk pencet tolong pubg baik
