content,score,Label
"Semakin update semakin parah, frame nya minta ampun semakin cacat ini game karena kebanyakan fitur terbaru. Event 3.2 buat saya pensi dari PUBG, auto balik lagi ke game sebelah. Dan juga k/d rendah dipertemukan dengan musuh KD tinggi, belum lagi yg fps rendah bisa apa kalo di temukan dengan musuh yang 120fps Makanya banyak player pubg pindah ke game ML. Mohon maaf Buat saya game ini jelek jelek. Mari kita pindah ke game sebelah",1,Negatif
"Tolong di perbaiki lagi game nya, kok bisa sih musuh yg udah di kil terus mati mlah masuk tanah kocak lah, mna gk bisa di looting lagi lawak",1,Negatif
Permainan sering menyangkut bila ketemu musih tida bisa menembak...terus terus menyangkut,4,Positif
"Asli setiap terjun kemap selalu aja frame drop padahal sinyal sudah bagus hp sudah cukup bagus,grafik sudah saya kecilkan tetap aja frame drop, tolong lah perbaiki jangan cuma ngasih saran",1,Negatif
Setelah di abdet smakin tidak bisa main banyak bug nya dan ngefrem parah,1,Negatif
"Grafis game yang sangat bagus dan sistem yang oke, pemilihan musuh untuk setiap tier bagus,kostum/pakaian beragam dan semua nya bagus👍🏻",5,Positif
"Saya 4 tahun main pubg, jaringan kurang baik saya (fine), ngeleg saya (fine), tapi update ivent sekarang ini saya sangat kecewa, ini bukan masalh jaringan atau ngeleg lagi tapi masalah system dari tancent. Sekarang saya malah tidak bisa login Game pugb. Saya Uninstal 👍",1,Negatif
"Bagus, menantang. Hanya setelah beberapa update kecil"" minggu ini, kok begitu masuk arena, layar jadi putih sebentar, padahal sebelumnya ga. Secara basic bagus, lancar.",5,Positif
Tolong masalah sinyal di perbaiki dong masak di buat main game lainnya enak buat apk lain kok di buat login pubg memuat server terus,2,Negatif
Even kurangi optimalkan permainan game untuk device ram 3 kebawah,1,Negatif
Tolong perbaiki ketika login ulang verifikasi nya error.,2,Negatif
"Bug yang bikin risih di event sekarang, pas mode serigala berubah ke mode manusia kadang gak bisa gerak dulu sekitar 5 detik, gak bisa ngapa ngapain termasuk gak bisa pegang senjata. Eh musuh datang rush langsung spray tewas kembali ke loby tanpa perlawanan. Semoga bisa segera diperbaiki bugnya, terimakasih.",4,Positif
"Game ini khusus orang elit, sekarang game nya semakin parah, lag nya semakin parah, ping 400ms, game taik",1,Negatif
"Game nya bagus banget tapi terkadang nyebelin karna lawan jago,tapi menurut ku top up nya yg di benerin karna kemahalan! Jadi mohon per baikin saja promo nya biar banyak di sukai karna diskon nya!! Dan top up tuh kesukaan orang!!!",5,Positif
"Apapun keluhanya pubg mobile game favoritku dr awal season sampe skrg dh punya anak 1 , gak pernah bosen",5,Positif
"Parah musuhnya kaga keliatan. 2kli tembak langsung ko,it Bunyi sejata ada TPI musuhnya entah di mna Huuuh .. parah min.... Untuk yg lainnya sih oke... Geme cakep keren sih pokok nya... Cuma yg di atas aja sih keluhan sya..b",2,Negatif
"Frame drop parah updatean kali ini, sebelum update main di smooth extreme lancar jaya, kali ini bahkan di smooth high kagak ngangkat, setiap war frame drop mulu bahkan sampe kek nge crash, device snap 7s gen 2 ram 12 internal masih bejibun",1,Negatif
"Setelah update malah parah, ada menu ambil moment lagi pas lagi war, jadi pas menu moment muncul kita di tembaki orang",2,Negatif
"Nihh game, game berat klo mau main minimal ram 8 ke atas baru enak, jgan nyalahin game fps inilah bnyak bug lah update truslah intinya lo suka game ya main gak suka uninstal, kan masih banyak game lainnya epep sgala macem.",5,Positif
Mohon untuk deploper nya game nya nyangkut respon Game nya gak bgus mohon di perbaiki lagi🥺,1,Negatif
terlalu banyak mapsnya playernya main sana-sini. sekarang kebanyakan bootnya,2,Negatif
Game sampah... Karena dapatnya selalu sampah... Duit g ada harganya di game ini,1,Negatif
"mohon maaf, saya kasih bintang satu. karna saya kecewa atas kebijakan pubg, yg dimana. saat bermain team duo atau squad, disaat didalam game nya . saya sudah di end musuh, mau keluar dan maen lagi. malah di kena hukuman kurang 5point merrit akun saya, tolong diperbaiki lagi",1,Negatif
"Game broken, setelah update makin ngeframe.. Tolong di perbaiki gimna cara nya agar tidak ngeframe!",1,Negatif
Pliss mohon untuk developer perbaikan bug fps fps saya dari 60 ke 0 itu langsung aja sinyal ke adaan bagus kejadian ini sejak update even pari sama yg blodmond ini plis perbaiki yg di saran kan developer udh saya lakukan semua nya tapi gak ada yng di kerjain dengan baik,1,Negatif
"saya sering mengalami stuck loading pada saat ingin memasuki pertempuran, tolong di perbaiki segera !",1,Negatif
Pubg pubg kebnyakan update kalau ada musuh fram banget pdhl sinyal oke. Tolong lah benerin kalau ada musuh atau even jngn fram ngelag makin parah pubg skrng,1,Negatif
Setelah update download map saja tidak bisa ada masalah jaringan padahal sinyal dan wifi udh kenceng banget,1,Negatif
"Sering bug keluar sendiri udah ga wortid Untuk di mainkan, ga seperti dulu parah.",2,Negatif
Kenapa saya tdk bisa login pubg. Saat ingin login kenapa selalu suck tdk bisa di pencet tolong pihak pubg perbaiki masalah ini 😔,1,Negatif
Tolong notifikasinya jgn di kirim pas game sedang berjalan . Karena ganggu tombol fire . Pas apk ranning jgn apalagi pas pus rank clasic jangan notif ultimate rank aviable . Plisss,4,Positif
"Aplikasi saya sering bermasalah saat login, katax aplikasi tidak merespon",1,Negatif
Kenapa main metro royal ada player musuh belari cepat sekali apa itu chit tolong di atasi di metro royal,5,Positif
Mohon developer game ini ditinggalkan lagi seperti kalau update grafik mapnya harus seperti PC tapi yang hp ram 2 grafik rata kiri saja.MOHON DEVELOPER GAME INI DITINGGALKAN LAGI🙏🙏,4,Positif
"mohon untuk ini di perbaiki, update bulan sebelum nya itu lancar aja... Sekarang update nya bikin black screen, di lobby dan pesawat lancar tapi saat menginjak tanah langsung black screen, mohon di perbaiki ini... Bug ini sangat mengganggu dan bikin tidak bisa di mainkan game nya.... Edit: saat menyentuh tanah tiba tiba texture dan tombol berkedip hitam dan black screen terus force close",1,Negatif
Kenapa dengan pubg sekarang saya sering sekali mengalami kekontolan saat saya masuk pertempuran sering sekali tidak mau masuk ke pertempuran padahal sinyal bagus dan kuota saya Masi banyak tapi tidak bisa masuk ke pertempuran harap untuk pihak pap sex Jing nenek lu Yesus kntl di perbaiki,1,Negatif
Game makin nggak jelas... banyak event. 😛 Lebih memilih pensi. Player old pasti paham Krafton dan Tencent,1,Negatif
"Game uda baguss tapi yang buat player Banyak pensi karena terlalu banayk even, 1 lagi ukuran game ini berat dan ada lagi tidak suport yang namanya gfx 🙄🙄 Next berikut krafton, buat TPP nya lebih luas lagi ya Supaya posisi musuh nya ngga bingung di cari🙏🙏",5,Positif
"Game bgnst. Jaringan bagus di luar game, tp pas in game malah tinggi pingnya.",1,Negatif
Setelah lama gak main dan pingin kembali main cuman jadi samsak doank.... Game laknat pemilihan lawannya parah banget beda dengan pubg jaman dulu yg lawanya masih seimbang,1,Negatif
Terima kasih untuk pabji sekarang udh bagus banget event gratis pun banyak tapi tolong untuk pihak developer pabji mobile bug nya tolong diperbaiki juga🙏 keluhan saya cuma itu saja selebihnya udh bagus banget 🥰,5,Positif
"Kurang memuaskan Kenapa kalau sudah Ace master sering kali ngelag ada ngebuf ? Tolong lah ketua , tau nya awak cuman sekedar main bukan kayak live streming yang lebih di utamakan Kalau udah jumpa sama sultan yang sering banyak top up selalu ngelag atu nge buf Dan kalau mau turun ke event pun susah kali Tolong yh ketua dah 6 tahun aku main loh",2,Negatif
"Jadi malas main, banyak lawan yg tak diketahui nembus tembok. Pengurangan HP nggak mokal, nggak seperti cod mobile!",1,Negatif
"Kalo user mengeluh itu di tanggapi bukan di biarin ini koneksi signal di game hijau kenapa ko server gak merespon maksudnya gimana koneksi internet bagus,2,8mb indikator sinyal di game juga hijau tapi kenapa ko server gak merespon terus",1,Negatif
Apa an matrial upgrade x suit yg udah d dapat hilang. Kek mana lah ngumpulin ny susah kok hilang aneh pubg ngabisin duit gak guna,1,Negatif
"Makin kesini makin ga nyaman.... Botnya dateng tiba-tiba, kayak teleport! Internet wifi ok + data ok, tapi saat depan musuh yang RP kuning, tiba tiba lag.. Berat banget event sekarang....",1,Negatif
"Saya minta PENJELASAN tentang game ini, Pertanyaan saya cuma satu KENAPA AKUN SAYA KENA BANNED Saya tidak pernah melakukan kesalahan atau pelanggaran apapun digame ini, Saya selalu mengikuti petunjuk peraturan dalam game PUBG MOBILE, Saya minta tolong kepada Pihak PUBG MOBILE, Tolong perbarui dan cek seditail mungkin, Apakah akun saya melanggar peraturan PUBG, Saya berani terima SANKSI, Apabila akun saya melanggar, saya siap dibanned PERMANENT, Tolong di cek kembali, TERIMAKASIH",1,Negatif
"Makin kesini makin banyak bot nya, main juga udah gak seru, Bot versi orang, auto aim, jadi bingung membedakan mana yg beneran orang dan mana yg beneran bot.",2,Negatif
"Ingin bermain main lagi, login saja susah dan ribet. Memang gak minat pemain lagi sepertinya.",1,Negatif
"Kecewa untuk update sekarang, sering DC koneksi bagus masa relod Mulu, tolong Dev gimana nih,",1,Negatif
lag dan framedrop tolong diperbaiki. framedrop di iqoo z9 ram 8/256 snapdragon 7gen3 mohon kerjasama agar bisa 90FPS,2,Negatif
Saya ingin menyampaikan ke pihak PUBGM agar bug di metro royale di perbaki dimana saat masuk kedalam pertempuran kemudian mengalami masalah pada jaringan seluler maka otomatis relog lagi pas relog dan masuk pertempuran malah nga bisa gerak dan ga bosa pencet tombol apapun dan nha ada pilihan lain selain keluar dan kalau keluar dari macht itu semua perlengkapan yg udah di bawa lagsung ilang kan ini cukuperugikan buat saya udah capek capek ngumpulin malah ilang!,5,Positif
makin uptdate makin gajelas masa mau login ke Game malah force close smpe hapus data 2x haduh Gimana ini pihak pubg mohon di perbaiki lagi,4,Positif
Saya kecewa dengan sistem layanan pengajuan aduan pemulihan akun Karna fecebook dan email saya ada yang ngeretas jadi saya gak bisa login akun game PUBG terpaksa saya buat lagi akun game PUBG baru,1,Negatif
"Sering lag, ganti senjata dan relog peluru lambat... Jadi kalah cepat sama musuh...",1,Negatif
Gamenya makin aneh banyak cheater. Eventnya aneh banget tolong di perbaiki keamanannya,1,Negatif
"5 tahun lebih main tapi senjata m416 glacier tidak pernah dimilki , sungguh mengecewakan",5,Positif
Mohon untuk di tambahkan frame rate 60fps untuk spesifikasi perangkat terbaru Seperti perangkat dengan menggunakan soc Mediatek helio G99 Dengan GPU Mali-G57 Mc-2,2,Negatif
"sebenarnye game ini masih seru dan aku pun masih memainkan game ini , tapi pengelolanya ga guna , kebanyakan event kebanyakan opsi bermain , sehingga bikin map banyak banyak jadi ga kepake jadi fokusnya tuh mau kmna ini game , data game makin kesini makin gede , player makin dikit malah makin banyakin event event ga jelas , di bandingin sama yg dulu bagusan pubg era TENCENT , semoga kedepan nya bisa di perbaiki lagi lah , thnks .",1,Negatif
Tolong perbaiki lgi bug nya terlalu banyak,4,Positif
Game rusak sekarang makin tidak jelas.jaringan bagus tapi masih aja frame drop ga jelas,1,Negatif
Woi ini sik bosa keluar sendi padahal game nya udah lama malah makun jelek aja ini game,2,Negatif
"Gamenya bagus, tapi sayang masih bisa di 30fps untuk prosesor exynos 1380",4,Positif
"Kebanyakan bikin event, sampe lupa cara mengatasi bug, jaringan baguss, tapi pas mau main selalu mentok di loading, udh keluar masih aja sma, udh berapa kali, jadi rank turun sendiri, karena ga bisa masuk waktu main.. Gua mau nge push susah amat anjir,, loading mulu",1,Negatif
"Buat yang ngrasa frame klo lagi ada musuh itu wajar. Tpi klo frame parah, brarti bukan game nya yg jadi masalah. Tapi device kalian minta di upgrade.",5,Positif
"Geme nya jelekk polll, aku habis donglot kan habis itu login ada 2 pilih han aku pilih 1 terus login ulang aku coba lagi kek gitu lagi, palangan geme kek gini di hapus aja deh dari PlayStore 🤬🤬🤬",1,Negatif
Event sekarang malah bug nya banyak..hampir semua player mengalami frame drop yang sangat parah sampai sampai untuk bergerak aja susah dan itu hanya di akhir akhir sirkel..tolong perbaiki lah.. Musuh hanya ter sisa 2 squad tapi frame drop nya parah...tapi kalau klasik biasa gak ada frame drop,4,Positif
"rata2 skrg termasuk aku jg, pas update bloodmoon knp akunnya ilang sih, gamau balik2",4,Positif
"su lama lama main, urutan 10 bisa minus tu. Game bangsaat.",1,Negatif
"Setiap war pasti bug sndiri gak bisa gerak,, tlg di perbaiki lagi kualitas gamenya ,parah..!!!!!!",1,Negatif
"optimisasi nya di hp itel buruk nih pubg global,saya coba di pubg korea saya tembus 40 fps,di global malah cuman 25 fps an,tolong pihak dev optimisasikan lagi gamenya",4,Positif
"Semenjak update event bloodmoon, ketemu musuh sering frame drop terus njir",1,Negatif
Maap tensen biasa nya kita main biasa2 aja kenapa pas pembaruan setiap met pertengahan selalu rilog keluar teruss tolong di perbaiki,5,Positif
"Seperti biasa .. kendala setelah update, PATAH PATAH PARAH, harus nunggu seminggu baru bisa lancar",4,Positif
Pengalaman bermain pubg lagi sangat membosankan dan mengecewakan. Di karnakan musuh nya jago jago. Setiap season K/D semakin turun haha bosan 😑,1,Negatif
Kok pubg mobile makin lama kayak makin berat ya padahal awalnya dan dulu ringan ringan aja ini untuk developer tolong lah tambahkan grafik super mulus di hp low end atau hp kentang dan grafik super mulus nya di buat seperti grafik pubg lite dan di optimalkan lagi agar tidak terlalu lag di hp kentang di spek Helio G35 ku tunggu di update 3.5 nanti 😁,1,Negatif
"gamenya makin update makin berat , KELUHAN PLAYER PALING PERTAMA = FRAME DROP / PATAH²karena kebanyakan di hp menengah sudah tidak kuat lagi main pubg",2,Negatif
"event saat ini meresahkan , player sisa 5 masoh nge lag parah, usahakn bug nya atau maslahnya ini diselesaikan segera.",1,Negatif
Tidak bisa Login akun facebook yang lain padahal apk facebook akun sudah keganti tetapi di apk Pubg nya Tidak terdeteksi,1,Negatif
"Entah mengapa di infinix stag terus di loading nya, entah pas mau klasikan atau hanya sekedar TDM, stag di 65%",5,Positif
sya main pugb mulai 2018 sampai 2020. 2024 sya main lagi sudah sangat sepih full bot dimana2. alangka bgs jika koleb dengan alan walker lagi adain skin gratis untuk menarik player2 lama lagi,4,Positif
Saya bermain dari 2018 saya suka pubg cman ya karna hp blom spek game jadi agak kurang optimal dalam bermain ...jadi saya sarankan jangan terlalu banyak update,5,Positif
Stuck di loading mulu gk bisa masuk pertandingan di hp pocco x6,1,Negatif
"Suka banget sih dengan game ini tapi sayang season kali ini sering bug, device sering frame parah. Kadang make ipad gen10 Ngeframe, kalau make android lebih parah sampai gak bisa gerak sama sekali. Apakah event game ini hanya dikhususkan untuk para sultan ?",2,Negatif
"ini game macam apa? setelah turun dari pesawat saat looting 1-3 rumah sering gak ada senjata dan sering kali kalah cepat sama musuh, ini gak sekali duakali tapi berkali kali, MERUGIKAN PLAYER AJA, MALES LAMA² MAIN INI GAME!",1,Negatif
"Banyak masalah dalam game tapi developer acuh sama hal itu, seperti Bug, lagging, dll. Anda waras sebagai developer?",1,Negatif
"Padahal mau login pasti masalahnya ada di verifikasi padahal udah hapus game nya terus download ulang tetep ga bisa, bikin emosi aja",1,Negatif
Login pake email kode gak bisa akhirnya pake guest ku sambung ke email sama nomor WA untuk coba mode baru eh tiba tiba kena ban di mode metro Royale,1,Negatif
Saya sangat suka bermain game pubg ini tetapi apakah pihak level invinite bisa mengecilkan ukuran game ini agar hp saya bisa bermain pubg lagi sekian terimakasih,5,Positif
ngeframe parah.. kadang lag sampe gak bisa gerak samasekali.. tambah kesini tambah gak karu karuan,1,Negatif
Intinya 2025 yang akan datang Tencent Games harus pegang PUBGM lagi. Sekarang semenjak dipegang oleh Level Infinite event gak jelas makin kesini arah PUBGM gak jelas skin skin yang gak dijual pun dijual kembali Level Infinite emang rakus dan payah dalam memegang kendali PUBGM,2,Negatif
semakin baik dan up terus semoga dipermudah mendapat hadiah yg menarik min gaca selalu itu2 aja🥲🥲,5,Positif
"Kenapa setiap main selalu keluar sendiri dan harus login email lagi, tolong lah masalah frame di late game di perbaiki",1,Negatif
"Maaf bintang 1 karna pubg sekarang kacau parah Di event pari kemarin lumayan oke lah gk ada patah sama frame tapi event sekarang asli kacau Kalau gitu lebih baik gk ush aja sekalian ada event kaya dulu lagi, dan sering tiba"" Keluar, mohon di perbaiki agar kami main nyaman seperti dulu lagi",1,Negatif
"Untuk gameplay nya sendiri, dari segi grafik udah nyaman banget buat dilihat, sensinya juga fleksibel, jadi enak kalok udah sesuai.",5,Positif
Apa gunanya update event klo gameplay frame parah? Season sblumnya aman² aja!,1,Negatif
"Gk wajar frame dropnya baru beli hp 1 bln masa bisa drop, klo nemu musuh baik baik aja tpi kadang gejet sedkit sedikit fps 40 tiba tiba 8 fps trus balik lagi",2,Negatif
"Kami setiap update itu cukup banyak kuota lo, tpi knp sampe sekrang malah tambah parah nih hilangnya koneksi gak jelas begini.. Paket kuota ful jaringan bagus tapi knp koneksi hilang. Dan ketika keluar tdak ada lagi pilihan masuk pertempuran lagi... Knp harus se tolol itu sih",2,Negatif
"event baru jadi ngelag banget,, mohon di perbaiki ya developer",5,Positif
Harap perhatikan untuk handphone ram kecil agar bisa bermain pubg dengan stabil dan tanpa lag frame atau lainnya. Developer jg harus tau penggemar pubg bukan kalangan elite aja tp jg semua umur dan gaya. . Karna ini game bagus sekali. . Tolong di perkecil ya 🙏,5,Positif
"Makin lag ni update terbaru apalagi pas di akhir2 parah banget, even sblum ny baik2 aja",1,Negatif
Sedikit sedikit update terus grafik tetap sama gambar tetap sama aja paket data dan memo yang ga sama besar nya boros di paket,1,Negatif
Kenapa setelah di update sering terjadi frame drop padahal dulu pubg sangat nyaman tanpa frame drop saya main pubg dari 2021 sangat kecewa dengan pubg sekarang yang sering frame drop dalam pertandingan semoga kedepannya bisa lancar seperti dulu 👍🏻,1,Negatif
Kembali saya beri bintang 5 . Sudah optimal di perangkat saya dan saya harap terus di pertahankan untuk update berikut nya. Terima kasih,5,Positif
Tiap kali main leg mulu padahal z pake wifi... Jgn tau update mulu bosss...,1,Negatif
"Kembalikan pubgb mobile di era Tencent, pubg sekarang event pada aneh. Gw lebih suka pubg di era pubg Tencent, era pubg era Tencent lebih seru ke. Ketimbang pubg era krafton,",1,Negatif
"Gamenya parah, setiap main pasti leg dan logingnya lama bangat pada hal sudah di unduh semua. Kadang tidak ada respon dari server, dan paling paranya pas main langsung eror tidak bisa bergerak. Mungkin ada yg alami serupa",1,Negatif
"Tolong dong diberantaskan para pemain curang menggunakan aplikasi ketiga, atau cheater.. Sangat menggangu permainan.. Kalau GK bisa diberantas gak usah buat game..",1,Negatif
"Saya kasi bintang 1 aja lah karena ngga puas,Sebenarnya fitur rumah di PUBG mobile untuk apa sih? Saya rasa ngga guna bangat(tidak ada gunanya) disini sebenarnya game war atau game untuk para arsitek? Benar ngga teman teman user? Dan masih banyak lagi kekurangan kekurangan yang dipaparkan teman teman lainnya.developer tolong perhatikan ini semua penting karena kami pecinta PUBG MOBILE dari dulu.",1,Negatif
Tolong dong di benerin krafton plerr. Masa akhir zona malah ngeframe gajelas . Gw main Awal game turun event ga frame. Pas late game musuh sisa dikit malah frame . Gw kira cuman 1-2 game. Eh malah begitu tiap macth. Dan ga gw aja yg ngerasa . Semua juga gitu temen gw Ampe random blg gitu tolong la di betulin lagi. Emg awal turun ga frame yg frame itu pas late game,1,Negatif
"Update 3.4 ini, setelah late game frame drop parah, buat scoope patah patah, mohon di perbaiki",1,Negatif
"apalah game rusak, buruan di fix lah updatean nya. masa frame drop setiap game gk berhenti",2,Negatif
"makin banyak masalh ni game,frame,pakai TWS saat open mic speaker mati,tapi kalau of mik speaker nyala.mohon di perbaiki.",1,Negatif
"Update 3.4 jadi sering frame PARAH tiap akhir zona,padahal turun event gak se ngeframe itu..!!!!!!",2,Negatif
Tolong lah sampe sekarang belum di buka fps nya jangan di limit minimal dapet 40 fps di redmi 7 saya biar bermain lebih nyaman,1,Negatif
"Kenapa gamenya sekarang sering layar hitam saat menekan tombol kembali, apakah ini yang membuat pubg turun ranting",2,Negatif
Mohon kepada developer untuk bantu saya kembalikan akun saya pada saat masuk ke apk malah terputus sambungan dan berulang kali di coba tidak bisa mohon sekali di bantu saya sudah memainkan game ini selama 6 tahun agar di permudah jangan sampai saya pindah game,1,Negatif
Waktu matching solo TPP terlalu lama menunggu. Berbagai opsi saya sudah coba tetap lama... Tolong untuk solusinya. Kalo gini saya tidak bisa conqueror. 🥵,5,Positif
"Ngeframe² gajelas sehabis update, device poco f6 dan samsung S22, temanku pakai 15promax juga ngeframe gajelas sehabis update t*i",1,Negatif
"Pubg permainan yg bgus dan bisa mengisi wktu luang kita... Tapi sayang nya membutuhkan sinyal yg begitu sangat kuat. Dan harus pakai hp yg canggih,Minimal iPhone 14 pro max dan makai jaringan wifi yg kuat minimal Indihome, Dan harus beli skin yg mahal. Jika kita makai hp standar di bawah 5juta game akan Ngelag dan brebet... Dan jika jaringan standar walopun nonton ytube dan streaming lancar... Di pubg akan langsung hilang sinyal nya.... Terakhir jika kita tidak beli skin maka akan terus kalah.",2,Negatif
"Hallo developer.Frame banget ni game patah2 ,padahal ping saya 20ms,tolong buat pihak pubg d perbaiki lagi bikin nyaman player2,kalo gini terus pasti bentar lagi ni game sepi,btw gw pake IP 13 pm masa udah ga kuat buat main ini game ,satu lagi saya sering stuck d pencarian match ga bisa masuk tapi poin saya tetap d kurangi setelah update",4,Positif
"Peringatan keras buat pubg mobile, makin lama makin GILA VERSI TERBARU NYA👿👿👎👎😾",1,Negatif
"Heran gw sama ni game, ada update sekitar 1 gban, pas login malah suruh donwload ulang anyink, dari yang asalnya 5 gban malah ngurang jdi 2 gban. Hebat sekali, haha.",1,Negatif
Gamenya sih bagus tapi bugnya ngeselin aku main rank tapi ga ga dapet score,4,Positif
"Game ini tidak mensensuaikan skill dari player yang baru main, langsung dicampur sama player yang punya skill pro, tolong diperbaiki",1,Negatif
Tolonglah kalo keluarin skin senjata jangan cuma senjata2 itu aja lama2 jenuh main pubg,1,Negatif
Error saat di pesawat tidak bisa menggerakkan analog bagian kanan dan sekarang tidak bisa keluar dari tim RP,2,Negatif
"Makin kesini makin berat pula gak seperti pas Tencent yg megang bisa di atasi soal masalah lag,bug dll dulu juga udh smooth grafiknya player hp kentang pun masih enjoy saat main giliran yg pegang krafton hadeh ancur²",1,Negatif
"Kenapa game ya ngak bisa di mainkan, tulisanya server tidak merespon ini apa sih masalah ya, jaringan lancar tapi pas login ya ndak bisa, kecewa rasanya udah habisin paket buat bisa main, tapi pas login malah ngak bisa main",1,Negatif
"Sering gagal log-in, alasannya Krn jaringan.. padahal jaringan internet lancar sampe 12mbps",1,Negatif
tolong lah di lerbaiki servernya setiap mau main udah star gak masuk di in game cuma nyetak loding 65%,1,Negatif
Sangat suka dengan event yang skrng. Tapi masih mengalami bug dari event kemarin sampai skrng masih mengalami bug. Bugnya apa bang messi.? Bug nya tidak bisa geser kamera dan itu harus di relog sampai 2-3x relog baru bisa normal lagi😌. Tolong diperbaiki ya bugnya.,5,Positif
"Mohon maaf untuk developer pubg, ko event ini sering banyak bug frame drop, tolong perbaiki karna mempengaruhi gameplay semua player",2,Negatif
Game rusaaak!! Setiap zona kecil di event baru selalu ngeFRAME. Bikin ga nyaman main.,1,Negatif
"Event enak turun malah zona akhir patah"" Tolong di perbaiki dong, padahal sinyal ku 20 ms.. Malah patah"" , dan jugak bukan aku aja kyk gini player lain pun bilang kayak gini, jangan salahkan sinyal atau tempat kita, malah di bales sinyal dan tempat muluk.,",1,Negatif
"Update malah frame GAK JELAS zone ke 3 sama akhir zona frame parahh bangett , setara iPad pun frame drop . Tolong kepada krafton di perbaiki , soal nya udah mulai males klo frame melulu . Jadi pengen pensi nih main pubg klo begini",1,Negatif
"update terbaru bug Gyroscope X6 ngga bisa di setting sensitivitas nya,,",4,Positif
game rusak makin kesin makin parah patah patah server down emang payah developer nya,1,Negatif
Jaringan untuk bermain pubg tdk bisa stabil.. selalu dapat di 600 ms atau bahkan jaringan hilang..,1,Negatif
"Bug semakin parah. Enak"" Main tiba"" Bug padahal jaringan oke. Tolong diperbaiki",2,Negatif
setelah update malah sering frame drop padahal device saya pake Snapdragon gen 3 loh dan ram 12gb.. sebelum update malah lebih lancar dan gamplay sangat nyaman,2,Negatif
"server busuk terlalu sering trouble,,wifi lancar kok menghubungkan ulang👎👎👎👎👎👎👎👎",1,Negatif
Kenapa yaa setiap kali ada musuh langsung pata² Padahal jaringan wifi gue bagus,1,Negatif
Krafton tolong bug frame nya dibeneein jangan skin doang di update mulu memang gak jelas mendingan Tencent yang megang gak jelas,1,Negatif
"Bintng satu dulu, saya masih binggung sama fitur terbaru login popge ya saya harap fitur login y kaya dulu lagi soaalny saya kebingungan mau ganti akun",1,Negatif
"Dari pada event kemarin(di laut). Event vampire ini benar benar berat banget. Terus terusan frame drop gua. Terutama saat didekat ada yg berubah jadi vampir atau serigala. Mengganggu banget. Tolong optimasi lebih baik lagi gamenya. Teman saya sesama android juga mengalaminya, kecuali yg pakai iPhone.",1,Negatif
"Event terburuk sepanjang masa masa saya turun cuman dapet pistol di tempat event besar, sedangkan musuh dapet ump, m4, scar-L. Kadang pas mau zona end game malah ngeframe (patah patah) yang sangat tidak masuk akal, game penuh bug. Tapi sebelum event drakula (event Atlantic) itu event the best dari pada event drakula, event jelek!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",1,Negatif
Setiap mau main selalu stuck loading padahal wifi bagus tapi selaluu stuck di loading ini gimana kalo dari handphone ga mungkin tolong dong min,1,Negatif
terlalu banyak frame drop updetan kali ini,1,Negatif
Ini hari ini game kenapa kaga bisa dimainin yah? Grapik udah terendah masih sering leg pas ada musuh banyak coba tlong di benerin lagi jaringan normal soalnya ini spek hv sedeng lah menyesuaikan grapik,5,Positif
