review,score,Label
server merespon ulang ulang kali game squadjaringan bagusmental gametidak masuk game lagipubg tolong baik malasah,1,Negatif
freem bug harap benerin lg jaring ms,2,Negatif
semenjak update ngeframe parah kayak gabisa gerak parah pubg update bagus ngeframe mohon cepat baik minat,1,Negatif
nge frame ya event wajar main map aja,2,Negatif
event gajelas hp ga jelek jelek tp klo in game suka frame drop ga cm gw doang temen gw yg mabar ama gw jg frame drop developer gada update benerin event minimal diupdate kek event gw main frame drop trs ajg event atlantis kemaren ga gin,1,Negatif
main game pubg mobile yg gue happy kesini ko berat bgt,4,Positif
gak kompetitif main mula sulit karna main mula ketemu tier atas tier ace tolong main solo random squad temu squad full teman sulit main mula mabar teman hapus fitur fitur ganggu yg tahu main veteran contoh bom tembak event milik fitur aneh gak real life,5,Positif
ingat pubg mobile nyaman fitur game akibat patah patah flame jaring lag main pubg season main ubah nyaman atur harap hapus utama nyaman player karna player milik kualitas hand phone dukung salam hormat seriusrc,5,Positif
tolong baik update bug yg oknum zona frame,1,Negatif
habis update suka eror ng frame masuk,2,Negatif
cacat parah event haloween bnyk rusa dn item guna aplh jdi serigala tembak lngsung mokad serangany nyeleneh cooldown ny lgi jug dengn yg vampir lh kek g niat aj bikin event anjir dn keluh pling gua lin coba nge fresh stiap ngeline kiri kanan dpn blakang nganggu org lgi tempur anjir inti gua kecewa parah event kali,2,Negatif
event bikin frame serasa main hp ram gb kali nih game,2,Negatif
parah patahpatah nya kalo musuh butuh device yg bagus main game tolong gamenya diringanin biar yg pake device kentang ga pensi pubg,2,Negatif
knp ya suhu internal jaring ngelag ngak sih lag nya bentar ilang tpi bentar lagitolong baik pdhl pas even ocean place lancar lancar ajasekarang gin,1,Negatif
semenjak update bug fps drop,1,Negatif
halo min ngasih keluh nari match metro royal banget ya tolong cepat,5,Positif
update bug audio gua main payah semenjak krafton mending gua main coc voice changer nya konsisten developer nya,1,Negatif
maen event saat late game ngeframe parah,1,Negatif
pubg new state turut tarik kembali pubg main kek ff,2,Negatif
mic nya bug ya update tolong developer gk mic ku pakai kayak nih game,1,Negatif
bug ngefrem zona tolong fix,1,Negatif
update pubg parah main game jaring bagus server merespon,2,Negatif
main of micsaya tindak serang teman sendri jugal pakai aplikasi apasaya kena ban jam kecewa masak usah game percya riport main karna kalah kill coba baik,1,Negatif
update nya tolong sempurna ngeframe parah pas last circle,2,Negatif
update ngeselin bot orang squad aja,1,Negatif
habis update ngeframe parah ya nga gue doang temen tim random frame parah dah gue laporin pass ingame bom baik mohon cepat baik,1,Negatif
tolong perbaikigak seru hp gak gyroscop keyboard mouse gak suport,1,Negatif
semenjak update pesawat smoke zona kecil frame drop frame drop parah fps playable tolong baik pengaruh lancar main,1,Negatif
game gak waras diupdate baik rusak lol main udah masuk game masuk tolol emang nih game dajjal,1,Negatif
aneh banget perang tibatiba jaring lancar jaya hp gua chipset kentang anjir lawak,1,Negatif
baca komen rasa banyak bar bar layar kanan gerak gak apa apain struk mati belah parahhhh update sih bikin erosi,2,Negatif
sih hubung nya rumah main game aja dekorasi rumahmalh bikin hp lot player nya udah pelit bikin player tu kangen main tu skin dapetudah gak seru bot udah banget begok nya kalo kd kalo lapor erorr ngeprem salahin hp jaring trus suruh download ulang gb,1,Negatif
main pubg device pada frame nya ga ngotak tolong baik baik kembali bintang nya,1,Negatif
matchmaking gabisa login kode email ga masuk liat aja gw spam pake akun,1,Negatif
bagus gamenyatapi kurang rit yg rasa masuk akal mobil hancur rekan tim pakai kendara game hancur mobil yg pakai knock rit yg kurang tidakapakah adil tolong rit kurung cek rekan tim buat tim lansung main kurang rit evaluasi gameplaynya,5,Positif
bug perbaikinamun visual yg aneh lobbyketika grafik hp ubah hd bayang wajah gerigi latar lobby blurkurang hdsedangkan geser profil sayaefek bayang wajah nya normal sajajadi harap baik,5,Positif
fps turun gak stabil turun event aman late game suka frame gak,1,Negatif
pubg eror ya ni suara game suka ngebug suka hilang suara game nya gha dengar suara step musuhdan tembak senjata nya,1,Negatif
event gak buqnya hp suka frame jaring bagushp gak panas pake kipas dingin hp suka frame hadeh gin update nya gak kayak event kemarin hp lancar gak kendala apa update kali bikin player emosi suka frame pintu gak bisah tutup d buka hadeh gak turunin bintang bintang ya buqq hilang sya bintang,1,Negatif
menit main game sebab thankas,5,Positif
event terbaruu main macth aman klou udh macth habis hidup lg nyawa framee parahh frees back padah ping stabil ms,5,Positif
tolong baik sistem kacau aja game enak bget main hapus eventnya gak,1,Negatif
game fps mebagongkan bosan game epep udh burik bosan lagi hadeuuhh,5,Positif
event yg buruk gak main musuh nge bug paksa jalan gak apain dah event mulus aja main nya,1,Negatif
ngeblengk update pakek hp ram,2,Negatif
late game suka frame drop jaring oke oke aja nih yaaaaa,5,Positif
main ms detik ms simpati xl im wiffi desa kota update kali cacat keluh main frame drop hancur reputasi krafton periksa koneksi hemat daya dasar event udah cacat kaga cari alas komplain gak orang,1,Negatif
gamenya bagus bug minor akibat device developer tolong kurangkurangin event bp anehaneh yaaa,5,Positif
kentang hp ram skarang kbanyakan frame ya maen pubg udah pake grafik rendah ttep ngframe anjriit ken pensi dah,5,Positif
bug frame drop ni turun event orang lancar aja pas late game orang frame drop bikin nyaman udah cek internet lancar aja hp dingin c pakai fan cooler tolong baik frame drop team match alami musuh,1,Negatif
ufdate alam main buruk enak enak nya perang cras porce close uninstal baru gak tau gimana nya ahir nya uninstal game nya porce close mulu main menit asa hp ram dah gak kuat lg thanks,2,Negatif
akun utama kena ban ga ngapa ngapain ngajuin banding aja bikin akun main login aja ga detect akun nyaa kontoll,1,Negatif
berat apa daya hp kentang ukur game aja total udah gb framedrop penting event skin pikir player hp low spek mid spek maen ni game orang kaya kali ya,1,Negatif
andai pubg main playerpasti ramei yg main nya,5,Positif
gak sih baik zona era ngeprem kali tombolhp gak apaintolong perbakin,1,Negatif
aplikasi perbaiko meberikan duku ug kuat fase main,2,Negatif
main stuck loading tolong benah server nya pakai wifi lo,1,Negatif
gamenya seru baik pas maen tibatiba hp mati liat ram hp simpan lega tolong min,4,Positif
admin pubg tolong kasih ringan yg hp ny jutaanagar fps ny up fps,5,Positif
fps fps hilang fokus lancar main update frame drop,1,Negatif
game gak frame mulu kocak sinyal aman grafik smooth extreme ngeframe,1,Negatif
tolong tenchen keluh player skarang bug zona aga frem drop tolong baik biar player nyaman main pubg,5,Positif
tim pubg mobile tolong bug gimana sih lategame ngeframe banget ampe ngefreezee event orang lancar kenpa pas lategame sisa orang ngeframe banget alam main enak renti main cuman ngalamin streamerkonten creator pubgm ngeluh moga cepat fix yah pubg mobile moga fix aja makasih,1,Negatif
coba gada ping turun jaring jelek banget game rusak benerin bug kek gin suara steptembakan suka ilang mikirin event doang ga dibenerin kocak,1,Negatif
hri kalo update gk jlshrusnya klo update ringan bkn mlh sma aja updat downlodsbnrnya game lmyn bgus tp syg hrus update bth ruang gb jd game gk sahabat org yg duit sedikitdan hp low,1,Negatif
game pubg game suka ku event nya gak main males aja gitu kalo update talu update event gak main update kayak gimana gitu,5,Positif
apdet letgame napa ngefrm nya parah banget tolong crafton benerin biyar enk main nya,1,Negatif
udah bulan gak tanggepan tim pubg error captcha pas login via email kecewa tim pubg,1,Negatif
sesien jdi bngt ngefrimemacet macet game nypadahal ga musuh tp ngeframe parahgame nya patah patahtolong solusi biar player pubg enak main ny ga makasih,1,Negatif
suka main gmeini tpi skrang updatenya bnget,5,Positif
tolong gamenya ringan orang main pubg halang size gametrus eventnya baik tema depan,5,Positif
bug helm udah diaktifin sembunyi helm tempur helm nya tolong fix bug nya,4,Positif
mode event bloodmoon awkening lag parah alam main nyaman tolong baik device mumpuni,1,Negatif
bintang nya naik tolong bug lag device aja sih,4,Positif
update menuhin ram bug mana even kagak jaring operator coba aja susah jaring kalo kek gin mulu pubg sepi toloool,1,Negatif
woi dev fix ajg game frame drop parah utamain skin perfoma utama,1,Negatif
login tolong baik susah login akun jaring bagus,2,Negatif
bintang udah gak top up game nya pulsa telkomsel ngebug error tolong perhati yg top up udah gk,4,Positif
kesel bet gw event vampirserigala pas musuh tinggal nge frame parah kali mati gara gara frame drop parah nembak gerak aja susah baik bug frame drop kasih full bintang,1,Negatif
update habisin kuota gb ulang suruh kesini parah game,1,Negatif
update main baru kendara pakai main kendaraanterutama jebak pinggir pantaisangat rugi playersaat sepeda tabrak sepeda lainpemain turun sepeda tumpu sepedasangat jengkel suara kendara langkah kaki musuh menghilangbahkan suara kendara hilang,1,Negatif
kacau nih update frame late game banget main tolong mimin nya baik bug kek gin sinyal bagus posisi ga perang bartapi fram,1,Negatif
tolong update tim player biar seru min update tim biar player,5,Positif
gk loginpas masuk email trus suruh selsaiin puzzelgame ni,1,Negatif
optimalin infinix smart graphicnya fps ga stabil,2,Negatif
kalo download resource pack udah gak auto dua tetep dikit dikit download kalo kaya gin makna fiturnya aneh,2,Negatif
geam baik grafik yg mantap koneksi yg setabil nya event seru nya lg yg download ayo download bohong yh,1,Negatif
update bad update frame drop internet lancar hp yg salah tuh gamenya orng smua kena,2,Negatif
event skrang udah late game frame mulu pdhal orng event hp gua lancar aja klo tinggal orng bawah frame,1,Negatif
uc kurang tinggal uc beli item gacha mohon pubg mengrmbalikan terang kait,2,Negatif
game cacat bug frame drop bikin enteng bikin ngeframe auto pensi game cacat,1,Negatif
tolong krafton baik game nya iya late game ngeframe login pikir cuman yg ngeframe yg kaya late game ngeframe kalo kaya gin kaga seru pubg,1,Negatif
saran tombol jongkok kasih opsi hold or tap scope,5,Positif
