content,score,Label,text_clean,text_Stopword,text_tokens,text_steamindo
"Permainan di kasi musuh yg jago yg sesuai lah masa gua kalah terus pilih kasih,gak adi lalam permainan, kasi lawan yg susah di lawan, udh tau orang gak bisa masi aja di kasi musuh yg jago, udh lah pilh kasi, aku udh mau menag malah musuh yg deluan menang, terus tower di hancurin musuh mudah kenapa giliran kami serang tower susah nian, kalah terus, ujung ujung gulang lagi reng nyo, hampir idk punya temen gara2 bot main nyo, aku nanti di sekolah idk di ajak mabar lagi cuman gara2 main gem ajing 🐷",1,Negatif,permainan di kasi musuh yg jago yg sesuai lah masa gua kalah terus pilih kasihgak adi lalam permainan kasi lawan yg susah di lawan udh tau orang gak bisa masi aja di kasi musuh yg jago udh lah pilh kasi aku udh mau menag malah musuh yg deluan menang terus tower di hancurin musuh mudah kenapa giliran kami serang tower susah nian kalah terus ujung ujung gulang lagi reng nyo hampir idk punya temen gara bot main nyo aku nanti di sekolah idk di ajak mabar lagi cuman gara main gem ajing ,permainan kasi musuh yg jago yg sesuai gua kalah pilih kasihgak adi lalam permainan kasi lawan yg susah lawan udh tau orang gak masi aja kasi musuh yg jago udh pilh kasi udh menag musuh yg deluan menang tower hancurin musuh mudah giliran serang tower susah nian kalah ujung ujung gulang reng nyo idk temen gara bot main nyo sekolah idk ajak mabar cuman gara main gem ajing,"['permainan', 'kasi', 'musuh', 'yg', 'jago', 'yg', 'sesuai', 'gua', 'kalah', 'pilih', 'kasihgak', 'adi', 'lalam', 'permainan', 'kasi', 'lawan', 'yg', 'susah', 'lawan', 'udh', 'tau', 'orang', 'gak', 'masi', 'aja', 'kasi', 'musuh', 'yg', 'jago', 'udh', 'pilh', 'kasi', 'udh', 'menag', 'musuh', 'yg', 'deluan', 'menang', 'tower', 'hancurin', 'musuh', 'mudah', 'giliran', 'serang', 'tower', 'susah', 'nian', 'kalah', 'ujung', 'ujung', 'gulang', 'reng', 'nyo', 'idk', 'temen', 'gara', 'bot', 'main', 'nyo', 'sekolah', 'idk', 'ajak', 'mabar', 'cuman', 'gara', 'main', 'gem', 'ajing']",main kasi musuh yg jago yg sesuai gua kalah pilih kasihgak adi lalam main kasi lawan yg susah lawan udh tau orang gak mas aja kasi musuh yg jago udh pilh kasi udh menag musuh yg delu menang tower hancurin musuh mudah gilir serang tower susah nian kalah ujung ujung gulang reng nyo idk temen gara bot main nyo sekolah idk ajak mabar cuman gara main gem ajing
"Jujur lah saya dpt tim yang sangat amat buruk kadang dapat anggota tim feedeer kadang dapet tim suka ambil buff jungler ais apalah saya capek sekali dengan hari hari yang seperti ini,saya sudah rela menghabiskan waktu saya untuk main mobile legends dan yah itu perilaku yang saya dapat kan kecewa berat :(",1,Negatif,jujur lah saya dpt tim yang sangat amat buruk kadang dapat anggota tim feedeer kadang dapet tim suka ambil buff jungler ais apalah saya capek sekali dengan hari hari yang seperti inisaya sudah rela menghabiskan waktu saya untuk main mobile legends dan yah itu perilaku yang saya dapat kan kecewa berat ,jujur dpt tim buruk kadang anggota tim feedeer kadang dapet tim suka ambil buff jungler ais apalah capek inisaya rela menghabiskan main mobile legends yah perilaku kecewa berat,"['jujur', 'dpt', 'tim', 'buruk', 'kadang', 'anggota', 'tim', 'feedeer', 'kadang', 'dapet', 'tim', 'suka', 'ambil', 'buff', 'jungler', 'ais', 'apalah', 'capek', 'inisaya', 'rela', 'menghabiskan', 'main', 'mobile', 'legends', 'yah', 'perilaku', 'kecewa', 'berat']",jujur dpt tim buruk kadang anggota tim feedeer kadang dapet tim suka ambil buff jungler ais apa capek inisaya rela habis main mobile legends yah perilaku kecewa berat
Untuk kedepannya mohon perbaiki masalah sinyal/jaringan soalnya sering banget merah saat war padahal sinyalnya bagus dan masalah match kasih musuh dan tim yang seimbang jadi jangan player epik tapi tim granmaster nah musuh mantan glory Jadi untuk pihak montoon mohon kerja samanya KLO itu semua diperbaiki insyaallah saya akan setia di ML,2,Negatif,untuk kedepannya mohon perbaiki masalah sinyaljaringan soalnya sering banget merah saat war padahal sinyalnya bagus dan masalah match kasih musuh dan tim yang seimbang jadi jangan player epik tapi tim granmaster nah musuh mantan glory jadi untuk pihak montoon mohon kerja samanya klo itu semua diperbaiki insyaallah saya akan setia di ml,kedepannya mohon perbaiki sinyaljaringan banget merah war sinyalnya bagus match kasih musuh tim seimbang player epik tim granmaster musuh mantan glory montoon mohon kerja samanya klo diperbaiki insyaallah setia ml,"['kedepannya', 'mohon', 'perbaiki', 'sinyaljaringan', 'banget', 'merah', 'war', 'sinyalnya', 'bagus', 'match', 'kasih', 'musuh', 'tim', 'seimbang', 'player', 'epik', 'tim', 'granmaster', 'musuh', 'mantan', 'glory', 'montoon', 'mohon', 'kerja', 'samanya', 'klo', 'diperbaiki', 'insyaallah', 'setia', 'ml']",depan mohon baik sinyaljaringan banget merah war sinyal bagus match kasih musuh tim imbang player epik tim granmaster musuh mantan glory montoon mohon kerja sama klo baik insyaallah setia ml
Sudah sekian lama game ini masih saja ngeleg sa'at bertempur.. Jgn gituh lah nonton gw bayar maen ga gratissssss. Sinyal perbaiki. Buat kawan2 jgn donlowd lah klo bisa nanti kecewa. Mendingan game honor off king..,1,Negatif,sudah sekian lama game ini masih saja ngeleg saat bertempur jgn gituh lah nonton gw bayar maen ga gratissssss sinyal perbaiki buat kawan jgn donlowd lah klo bisa nanti kecewa mendingan game honor off king,sekian game ngeleg bertempur jgn gituh nonton gw bayar maen ga gratissssss sinyal perbaiki kawan jgn donlowd klo kecewa mendingan game honor off king,"['sekian', 'game', 'ngeleg', 'bertempur', 'jgn', 'gituh', 'nonton', 'gw', 'bayar', 'maen', 'ga', 'gratissssss', 'sinyal', 'perbaiki', 'kawan', 'jgn', 'donlowd', 'klo', 'kecewa', 'mendingan', 'game', 'honor', 'off', 'king']",sekian game ngeleg tempur jgn gituh nonton gw bayar maen ga gratissssss sinyal baik kawan jgn donlowd klo kecewa mending game honor off king
Game nya sudah bagus dari tampilan grafik dan hero nya pun mantap tetapi masalahnya kita selalu di kasih tim gak seimbang semisal tim kita coklat sedangkan tim musuh kuning cerah kan gak adil jadi tolong untuk pembagian tim tolong di perbaiki lagi jangan asal asal milih tim takut kitanya juga males main karena sering kalah🙏🙏,2,Negatif,game nya sudah bagus dari tampilan grafik dan hero nya pun mantap tetapi masalahnya kita selalu di kasih tim gak seimbang semisal tim kita coklat sedangkan tim musuh kuning cerah kan gak adil jadi tolong untuk pembagian tim tolong di perbaiki lagi jangan asal asal milih tim takut kitanya juga males main karena sering kalah,game nya bagus tampilan grafik hero nya mantap kasih tim gak seimbang tim coklat tim musuh kuning cerah gak adil tolong pembagian tim tolong perbaiki milih tim takut kitanya males main kalah,"['game', 'nya', 'bagus', 'tampilan', 'grafik', 'hero', 'nya', 'mantap', 'kasih', 'tim', 'gak', 'seimbang', 'tim', 'coklat', 'tim', 'musuh', 'kuning', 'cerah', 'gak', 'adil', 'tolong', 'pembagian', 'tim', 'tolong', 'perbaiki', 'milih', 'tim', 'takut', 'kitanya', 'males', 'main', 'kalah']",game nya bagus tampil grafik hero nya mantap kasih tim gak imbang tim coklat tim musuh kuning cerah gak adil tolong bagi tim tolong baik milih tim takut kita males main kalah
"Game nya menyenangkan cuma yang belum kecanduan jangan deh, bisa emosi sendiri sama pihak montoon dari pusatnya banyak settingan , masa kuota masih banyak jaringan sangat bagus .. ketika bermain teman tidak ada masalah ,tapi akun saya kalo posisi lagi mau menang tiba tiba jaringan buruk lag sampai ga bisa jalan. Itulah settingan moonton yang gak adil. Kita gak bisa cepat naik bintang kalo dari moonton sendiri tak ngijinin atau bikin kita hoki.. begitulah kenyataannya",1,Negatif,game nya menyenangkan cuma yang belum kecanduan jangan deh bisa emosi sendiri sama pihak montoon dari pusatnya banyak settingan  masa kuota masih banyak jaringan sangat bagus  ketika bermain teman tidak ada masalah tapi akun saya kalo posisi lagi mau menang tiba tiba jaringan buruk lag sampai ga bisa jalan itulah settingan moonton yang gak adil kita gak bisa cepat naik bintang kalo dari moonton sendiri tak ngijinin atau bikin kita hoki begitulah kenyataannya,game nya menyenangkan kecanduan deh emosi montoon pusatnya settingan kuota jaringan bagus bermain teman akun kalo posisi menang jaringan buruk lag ga jalan settingan moonton gak adil gak cepat bintang kalo moonton ngijinin bikin hoki kenyataannya,"['game', 'nya', 'menyenangkan', 'kecanduan', 'deh', 'emosi', 'montoon', 'pusatnya', 'settingan', 'kuota', 'jaringan', 'bagus', 'bermain', 'teman', 'akun', 'kalo', 'posisi', 'menang', 'jaringan', 'buruk', 'lag', 'ga', 'jalan', 'settingan', 'moonton', 'gak', 'adil', 'gak', 'cepat', 'bintang', 'kalo', 'moonton', 'ngijinin', 'bikin', 'hoki', 'kenyataannya']",game nya senang candu deh emosi montoon pusat settingan kuota jaring bagus main teman akun kalo posisi menang jaring buruk lag ga jalan settingan moonton gak adil gak cepat bintang kalo moonton ngijinin bikin hoki nyata
Mobile legends untuk pengembang kalau nggak becus mengelola aplikasi. Mending hapus aja ni permainan dari Play games. Bikin sakit hati.. Setiap mau fight. Jaringan hilang. Setelah mati hero kita mati. Game nya kembali lancar.. Pengembang nggak becus.,1,Negatif,mobile legends untuk pengembang kalau nggak becus mengelola aplikasi mending hapus aja ni permainan dari play games bikin sakit hati setiap mau fight jaringan hilang setelah mati hero kita mati game nya kembali lancar pengembang nggak becus,mobile legends pengembang nggak becus mengelola aplikasi mending hapus aja ni permainan play games bikin sakit hati fight jaringan hilang mati hero mati game nya lancar pengembang nggak becus,"['mobile', 'legends', 'pengembang', 'nggak', 'becus', 'mengelola', 'aplikasi', 'mending', 'hapus', 'aja', 'ni', 'permainan', 'play', 'games', 'bikin', 'sakit', 'hati', 'fight', 'jaringan', 'hilang', 'mati', 'hero', 'mati', 'game', 'nya', 'lancar', 'pengembang', 'nggak', 'becus']",mobile legends kembang nggak becus kelola aplikasi mending hapus aja ni main play games bikin sakit hati fight jaring hilang mati hero mati game nya lancar kembang nggak becus
"game sampah setiap main di kasih tim drak system terus cape gua main, gk adil banget beda sama free fire mainnya bisa ngendok lah ini game moba gk ngotak, ngasih musuh yang wajar lah, kalo ngasih musuh. kalo mau winstreak mustahil ngesolo harus partiyan terus, apalagi kalo udah ngestag di renk epik bikin sakit kepala gk adil ngasih musuh,",1,Negatif,game sampah setiap main di kasih tim drak system terus cape gua main gk adil banget beda sama free fire mainnya bisa ngendok lah ini game moba gk ngotak ngasih musuh yang wajar lah kalo ngasih musuh kalo mau winstreak mustahil ngesolo harus partiyan terus apalagi kalo udah ngestag di renk epik bikin sakit kepala gk adil ngasih musuh,game sampah main kasih tim drak system cape gua main gk adil banget beda free fire mainnya ngendok game moba gk ngotak ngasih musuh wajar kalo ngasih musuh kalo winstreak mustahil ngesolo partiyan kalo udah ngestag renk epik bikin sakit kepala gk adil ngasih musuh,"['game', 'sampah', 'main', 'kasih', 'tim', 'drak', 'system', 'cape', 'gua', 'main', 'gk', 'adil', 'banget', 'beda', 'free', 'fire', 'mainnya', 'ngendok', 'game', 'moba', 'gk', 'ngotak', 'ngasih', 'musuh', 'wajar', 'kalo', 'ngasih', 'musuh', 'kalo', 'winstreak', 'mustahil', 'ngesolo', 'partiyan', 'kalo', 'udah', 'ngestag', 'renk', 'epik', 'bikin', 'sakit', 'kepala', 'gk', 'adil', 'ngasih', 'musuh']",game sampah main kasih tim drak system cape gua main gk adil banget beda free fire main ngendok game moba gk ngotak ngasih musuh wajar kalo ngasih musuh kalo winstreak mustahil ngesolo partiyan kalo udah ngestag renk epik bikin sakit kepala gk adil ngasih musuh
"masa gue donlot data ga bisa jalan jalan sih, beebrapa hari lagi udah bisa, minggu depan donlot data ulang, masalahnya apa sih?padahal gue juga mau kali dapet skin gratis jadi bosen main. Game terburuk yg pernah gue mainin",1,Negatif,masa gue donlot data ga bisa jalan jalan sih beebrapa hari lagi udah bisa minggu depan donlot data ulang masalahnya apa sihpadahal gue juga mau kali dapet skin gratis jadi bosen main game terburuk yg pernah gue mainin,gue donlot data ga jalan jalan sih beebrapa udah minggu donlot data ulang sihpadahal gue kali dapet skin gratis bosen main game terburuk yg gue mainin,"['gue', 'donlot', 'data', 'ga', 'jalan', 'jalan', 'sih', 'beebrapa', 'udah', 'minggu', 'donlot', 'data', 'ulang', 'sihpadahal', 'gue', 'kali', 'dapet', 'skin', 'gratis', 'bosen', 'main', 'game', 'terburuk', 'yg', 'gue', 'mainin']",gue donlot data ga jalan jalan sih beebrapa udah minggu donlot data ulang sihpadahal gue kali dapet skin gratis bosen main game buruk yg gue mainin
"Matchmakingnya tolong diperbaiki. Perbedaan rank yang tidak seimbang. Dan masalah jaringan ngelag terus saat team fight, aneh update bukannya tambah bagus malah jelek. Gk ada perubahan, parahhhh",1,Negatif,matchmakingnya tolong diperbaiki perbedaan rank yang tidak seimbang dan masalah jaringan ngelag terus saat team fight aneh update bukannya tambah bagus malah jelek gk ada perubahan parahhhh,matchmakingnya tolong diperbaiki perbedaan rank seimbang jaringan ngelag team fight aneh update bagus jelek gk perubahan parahhhh,"['matchmakingnya', 'tolong', 'diperbaiki', 'perbedaan', 'rank', 'seimbang', 'jaringan', 'ngelag', 'team', 'fight', 'aneh', 'update', 'bagus', 'jelek', 'gk', 'perubahan', 'parahhhh']",matchmakingnya tolong baik beda rank imbang jaring ngelag team fight aneh update bagus jelek gk ubah parahhhh
"Saya sebagai solo player ingin mencapai rank tertinggi di MLBB tapi selalu gagal karena reset Season, Saya mohon untuk perpanjang durasi Season nya ,(hanya saran untuk update ke depannya). Terima kasih",5,Positif,saya sebagai solo player ingin mencapai rank tertinggi di mlbb tapi selalu gagal karena reset season saya mohon untuk perpanjang durasi season nya hanya saran untuk update ke depannya terima kasih,solo player mencapai rank tertinggi mlbb gagal reset season mohon perpanjang durasi season nya saran update depannya terima kasih,"['solo', 'player', 'mencapai', 'rank', 'tertinggi', 'mlbb', 'gagal', 'reset', 'season', 'mohon', 'perpanjang', 'durasi', 'season', 'nya', 'saran', 'update', 'depannya', 'terima', 'kasih']",solo player capai rank tinggi mlbb gagal reset season mohon panjang durasi season nya saran update depan terima kasih
Pihak moonton yang paling paling paling terhormat mohon di PERBAIKI SERVERNYA!!!! kami sangat tersiksa sekali kalau begini terus permainan ini kayak sampah cuma buang buang kuota saja Jadi MOHON DIPERBAIKI SERVERNY!!!! kami sangat mengharapkan respon dari MOONTON!!!!!!!,5,Positif,pihak moonton yang paling paling paling terhormat mohon di perbaiki servernya kami sangat tersiksa sekali kalau begini terus permainan ini kayak sampah cuma buang buang kuota saja jadi mohon diperbaiki serverny kami sangat mengharapkan respon dari moonton,moonton terhormat mohon perbaiki servernya tersiksa permainan kayak sampah buang buang kuota mohon diperbaiki serverny mengharapkan respon moonton,"['moonton', 'terhormat', 'mohon', 'perbaiki', 'servernya', 'tersiksa', 'permainan', 'kayak', 'sampah', 'buang', 'buang', 'kuota', 'mohon', 'diperbaiki', 'serverny', 'mengharapkan', 'respon', 'moonton']",moonton hormat mohon baik servernya siksa main kayak sampah buang buang kuota mohon baik serverny harap respon moonton
