content,score,Label,textToken,textLemma,textSWR,textStemm,textStemmSTR,umap_1,umap_2,Cluster_KMeans,Cluster_H_Average
woi pubg udah lah frame padahal game lain lancar aja terus pas top up pakai pulsa pembayaran di tolak tapi pulsa potong tidak ganti rugi kah,1,Negatif,"['woi', 'pubg', 'udah', 'lah', 'frame', 'padahal', 'game', 'lain', 'lancar', 'aja', 'terus', 'pas', 'top', 'up', 'pakai', 'pulsa', 'pembayaran', 'di', 'tolak', 'tapi', 'pulsa', 'potong', 'tidak', 'ganti', 'rugi', 'kah']","['woi', 'pubg', 'udah', 'lah', 'frame', 'padahal', 'game', 'lain', 'lancar', 'aja', 'terus', 'pas', 'top', 'up', 'pakai', 'pulsa', 'bayar', 'di', 'tolak', 'tapi', 'pulsa', 'potong', 'tidak', 'ganti', 'rugi', 'kah']","['woi', 'pubg', 'udah', 'frame', 'game', 'lancar', 'aja', 'pas', 'top', 'up', 'pakai', 'pulsa', 'bayar', 'tolak', 'pulsa', 'potong', 'ganti', 'rugi']","['woi', 'pubg', 'frame', 'lancar', 'top', 'pakai', 'pulsa', 'bayar', 'tolak', 'pulsa', 'potong', 'ganti', 'rugi']",woi pubg frame lancar top pakai pulsa bayar tolak pulsa potong ganti rugi,2.476093292236328,17.444530487060547,5,0
lagi main game bug kendala tidak bisa stabil permainannya sering error macet gerakan macet si komo lewat payah kurang menyenangkan game tidak konsisten lagi ber tempur macet bug error payah banyak kasih bintang sama kendor game bug berat,1,Negatif,"['lagi', 'main', 'game', 'bug', 'kendala', 'tidak', 'bisa', 'stabil', 'permainannya', 'sering', 'error', 'macet', 'gerakan', 'macet', 'si', 'komo', 'lewat', 'payah', 'kurang', 'menyenangkan', 'game', 'tidak', 'konsisten', 'lagi', 'ber', 'tempur', 'macet', 'bug', 'error', 'payah', 'banyak', 'kasih', 'bintang', 'sama', 'kendor', 'game', 'bug', 'berat']","['lagi', 'main', 'game', 'bug', 'kendala', 'tidak', 'bisa', 'stabil', 'main', 'sering', 'error', 'macet', 'gerak', 'macet', 'si', 'komo', 'lewat', 'payah', 'kurang', 'senang', 'game', 'tidak', 'konsisten', 'lagi', 'ber', 'tempur', 'macet', 'bug', 'error', 'payah', 'banyak', 'kasih', 'bintang', 'sama', 'kendor', 'game', 'bug', 'berat']","['main', 'game', 'bug', 'kendala', 'stabil', 'main', 'error', 'macet', 'gerak', 'macet', 'si', 'komo', 'payah', 'senang', 'game', 'konsisten', 'ber', 'tempur', 'macet', 'bug', 'error', 'payah', 'kasih', 'bintang', 'kendor', 'game', 'bug', 'berat']","['bug', 'kendala', 'stabil', 'error', 'macet', 'gerak', 'macet', 'si', 'komo', 'payah', 'senang', 'konsisten', 'ber', 'tempur', 'macet', 'bug', 'error', 'payah', 'bintang', 'kendor', 'bug', 'berat']",bug kendala stabil error macet gerak macet si komo payah senang konsisten ber tempur macet bug error payah bintang kendor bug berat,4.676758766174316,14.262210845947266,2,0
rumah terlalu buram tak bisa masuk cuma player orang yang bisa masuk berbagi bagi yang nonhd,1,Negatif,"['rumah', 'terlalu', 'buram', 'tak', 'bisa', 'masuk', 'cuma', 'player', 'orang', 'yang', 'bisa', 'masuk', 'berbagi', 'bagi', 'yang', 'nonhd']","['rumah', 'terlalu', 'buram', 'tak', 'bisa', 'masuk', 'cuma', 'player', 'orang', 'yang', 'bisa', 'masuk', 'bagi', 'bagi', 'yang', 'nonhd']","['rumah', 'buram', 'masuk', 'player', 'orang', 'masuk', 'nonhd']","['rumah', 'buram', 'masuk', 'orang', 'masuk', 'nonhd']",rumah buram masuk orang masuk nonhd,3.03806209564209,14.51303768157959,4,0
game semakin update semakin aneh pesawat tempur yang di pakai menembak musuh kenapa tembakan mengenai body pesawat kita sendiri tidak logis kadang tombol untuk menembak tidak berfungsi,1,Negatif,"['game', 'semakin', 'update', 'semakin', 'aneh', 'pesawat', 'tempur', 'yang', 'di', 'pakai', 'menembak', 'musuh', 'kenapa', 'tembakan', 'mengenai', 'body', 'pesawat', 'kita', 'sendiri', 'tidak', 'logis', 'kadang', 'tombol', 'untuk', 'menembak', 'tidak', 'berfungsi']","['game', 'semakin', 'update', 'semakin', 'aneh', 'pesawat', 'tempur', 'yang', 'di', 'pakai', 'tembak', 'musuh', 'kenapa', 'tembak', 'mengenai', 'body', 'pesawat', 'kita', 'sendiri', 'tidak', 'logis', 'kadang', 'tombol', 'untuk', 'tembak', 'tidak', 'fungsi']","['game', 'update', 'aneh', 'pesawat', 'tempur', 'pakai', 'tembak', 'musuh', 'tembak', 'body', 'pesawat', 'logis', 'kadang', 'tombol', 'tembak', 'fungsi']","['aneh', 'pesawat', 'tempur', 'pakai', 'tembak', 'musuh', 'tembak', 'body', 'pesawat', 'logis', 'kadang', 'tombol', 'tembak', 'fungsi']",aneh pesawat tempur pakai tembak musuh tembak body pesawat logis kadang tombol tembak fungsi,4.719022750854492,18.76386833190918,5,4
main udah lama mau event nya gimana juga tetap main tapi yang event drakula serigala ini tolol banget dah sumpah tidak seru parah jadi males main lagi setelah event ini,1,Negatif,"['main', 'udah', 'lama', 'mau', 'event', 'nya', 'gimana', 'juga', 'tetap', 'main', 'tapi', 'yang', 'event', 'drakula', 'serigala', 'ini', 'tolol', 'banget', 'dah', 'sumpah', 'tidak', 'seru', 'parah', 'jadi', 'males', 'main', 'lagi', 'setelah', 'event', 'ini']","['main', 'udah', 'lama', 'mau', 'event', 'nya', 'gimana', 'juga', 'tetap', 'main', 'tapi', 'yang', 'event', 'drakula', 'serigala', 'ini', 'tolol', 'banget', 'dah', 'sumpah', 'tidak', 'seru', 'parah', 'jadi', 'males', 'main', 'lagi', 'setelah', 'event', 'ini']","['main', 'udah', 'event', 'nya', 'gimana', 'main', 'event', 'drakula', 'serigala', 'tolol', 'banget', 'dah', 'sumpah', 'seru', 'parah', 'males', 'main', 'event']","['gimana', 'drakula', 'serigala', 'tolol', 'dah', 'sumpah', 'seru', 'parah', 'males']",gimana drakula serigala tolol dah sumpah seru parah males,3.5023927688598633,18.443805694580078,5,0
game terlalu berat tolong di perbaiki agar tidak berat parah tidak ada gambar tidak bisa bergerak sangkut,1,Negatif,"['game', 'terlalu', 'berat', 'tolong', 'di', 'perbaiki', 'agar', 'tidak', 'berat', 'parah', 'tidak', 'ada', 'gambar', 'tidak', 'bisa', 'bergerak', 'sangkut']","['game', 'terlalu', 'berat', 'tolong', 'di', 'perbaiki', 'agar', 'tidak', 'berat', 'parah', 'tidak', 'ada', 'gambar', 'tidak', 'bisa', 'gerak', 'sangkut']","['game', 'berat', 'perbaiki', 'berat', 'parah', 'gambar', 'gerak', 'sangkut']","['berat', 'berat', 'parah', 'gambar', 'gerak', 'sangkut']",berat berat parah gambar gerak sangkut,5.067731857299805,16.68853759765625,0,0
memori tambah besar main kadang lag tidak pernah hoki dapat skin senjata dan banyak bot sekarang pensi lah capek,2,Negatif,"['memori', 'tambah', 'besar', 'main', 'kadang', 'lag', 'tidak', 'pernah', 'hoki', 'dapat', 'skin', 'senjata', 'dan', 'banyak', 'bot', 'sekarang', 'pensi', 'lah', 'capek']","['memori', 'tambah', 'besar', 'main', 'kadang', 'lag', 'tidak', 'pernah', 'hoki', 'dapat', 'skin', 'senjata', 'dan', 'banyak', 'bot', 'sekarang', 'pensi', 'lah', 'capek']","['memori', 'main', 'kadang', 'lag', 'hoki', 'skin', 'senjata', 'bot', 'pensi', 'capek']","['memori', 'kadang', 'lag', 'hoki', 'skin', 'senjata', 'bot', 'pensi', 'capek']",memori kadang lag hoki skin senjata bot pensi capek,3.2604660987854004,18.244476318359375,5,0
ini mau di perbaiki apa mau di rusak masa banyak bug tidak di perbaiki penting jual skin dan banyak event yang tidak jelas masa ya pas di pertengahan match bug parah karakter tidak bisa gerak di lobi game freeze lah ambil senjata delay detik jaringan ke servernya juga berat dan masih banyak lagi bug bug yang sangat ganggu permainan jadi bikin tidak aman main ini game ya kalau tidak cepet di perbaiki itu bug siap siap aja banyak di tinggal para player,1,Negatif,"['ini', 'mau', 'di', 'perbaiki', 'apa', 'mau', 'di', 'rusak', 'masa', 'banyak', 'bug', 'tidak', 'di', 'perbaiki', 'penting', 'jual', 'skin', 'dan', 'banyak', 'event', 'yang', 'tidak', 'jelas', 'masa', 'ya', 'pas', 'di', 'pertengahan', 'match', 'bug', 'parah', 'karakter', 'tidak', 'bisa', 'gerak', 'di', 'lobi', 'game', 'freeze', 'lah', 'ambil', 'senjata', 'delay', 'detik', 'jaringan', 'ke', 'servernya', 'juga', 'berat', 'dan', 'masih', 'banyak', 'lagi', 'bug', 'bug', 'yang', 'sangat', 'ganggu', 'permainan', 'jadi', 'bikin', 'tidak', 'aman', 'main', 'ini', 'game', 'ya', 'kalau', 'tidak', 'cepet', 'di', 'perbaiki', 'itu', 'bug', 'siap', 'siap', 'aja', 'banyak', 'di', 'tinggal', 'para', 'player']","['ini', 'mau', 'di', 'perbaiki', 'apa', 'mau', 'di', 'rusak', 'masa', 'banyak', 'bug', 'tidak', 'di', 'perbaiki', 'penting', 'jual', 'skin', 'dan', 'banyak', 'event', 'yang', 'tidak', 'jelas', 'masa', 'ya', 'pas', 'di', 'tengah', 'match', 'bug', 'parah', 'karakter', 'tidak', 'bisa', 'gerak', 'di', 'lobi', 'game', 'freeze', 'lah', 'ambil', 'senjata', 'delay', 'detik', 'jaring', 'ke', 'server', 'juga', 'berat', 'dan', 'masih', 'banyak', 'lagi', 'bug', 'bug', 'yang', 'sangat', 'ganggu', 'main', 'jadi', 'bikin', 'tidak', 'aman', 'main', 'ini', 'game', 'ya', 'kalau', 'tidak', 'cepet', 'di', 'perbaiki', 'itu', 'bug', 'siap', 'siap', 'aja', 'banyak', 'di', 'tinggal', 'para', 'player']","['perbaiki', 'rusak', 'bug', 'perbaiki', 'jual', 'skin', 'event', 'pas', 'match', 'bug', 'parah', 'karakter', 'gerak', 'lobi', 'game', 'freeze', 'ambil', 'senjata', 'delay', 'detik', 'jaring', 'server', 'berat', 'bug', 'bug', 'ganggu', 'main', 'bikin', 'aman', 'main', 'game', 'cepet', 'perbaiki', 'bug', 'aja', 'tinggal', 'player']","['rusak', 'bug', 'jual', 'skin', 'bug', 'parah', 'karakter', 'gerak', 'lobi', 'freeze', 'ambil', 'senjata', 'delay', 'detik', 'jaring', 'server', 'berat', 'bug', 'bug', 'ganggu', 'bikin', 'aman', 'cepet', 'bug', 'tinggal']",rusak bug jual skin bug parah karakter gerak lobi freeze ambil senjata delay detik jaring server berat bug bug ganggu bikin aman cepet bug tinggal,4.954641342163086,13.91440200805664,2,0
krafton please no more fix the problems game rusak latensi ni bos tiba mati,1,Negatif,"['krafton', 'please', 'no', 'more', 'fix', 'the', 'problems', 'game', 'rusak', 'latensi', 'ni', 'bos', 'tiba', 'mati']","['krafton', 'please', 'no', 'more', 'fix', 'the', 'problems', 'game', 'rusak', 'latensi', 'ni', 'bos', 'tiba', 'mati']","['krafton', 'please', 'no', 'more', 'fix', 'the', 'problems', 'game', 'rusak', 'latensi', 'ni', 'bos', 'mati']","['krafton', 'please', 'fix', 'problems', 'rusak', 'latensi', 'ni', 'bos', 'mati']",krafton please fix problems rusak latensi ni bos mati,4.360194683074951,17.268526077270508,5,0
jelek banget kasih temen nya bot minimal kalau kasih teman nya yang sesuai dengan kemampuan kita,1,Negatif,"['jelek', 'banget', 'kasih', 'temen', 'nya', 'bot', 'minimal', 'kalau', 'kasih', 'teman', 'nya', 'yang', 'sesuai', 'dengan', 'kemampuan', 'kita']","['jelek', 'banget', 'kasih', 'temen', 'nya', 'bot', 'minimal', 'kalau', 'kasih', 'teman', 'nya', 'yang', 'sesuai', 'dengan', 'mampu', 'kita']","['jelek', 'banget', 'kasih', 'temen', 'nya', 'bot', 'minimal', 'kasih', 'teman', 'nya', 'sesuai']","['jelek', 'temen', 'bot', 'minimal', 'teman', 'sesuai']",jelek temen bot minimal teman sesuai,3.451820135116577,17.85626792907715,5,0
yang punya pubg ini gjmana sih belum selesai permasalahan satu muncul lagi satu bikin pusing saya main di server asia kayak main di server amerika jaringan saya bagus tapi respon game play lama delay detik sudah di lapor dalam game tapi gitu aja ini game aneh banget,1,Negatif,"['yang', 'punya', 'pubg', 'ini', 'gjmana', 'sih', 'belum', 'selesai', 'permasalahan', 'satu', 'muncul', 'lagi', 'satu', 'bikin', 'pusing', 'saya', 'main', 'di', 'server', 'asia', 'kayak', 'main', 'di', 'server', 'amerika', 'jaringan', 'saya', 'bagus', 'tapi', 'respon', 'game', 'play', 'lama', 'delay', 'detik', 'sudah', 'di', 'lapor', 'dalam', 'game', 'tapi', 'gitu', 'aja', 'ini', 'game', 'aneh', 'banget']","['yang', 'punya', 'pubg', 'ini', 'gjmana', 'sih', 'belum', 'selesai', 'masalah', 'satu', 'muncul', 'lagi', 'satu', 'bikin', 'pusing', 'saya', 'main', 'di', 'server', 'asia', 'kayak', 'main', 'di', 'server', 'amerika', 'jaring', 'saya', 'bagus', 'tapi', 'respon', 'game', 'play', 'lama', 'delay', 'detik', 'sudah', 'di', 'lapor', 'dalam', 'game', 'tapi', 'gitu', 'aja', 'ini', 'game', 'aneh', 'banget']","['pubg', 'gjmana', 'sih', 'selesai', 'muncul', 'bikin', 'pusing', 'main', 'server', 'asia', 'kayak', 'main', 'server', 'amerika', 'jaring', 'bagus', 'respon', 'game', 'play', 'delay', 'detik', 'lapor', 'game', 'gitu', 'aja', 'game', 'aneh', 'banget']","['pubg', 'gjmana', 'sih', 'selesai', 'muncul', 'bikin', 'pusing', 'server', 'asia', 'kayak', 'server', 'amerika', 'jaring', 'respon', 'play', 'delay', 'detik', 'lapor', 'gitu', 'aneh']",pubg gjmana sih selesai muncul bikin pusing server asia kayak server amerika jaring respon play delay detik lapor gitu aneh,1.8119584321975708,16.01601219177246,4,0
