content,score,Label,textToken,textLemma,textSWR,textStemm,textStemmSTR,umap_1,umap_2,Cluster_KMeans,Cluster_H_Average
ff sekarang tidak seru player toxic bug tidak pernah di benar musuh bisa nembak tembus arah croshair itu tidak bisa autoaim karakter barunya tidak otak glowall sering tidak pencet padahal di pencet kali musuh sama tim sendiri bedah jauh senjatanya tambah aneh,1,Negatif,"['ff', 'sekarang', 'tidak', 'seru', 'player', 'toxic', 'bug', 'tidak', 'pernah', 'di', 'benar', 'musuh', 'bisa', 'nembak', 'tembus', 'arah', 'croshair', 'itu', 'tidak', 'bisa', 'autoaim', 'karakter', 'barunya', 'tidak', 'otak', 'glowall', 'sering', 'tidak', 'pencet', 'padahal', 'di', 'pencet', 'kali', 'musuh', 'sama', 'tim', 'sendiri', 'bedah', 'jauh', 'senjatanya', 'tambah', 'aneh']","['ff', 'sekarang', 'tidak', 'seru', 'player', 'toxic', 'bug', 'tidak', 'pernah', 'di', 'benar', 'musuh', 'bisa', 'nembak', 'tembus', 'arah', 'croshair', 'itu', 'tidak', 'bisa', 'autoaim', 'karakter', 'baru', 'tidak', 'otak', 'glowall', 'sering', 'tidak', 'pencet', 'padahal', 'di', 'pencet', 'kali', 'musuh', 'sama', 'tim', 'sendiri', 'bedah', 'jauh', 'senjata', 'tambah', 'aneh']","['ff', 'seru', 'player', 'toxic', 'bug', 'musuh', 'nembak', 'tembus', 'arah', 'croshair', 'autoaim', 'karakter', 'otak', 'glowall', 'pencet', 'pencet', 'kali', 'musuh', 'tim', 'bedah', 'senjata', 'aneh']","['ff', 'seru', 'player', 'toxic', 'bug', 'musuh', 'nembak', 'tembus', 'arah', 'croshair', 'autoaim', 'karakter', 'otak', 'glowall', 'pencet', 'pencet', 'kali', 'musuh', 'tim', 'bedah', 'senjata', 'aneh']",ff seru player toxic bug musuh nembak tembus arah croshair autoaim karakter otak glowall pencet pencet kali musuh tim bedah senjata aneh,5.441978931427002,10.194684982299805,1,0
tidak usah di tanya lagi sudah game jelek tidak ada pintu dulu hp kentang bisa main ff tapi sekarang lag terus jaringannya baik aku pindah ke ml lebih bagus daripada ff jelek bit tidak ada pintu,2,Negatif,"['tidak', 'usah', 'di', 'tanya', 'lagi', 'sudah', 'game', 'jelek', 'tidak', 'ada', 'pintu', 'dulu', 'hp', 'kentang', 'bisa', 'main', 'ff', 'tapi', 'sekarang', 'lag', 'terus', 'jaringannya', 'baik', 'aku', 'pindah', 'ke', 'ml', 'lebih', 'bagus', 'daripada', 'ff', 'jelek', 'bit', 'tidak', 'ada', 'pintu']","['tidak', 'usah', 'di', 'tanya', 'lagi', 'sudah', 'game', 'jelek', 'tidak', 'ada', 'pintu', 'dulu', 'hp', 'kentang', 'bisa', 'main', 'ff', 'tapi', 'sekarang', 'lag', 'terus', 'jaring', 'baik', 'aku', 'pindah', 'ke', 'ml', 'lebih', 'bagus', 'daripada', 'ff', 'jelek', 'bit', 'tidak', 'ada', 'pintu']","['game', 'jelek', 'pintu', 'hp', 'kentang', 'main', 'ff', 'lag', 'jaring', 'pindah', 'ml', 'bagus', 'ff', 'jelek', 'bit', 'pintu']","['jelek', 'pintu', 'hp', 'kentang', 'ff', 'lag', 'jaring', 'pindah', 'ml', 'ff', 'jelek', 'bit', 'pintu']",jelek pintu hp kentang ff lag jaring pindah ml ff jelek bit pintu,7.362720966339111,8.572515487670898,5,0
tolong di perbaiki aplikasi download data secara otomatis saat menggunakan jaringan wifi saya tidak suka itu karena penyimpanan yang hampir habis,1,Negatif,"['tolong', 'di', 'perbaiki', 'aplikasi', 'download', 'data', 'secara', 'otomatis', 'saat', 'menggunakan', 'jaringan', 'wifi', 'saya', 'tidak', 'suka', 'itu', 'karena', 'penyimpanan', 'yang', 'hampir', 'habis']","['tolong', 'di', 'perbaiki', 'aplikasi', 'download', 'data', 'secara', 'otomatis', 'saat', 'guna', 'jaring', 'wifi', 'saya', 'tidak', 'suka', 'itu', 'karena', 'simpan', 'yang', 'hampir', 'habis']","['perbaiki', 'aplikasi', 'download', 'data', 'otomatis', 'jaring', 'wifi', 'suka', 'simpan', 'habis']","['aplikasi', 'download', 'data', 'otomatis', 'jaring', 'wifi', 'suka', 'simpan', 'habis']",aplikasi download data otomatis jaring wifi suka simpan habis,9.779119491577148,11.648306846618652,2,0
game ini sangat susah banget kenapa karena pas baru turun cari looting habis itu pas aku keluar dari rumah yang ada di game aku langsung kenok padahal baru aja keluar dari rumahnya memang game kesal,1,Negatif,"['game', 'ini', 'sangat', 'susah', 'banget', 'kenapa', 'karena', 'pas', 'baru', 'turun', 'cari', 'looting', 'habis', 'itu', 'pas', 'aku', 'keluar', 'dari', 'rumah', 'yang', 'ada', 'di', 'game', 'aku', 'langsung', 'kenok', 'padahal', 'baru', 'aja', 'keluar', 'dari', 'rumahnya', 'memang', 'game', 'kesal']","['game', 'ini', 'sangat', 'susah', 'banget', 'kenapa', 'karena', 'pas', 'baru', 'turun', 'cari', 'looting', 'habis', 'itu', 'pas', 'aku', 'keluar', 'dari', 'rumah', 'yang', 'ada', 'di', 'game', 'aku', 'langsung', 'kenok', 'padahal', 'baru', 'aja', 'keluar', 'dari', 'rumah', 'memang', 'game', 'kesal']","['game', 'susah', 'banget', 'pas', 'turun', 'cari', 'looting', 'habis', 'pas', 'rumah', 'game', 'langsung', 'kenok', 'aja', 'rumah', 'game', 'kesal']","['susah', 'banget', 'pas', 'turun', 'cari', 'looting', 'habis', 'pas', 'rumah', 'langsung', 'kenok', 'rumah', 'kesal']",susah banget pas turun cari looting habis pas rumah langsung kenok rumah kesal,6.227263450622559,11.80202865600586,2,1
jangan di download ini permainan curang masa main cs rank menang habis itu kalah jadinya menang kalah menang kalah mulu jadi aku nggak mau main cs rank seumur hidup karena ini ada curang yaitu saya pertama bermain di kasih tim jago jago jadi menang tambah tuh rank itu lah terus main lagi di kasih tim beban terus kalah terus menang bukannya di acak pemainnya ini malah jadi nggak tambah tambah rank jadi naik turun naik turun ya gitu gitu aja nggak jelas jadi aku main training terus,1,Negatif,"['jangan', 'di', 'download', 'ini', 'permainan', 'curang', 'masa', 'main', 'cs', 'rank', 'menang', 'habis', 'itu', 'kalah', 'jadinya', 'menang', 'kalah', 'menang', 'kalah', 'mulu', 'jadi', 'aku', 'nggak', 'mau', 'main', 'cs', 'rank', 'seumur', 'hidup', 'karena', 'ini', 'ada', 'curang', 'yaitu', 'saya', 'pertama', 'bermain', 'di', 'kasih', 'tim', 'jago', 'jago', 'jadi', 'menang', 'tambah', 'tuh', 'rank', 'itu', 'lah', 'terus', 'main', 'lagi', 'di', 'kasih', 'tim', 'beban', 'terus', 'kalah', 'terus', 'menang', 'bukannya', 'di', 'acak', 'pemainnya', 'ini', 'malah', 'jadi', 'nggak', 'tambah', 'tambah', 'rank', 'jadi', 'naik', 'turun', 'naik', 'turun', 'ya', 'gitu', 'gitu', 'aja', 'nggak', 'jelas', 'jadi', 'aku', 'main', 'training', 'terus']","['jangan', 'di', 'download', 'ini', 'main', 'curang', 'masa', 'main', 'cs', 'rank', 'menang', 'habis', 'itu', 'kalah', 'jadinya', 'menang', 'kalah', 'menang', 'kalah', 'mulu', 'jadi', 'aku', 'nggak', 'mau', 'main', 'cs', 'rank', 'umur', 'hidup', 'karena', 'ini', 'ada', 'curang', 'yaitu', 'saya', 'pertama', 'main', 'di', 'kasih', 'tim', 'jago', 'jago', 'jadi', 'menang', 'tambah', 'tuh', 'rank', 'itu', 'lah', 'terus', 'main', 'lagi', 'di', 'kasih', 'tim', 'beban', 'terus', 'kalah', 'terus', 'menang', 'bukannya', 'di', 'acak', 'main', 'ini', 'malah', 'jadi', 'nggak', 'tambah', 'tambah', 'rank', 'jadi', 'naik', 'turun', 'naik', 'turun', 'ya', 'gitu', 'gitu', 'aja', 'nggak', 'jelas', 'jadi', 'aku', 'main', 'training', 'terus']","['download', 'main', 'curang', 'main', 'cs', 'rank', 'menang', 'habis', 'kalah', 'menang', 'kalah', 'menang', 'kalah', 'mulu', 'main', 'cs', 'rank', 'umur', 'hidup', 'curang', 'main', 'kasih', 'tim', 'jago', 'jago', 'menang', 'tuh', 'rank', 'main', 'kasih', 'tim', 'beban', 'kalah', 'menang', 'acak', 'main', 'rank', 'turun', 'turun', 'gitu', 'gitu', 'aja', 'main', 'training']","['download', 'curang', 'cs', 'rank', 'menang', 'habis', 'kalah', 'menang', 'kalah', 'menang', 'kalah', 'mulu', 'cs', 'rank', 'umur', 'hidup', 'curang', 'tim', 'jago', 'jago', 'menang', 'tuh', 'rank', 'tim', 'beban', 'kalah', 'menang', 'acak', 'rank', 'turun', 'turun', 'gitu', 'gitu', 'training']",download curang cs rank menang habis kalah menang kalah menang kalah mulu cs rank umur hidup curang tim jago jago menang tuh rank tim beban kalah menang acak rank turun turun gitu gitu training,5.777378082275391,10.76318359375,1,1
saya tidak puas dengan game update yang sekarang match selalu kasih saya tim yang bot giliran musuh tim jago sg mamba aku juga mamba tapi tidak damage sg saya pencet glowal juga tidak keluar game rusak doang elit bug sulit,1,Negatif,"['saya', 'tidak', 'puas', 'dengan', 'game', 'update', 'yang', 'sekarang', 'match', 'selalu', 'kasih', 'saya', 'tim', 'yang', 'bot', 'giliran', 'musuh', 'tim', 'jago', 'sg', 'mamba', 'aku', 'juga', 'mamba', 'tapi', 'tidak', 'damage', 'sg', 'saya', 'pencet', 'glowal', 'juga', 'tidak', 'keluar', 'game', 'rusak', 'doang', 'elit', 'bug', 'sulit']","['saya', 'tidak', 'puas', 'dengan', 'game', 'update', 'yang', 'sekarang', 'match', 'selalu', 'kasih', 'saya', 'tim', 'yang', 'bot', 'gilir', 'musuh', 'tim', 'jago', 'sg', 'mamba', 'aku', 'juga', 'mamba', 'tapi', 'tidak', 'damage', 'sg', 'saya', 'pencet', 'glowal', 'juga', 'tidak', 'keluar', 'game', 'rusak', 'doang', 'elit', 'bug', 'sulit']","['puas', 'game', 'update', 'match', 'kasih', 'tim', 'bot', 'gilir', 'musuh', 'tim', 'jago', 'sg', 'mamba', 'mamba', 'damage', 'sg', 'pencet', 'glowal', 'game', 'rusak', 'doang', 'elit', 'bug', 'sulit']","['puas', 'match', 'tim', 'bot', 'gilir', 'musuh', 'tim', 'jago', 'sg', 'mamba', 'mamba', 'damage', 'sg', 'pencet', 'glowal', 'rusak', 'doang', 'elit', 'bug', 'sulit']",puas match tim bot gilir musuh tim jago sg mamba mamba damage sg pencet glowal rusak doang elit bug sulit,5.821472644805908,10.355329513549805,1,1
min tambahkan setting resolusi per bit layar yang bisa buram atau pecah pecah ke set halus jadi yang hp yang kentang bisa di setting dan lancar mainnya karena kerja hp kentang kalau pun setting grafik low masih berat dan di set low masih resolusi itu maksimal jadi panas lalu frame jadi fps itu drop,1,Negatif,"['min', 'tambahkan', 'setting', 'resolusi', 'per', 'bit', 'layar', 'yang', 'bisa', 'buram', 'atau', 'pecah', 'pecah', 'ke', 'set', 'halus', 'jadi', 'yang', 'hp', 'yang', 'kentang', 'bisa', 'di', 'setting', 'dan', 'lancar', 'mainnya', 'karena', 'kerja', 'hp', 'kentang', 'kalau', 'pun', 'setting', 'grafik', 'low', 'masih', 'berat', 'dan', 'di', 'set', 'low', 'masih', 'resolusi', 'itu', 'maksimal', 'jadi', 'panas', 'lalu', 'frame', 'jadi', 'fps', 'itu', 'drop']","['min', 'tambah', 'setting', 'resolusi', 'per', 'bit', 'layar', 'yang', 'bisa', 'buram', 'atau', 'pecah', 'pecah', 'ke', 'set', 'halus', 'jadi', 'yang', 'hp', 'yang', 'kentang', 'bisa', 'di', 'setting', 'dan', 'lancar', 'main', 'karena', 'kerja', 'hp', 'kentang', 'kalau', 'pun', 'setting', 'grafik', 'low', 'masih', 'berat', 'dan', 'di', 'set', 'low', 'masih', 'resolusi', 'itu', 'maksimal', 'jadi', 'panas', 'lalu', 'frame', 'jadi', 'fps', 'itu', 'drop']","['min', 'setting', 'resolusi', 'bit', 'layar', 'buram', 'pecah', 'pecah', 'set', 'halus', 'hp', 'kentang', 'setting', 'lancar', 'main', 'kerja', 'hp', 'kentang', 'setting', 'grafik', 'low', 'berat', 'set', 'low', 'resolusi', 'maksimal', 'panas', 'frame', 'fps', 'drop']","['min', 'setting', 'resolusi', 'bit', 'layar', 'buram', 'pecah', 'pecah', 'set', 'halus', 'hp', 'kentang', 'setting', 'kerja', 'hp', 'kentang', 'setting', 'grafik', 'low', 'berat', 'set', 'low', 'resolusi', 'maksimal', 'panas', 'frame', 'fps', 'drop']",min setting resolusi bit layar buram pecah pecah set halus hp kentang setting kerja hp kentang setting grafik low berat set low resolusi maksimal panas frame fps drop,8.011191368103027,10.527168273925781,5,0
saya ada keluhan kenapa pas sudah tertutup dinding masih kena damage tolong perbaiki lagi karena kami sebagai player sangat tidak nyaman,2,Negatif,"['saya', 'ada', 'keluhan', 'kenapa', 'pas', 'sudah', 'tertutup', 'dinding', 'masih', 'kena', 'damage', 'tolong', 'perbaiki', 'lagi', 'karena', 'kami', 'sebagai', 'player', 'sangat', 'tidak', 'nyaman']","['saya', 'ada', 'keluh', 'kenapa', 'pas', 'sudah', 'tutup', 'dinding', 'masih', 'kena', 'damage', 'tolong', 'perbaiki', 'lagi', 'karena', 'kami', 'sebagai', 'player', 'sangat', 'tidak', 'nyaman']","['keluh', 'pas', 'tutup', 'dinding', 'kena', 'damage', 'perbaiki', 'player', 'nyaman']","['keluh', 'pas', 'tutup', 'dinding', 'kena', 'damage', 'player', 'nyaman']",keluh pas tutup dinding kena damage player nyaman,7.884359359741211,9.988975524902344,4,1
game masih banyak cheater bisa next update tingkat lagi keamanan itu doang jangan cuma fitur sama event aman sistem juga,1,Negatif,"['game', 'masih', 'banyak', 'cheater', 'bisa', 'next', 'update', 'tingkat', 'lagi', 'keamanan', 'itu', 'doang', 'jangan', 'cuma', 'fitur', 'sama', 'event', 'aman', 'sistem', 'juga']","['game', 'masih', 'banyak', 'cheater', 'bisa', 'next', 'update', 'tingkat', 'lagi', 'aman', 'itu', 'doang', 'jangan', 'cuma', 'fitur', 'sama', 'event', 'aman', 'sistem', 'juga']","['game', 'cheater', 'next', 'update', 'tingkat', 'aman', 'doang', 'fitur', 'event', 'aman', 'sistem']","['cheater', 'next', 'tingkat', 'aman', 'doang', 'fitur', 'event', 'aman', 'sistem']",cheater next tingkat aman doang fitur event aman sistem,7.849218845367432,10.024553298950195,0,0
sinyal itu yang suka lag tidak karuan sudah pilih provider sinyal yang paling bagus kuota besar sama aja lah jelek makin sini makin sini,1,Negatif,"['sinyal', 'itu', 'yang', 'suka', 'lag', 'tidak', 'karuan', 'sudah', 'pilih', 'provider', 'sinyal', 'yang', 'paling', 'bagus', 'kuota', 'besar', 'sama', 'aja', 'lah', 'jelek', 'makin', 'sini', 'makin', 'sini']","['sinyal', 'itu', 'yang', 'suka', 'lag', 'tidak', 'karuan', 'sudah', 'pilih', 'provider', 'sinyal', 'yang', 'paling', 'bagus', 'kuota', 'besar', 'sama', 'aja', 'lah', 'jelek', 'makin', 'sini', 'makin', 'sini']","['sinyal', 'suka', 'lag', 'karuan', 'pilih', 'provider', 'sinyal', 'bagus', 'kuota', 'aja', 'jelek']","['sinyal', 'suka', 'lag', 'karuan', 'pilih', 'provider', 'sinyal', 'kuota', 'jelek']",sinyal suka lag karuan pilih provider sinyal kuota jelek,8.406512260437012,7.895142555236816,3,0
