content,score,Label
"Woi pubg udah lah ngeframe padahal game lain lancar² aja, trs pas top up pake pulsa pembayaran di tolak tapi pulsa kepotong, gak ganti rugi kah???",1,Negatif
Lagi main game bug kendala tidak bisa setabil permainannya. Sering error. Macet gerakan macet. Si komo lewat. Payah. Kurang menyenangkan. Game tidak konsisten lagi ber tempur macet BUG. Erorr. Payah banyak kasih bintang 2. Sma 3 .kendorr game buggg beratttt.,1,Negatif
"Rumah terlalu buram tak bisa masuk cuman player orang yang bisa masuk, berbagi bagi yang non-HD",1,Negatif
"game semakin update semakin aneh, pesawat tempur yg di pakai menembak musuh kenapa tembakan mengenai body pesawat kita sendiri, gak logis, kadang tombol untuk menembak tdk berfungsi",1,Negatif
"Main udh lama mau event nya gimana juga ttep main, tapi yg event drakula serigala ini tolol bet dah sumpah ga seru parah, jadi males main lagi setelah event ini",1,Negatif
Akhir2 ne kok sering sekali server tidak merespon..? Pdahal kekuatan jaringan dibawah 100.. Knpa bgni ya ?,5,Positif
Game terlalu berat Tolong di perbaiki agar tidak berat....frame parah tidak ada gambar tidak bisa bergerak nyangkut,1,Negatif
Memory tambah besar. Main kadang ngelag2. Tidak pernah hoki dapat skin senjata. Dan banyak bot sekarang.. Pensi lah capek2,2,Negatif
"Ini mau di perbaiki apa mau di rusak, masa banyak bug gak di perbaiki, mentingin jual skin dan dibanyakin event yang gak jelas. masa iya pas di pertengahan match BUG-nya parah, karakter tidak bisa geraklah, di loby game ngefrezz lah, ngambil senjata delay 3 detik-lah, jaringan ke servernya juga berat, dan masih banyak lagi BUG BUG yang sangat menggangu permainan, jadi bikin gak nyaman mainin ini game. Ya kalau tidak cepet di perbaiki itu BUG-nya, siap siap aja banyak di tinggal para player-nya",1,Negatif
Krafton please no more fix the problems. Game rusak Latensi 600 ni Boss!!! Tiba-tiba Mati,1,Negatif
"Emang top lah ini,,,,tapi inget kenangan pas jaman nya on may way kenapa ya pas mau login menggunakan Facebook malah di suruh ke crom",5,Positif
"Ku alihkan dunia ku dari judol ,yg meracuni ku sekarang ku lebih suka main pubG ,selain aman dan nyaman punya banyak teman Mabar dengan riang gembira.sekarang aku come back lanjut terus tingkatkan skilll.",5,Positif
"Jelek bangetttt, kasi temen nya botttt. Minimal klo ngasi teman nya yang sesuai dengan kemampuan kitalahhhh😪",1,Negatif
"Kalo di tembaki cepet matinya , terus mau ngindar ngga bisa. Kurang mantep, kalo di dalam kendaraan juga gampang banget ko id. Ngga bisa buat tameng. terlalu makan ruang memory . males update, nih saya login lagi di tahun 2024 . untuk sesi mencari pertandingan di map suka lama banget. saking ngga ada pemainnya apa gimana...",4,Positif
"Sangat baik, buat hiburan melepas penat habis kerja",5,Positif
"yg punya pubg ini gjmana sih, belum selesai permasalahan satu muncul lagi satu bikin pusing, saya main di server asia kayak main di server amerika, jaringan saya bagus tapi respon game play lama delay 2 detik, sudah di laporin dalam game tapi gitu² aja , ini game aneh² bgt",1,Negatif
"Sorry melenceng kesini sebab tidak bisa kasih ulasan di arena breakout. Gatau kenapa. Untuk developer, barusan banget ya tiba arena breakout saya keluar sendiri ada tulisan waktu login habis maksudnya apa ya? Terus sempet ada tulisan eror juga? Why?, udah cape"" Loting, cape"" Perang tiba"" Begitu, pas bisa kembali waktu mepet akhirnya kehabisan waktu, nyesel aja sih selama main arena breakout baru kali ini, terus kayanya disaya aja temen"" In game no? Why?",1,Negatif
Apalah layar gua sering tiba tiba ngestuck ga jelas bgt ni game,1,Negatif
Ga terasa udh 5 tahun main PUBG gem yang sangat menghibur sekali makasih PUBG selama 5 tahu. Udh menemani ku☺️😊☺️😊,5,Positif
"Sering mati disaat berlangsung nya game,,,padahal kuota internet full 30 GB dan pake wifi jg,,,makin kesini makin buruk PUBG ini,,,tolong diperhatikan !!!",2,Negatif
"Hallo pubg mobile kasih aku lawan yang BOT aja ya. Soalnya hadpone ku kentang. Aku maennya untuk senang"" Aja. Makasih pubg mobile",5,Positif
"kadang ada pemain yg jaringan na kurang bagus, kadang mental keluar aplikasi.. dsaran kan bot jgn dstel keluar stelah 1 mnt.. kasihan pemain yg masuk lg k game selang 1 mnt sudah knock karna bot.. bkin jengkel pemain,, sudah log in ulang ehh.. knock karna bot.. (pemain klo sudah jengkel,, kemungkinan na dua,, keluar game atau ganti game..) tolong dperhatikan sukses selalu..!! 🙂😁👍🏻👍🏻",1,Negatif
Game ini bagus banget grafik nya juga realities,5,Positif
"Ngebug parah njirrrr.... G ada step tiba2 musuh dtng, musuh mati tapi box nya g ada, ahhh parahhhh",1,Negatif
Game sangat bagus dg taktik bermain dan skil penembak Tapi tolong diperingan sedikit setidaknya perang kelas flagship bisa di 60 FPS di grafik smooth dan seimbang agar game play nya terasa lebih adil dan seimbang,5,Positif
"Game jelek ngelek dikit seribu bug yg keluar,kalo bikin game niat dong jangan kolab elit hilangin bug sulit",2,Negatif
"Setelah saya update kok gak bisa masuk lagi kedalam aplikasi nya ! Close terus , padahal setiap hari saya memain kan game ini, mohon kepada pihak PUBG tolong di perbaiki!!!!!! Supaya saya bisa maen lagi",4,Positif
kebanyakan update login fb aja susah muter² mulu game bug,1,Negatif
Permainan sangat bagus dan senang kami main.cuma tolong imbang kan kekuatan.contouh nya.kenapa kami tembak musuh beberapa kali gak apa apa.sedang kan ditembak kami sekali saja udah of.terima kasih.,5,Positif
Pugb sering error. Server tidak merespon. Ada apa ini???,2,Negatif
kemaren gua report cheater yg jelas2 gua ada foto dia make cheat di ultimate royal dan lolos dari security nya. malah gk ngebanned alasannya gk terdeteksi. padahal jelas2 dia ngecheat ESP.,1,Negatif
tolong kembalikan pubg mobile seperti dulu tanpa adanya event yang kebanyakan bug,5,Positif
Game nya ngebug ga bisa login ke dalam gamenya gw mau masuk ga bisa malahan keluar lagi,1,Negatif
"Good castle nya bisa di perdekat lagi , ga cuman di ujung map",5,Positif
"1 bintang aja, masih terasa berat ngasih bintang 5. Tiba-tiba keluar dari pertempuran gak ada angin gak ada hujan langsung di lobby.. Gimana sih game ini!!!",1,Negatif
"PUBG emang Keren tapi,pas lagi main tiba tiba keluar game terus pas liat hasilnya pertandingan nya gak ke rekap.buat apa main kalo masih kek gitu mah.",4,Positif
Kenapa saat saya login tapi malah stag layar di menu saat login malah keluar teks download obb service ini kenapa ya,2,Negatif
"Internal aplikasinya sudah tidak memungkinkan , 6GB sudah mulai ngeleq",1,Negatif
Min tolong buat hp ram 3 buat main game patah patah dan lelet tolong ya .............................. ........................ ............................................................................. >.,5,Positif
👍. Bagus. Enak. Mainnya. Sip lah.pubg.walaupun hp saya banyak lag tapi enak main nya 😍🙏,5,Positif
"skin dikeluarin terus tapi keluhan player tidak kunjung diperbaiki, fitur full replay juga tidak ada, alasannya demi pengalaman bermain player HEY ini game sudah emang dasarnya besar jadi kalau buat alasan itu yang jelas, apanya yang moment sorotan, tidak bisa bedakan momen kah sampai nembak BOT yang dimunculkan tapi momen berhadapan dengan player asli tidak dimunculkan..tolol",1,Negatif
"kok tiba"" gbisa login ke akun min, malah sistem eror mlu. Padahal udh lama main dri zaman covid gk pernah ngalamin gbisa login gitu",4,Positif
"Kenapa mau login pake email kok malah gak bisa, masuk ke captha tapi gak bisa2",1,Negatif
"Saya kecewa dengan pubg mobile karena rekaman hasil pertandingan beberapa ada yang tidak terekam dan itu sangat merugikan padahal ada momen bagus,saya sebagai konten kreator sangat kecewa dengan hal itu, tolong di perbaiki 🙏",1,Negatif
Ini game battle royale terseru di dunia. yang komen buruk ngak usah di dengerin game ini ngak ada bug nya semuanya bagus yang ngebug berarti penyimpanan penuh ini game seru❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,5,Positif
Hapus woyy event2 gak guna bikin berat aja enak dulu waktu di pegang tancent .no event2 gak penting yang gak ada guna nya,1,Negatif
"setelah di Update semakin tidak jelas!! banyak MODE yang tidak jelas, jadi nambah berat RAM HP saya. maaf saya beri B1 karna saya sangat kecewa !!!",5,Positif
Kebanyakan update min..memori udh belasan giga..butuh spek hp yg gmn biar lancar maen nya . 😭,1,Negatif
Kenapa saya baru install masuk setart ngk bisa bg.kok enakan game mobile lagen dari pada pubg taik ngk perlu lagi games ini sampah.,1,Negatif
"Saran buat pubgm,Adain event di map lain juga,dan hilangkan event di map erangel, Jadi setiap season eventnya di ganti-ganti terus, Jagan hanya di erangel,,jujur itu sangat membosankan,,itu saja sih masukan dari saya🫶",5,Positif
Untuk admin pubg bisa ga klo update jangan banyak mb soal HP ku ram 4 jadi Aku main udah lama tapi Aku liat event 3.5 update besaran besaran jadi tolong mb nya jangan terlalu besar ya,5,Positif
"Ada sedikitt kesalahan di map(gtw baru main) di Deket shelter kejebak pagar, gabisa keluar",4,Positif
Semakin tinggi tier semakin bego tim random dan musuh semakin sulit! TIDAK SETARA BOS!!,1,Negatif
"Setelah update saya tidak bisa log in, karena verifikasi menggunakan no tlp yg sudah tidak aktif/ di gunakan.. Bagaimana agar kode verifikasi lewat email?",1,Negatif
Saya ada keluhan soal daftar pakai nomor dan email kenapa kode nya tidak sampai ke notifikasi.. itu saja mohon perbaiki keluhan ini,5,Positif
"Game semakin lama semakin berat di karenakan event skin ga jelas,game perang kok costum nya aneh²,seperti tema kerajaan,buat aja sekalian ini jadi game mobile legend,lama² seperti apa ini game,tolong lah developer buat PUBG M seperti awal season dulu,tidak semua orang juga mampu beli skin yg kalian buat itu... Permainan nya juga, jangan player yg baru naik diamond di buat bertemu dgn player ace/crown,tidak menyenangkan bermain game 2 menit sudah balik loby...",2,Negatif
"tolong animasi guling² atau apapun itu waktu parasut nyentuh tanah dihapus aja, ganggu banget",1,Negatif
"astaga pergerakanya kek robot macet - macet tiap 2 detik.padahal untuk versi sebelum ini, lancar - lancar aja di smooth 60fps.awokawokawok",1,Negatif
"Kok sekarang updatenya sumber tidak dikenal dan minta update terus? Data internet saya awalnya 12GB sekarang jadi 4GB, gara2 minta update terus. Tolong dijelaskan disini, gak usah email. Ditambah koneksinya kayak kutu kasur",1,Negatif
Semakin hari semakin tidak semangat main pugb. Dikarenakan pugb sekarang sekarang musuhnya full BOT dan sepi Player. Dan juga terlalu berat untuk device kelas menengah. Semoga pugb bisa ramai seperti dulu lagi,2,Negatif
"kenapa mau login, tpi selalu gagal saat nyelaraskan puzzle?? (operation to often) sudah 1 hari di tunggu masih aja begitu",1,Negatif
Sebenarnya gameplay sudah bagus karna saya sudah ganti device jadi lumayan lancar walaupun smoth ultra aku harap Tencent untuk yg helio g99 kalau bisa buka smoth extream,5,Positif
"maen mental mulu,padahal jaringan ga gapapa,game rusak",1,Negatif
"Aku sih yes dg PUBG, berikut dg permasalahannya👍👍... Kalau bisa sih developer auto buka settingan rata kanan untuk gawai yg mendukung, jangan sampai gawainya mubazir speknya😆",5,Positif
"Ngebug astaga, main di event pas berubah dari serigala ke manusia gak bisa gerak Akhirnya mati dibunuh musuh😡",1,Negatif
"Untuk Update yang sekarang malah tambah parah. Tiba tiba ngefreeze pas lagi main padahal performa sama sinyal lancar. Terus kalau mau matching stuck mulu diloading, Capek anjay bolak balik log in dari awal, kalau mau masuk pertempuran lagi selalu gak bisa, bilang nya jaringan tidak stabil... Ngaca oyy, Stabilin dulu tuh game malah nyalahin sinyal orang aja Bagusan Pubg yang dulu ketimbang sekarang Momok lah.. Mending maen Candy Crush",1,Negatif
Bagus dan semoga permainannya tidak sulit atau musuh terlalu kuat,5,Positif
"Game ccat freme Gak Ngotak , Koneksi bagus tiba2 Lag trs gabisa masuk lg permainan Bikin Kda rendah aja nih Parah tancent skrg kecewa parah",1,Negatif
"Makin hari kek game sampah gacha trs di utamain, bug gak pernah di benerin",1,Negatif
"apalah game pay to win ini hp dengan fps rendah seperti 40fps kalah lawan 120fps,gak adil banget padahal skill sama,sampek² gua harus pakai aplikasi ke 3 buat imbangin lawan 120fps tapi hasilnya di ban,terus harus ganti device gitu?kalau ganti device kasihan ortu gimana pun gua masih anak sekolah jangan samain ama orang kerja,apalagi lawan yang pakai ipad gitu susah banget seperti viewnya ama fpsnya kalah jauh,kalau bisa jangan di ban yang pakai aplikasi ke 2 dan ipad viewnya,biar sama rata",1,Negatif
Yailah krafton bug sound kadang hilang dan harus relog dulu baru normal jika tidak di fiks lama kalamaan bakal sepi nih game,1,Negatif
Ngak bisa login fb jaringan lancar tapi ngak bisa login,2,Negatif
"Pas mau main kok keluar sendiri,,, emang gila gamenya",1,Negatif
"Dari dulu mulai ada games pubg mobile sampai sekarang aku tetap setiah dan terus memainkan pubg mobile ini, tapi tolong dong akhir akhir ini aku sering ngeleg, tolong di perbaiki. Terima kasih",5,Positif
Bikin badmood suka stack 65% kalo gak relog gabakalan bisa masuk pertandingan dan jadi minus point rank nya. Tolong perbaiki!!!,1,Negatif
"Keluh kesah yang kita rasakan sekarang ini min.. tolong bug permainan PUBG OKEY di betulin lagi min.. lagi enak2 an Mabar sama temen di rumah, 2x permainan malah for clos apk",4,Positif
Masalah d jaringan aja kadang ga stabil terlalu berat itu aja siah masalah nya,4,Positif
"haduhhh baru maen aja banyak bug nya pas masuk game padahal sinyal lanar tapi stuk,pas mau masuk ke game lagi kagak bisa,tpi tiba tiba hasil karir maen dan rank turun,gj bgt,jadi males trs,kek gitu bukan sekali dua kali kecewa bgt",1,Negatif
"bug gyro nya ngeselin,pdahal sensi uda pas eh malah bug.jadi berat banget pdahal sensi tinggi",1,Negatif
Tolong perbaiki Fitur Otorisasi perangkat masih banyak Bug & Jaringan Tidak stabil,4,Positif
Ap ini game setelah update sering gagal login padahal koneksi lancar main game lain lancar,1,Negatif
woi kenapa sering bug mic dah capek tiap main harus relog mulu,1,Negatif
"Perbaiki lagi tuh sistem ban,sekiranya bermain dengan random yang cheater,jangan diberi sanksi kepada player yang tidak tau bermain dengan cheater,game busuk",1,Negatif
Tolong di perbaiki pubg biar lebih banyak teman² bermain pubg,2,Negatif
Terima kasi tencet sudah mendengar keluh kesah player nya sudah saya kasi bintang 5tolong beri hadiah yang bagus ya,5,Positif
"Ini game kenapa ya, pakek wifi gak biasa kuota juga gak bisa aneh.tolong di perbaiki",1,Negatif
"game rusak , login aja ribett ,, waktu mau ganti akun , ribet amat harus tambahkan akun google terus , kan udah ada di hp. ngapain harus di tambahkan akun google lagi di waktu login.",1,Negatif
"Harapan kami para gamer hp ram 4 agar bisa stabil sinyalnya saat ada musuh, setiap kali mau barbar frem yg sangat parah & tidak bise bergerak.",5,Positif
"Untuk versi ini udah cukup baik,hanya saja kadang tempat penyesuaian tombol, map nya sering pindah sendiri,tolong dunk untuk segera di perhatikan,agar lebih nyaman saat bermain.",5,Positif
"Game tidak bagus banyak ngbug musuh di tembak nggak mati"" terus senjatanya hilang,mobilnya terbang"" nggak jelas mohon di perbaikan",1,Negatif
Kebanyakan bug ngelag taii lah ketemu musuh langsung gak bisa gerak aneh PUBG sekarang.. emang babi emang babi.,1,Negatif
"game ampas. makin di update makin ga jelas ni game, mana musuhnya tiba tiba muncul depan mata tanpa adanya step ataupun tembakan ga jelas banget, makin banyak bug dah ni game, sedih sih liat ni game.",1,Negatif
Kalo boleh kasih saran .. ketika kalah rank berkurang biar seru permainan dan ketika menang rank naik,5,Positif
Udah di otak atik dan tutor di yutub ttp ngga bisa biar layar tetap cerah pasti redup game PUBG doang yg kaya gitu... Bingung saya,1,Negatif
"Gakuat kalo sama Mobile legends,gakuat mainnya,hp ram 4, kalo bisa event nanti kurangin lah, keberatan kalo event besar²an, dan kasih tim yang seimbang, munkin sekarang gw pensi dulu min, comeback lagi kalo hp dah besar yaa...",5,Positif
Capek capek perang cuman gitu gitu aja hadiahnya...lama lama game pubg mobile membosanksn.,2,Negatif
kok sekarang pung lebih ke ngelag yah padahal jaringan gua baik baik aja dalam game nggak pernah ngelag main game lain nggak pernah ngelag tapi pubg kok tiap di dalam loby ngelag terus buka inventaris ngelag liat profil sendiri ngelag tolong min perbaiki min,1,Negatif
"Game aneh, kapan datangnya musuh tiba-tiba musuh ada di belakang, membuat kaget,dan mati konyol,tidak ada suara datangnya, sudah kaya setan aja, perbaiki min,saya setiap malam main selalu seperti ini",2,Negatif
"Bug delay , perasaan udah knock in musuh la ternyata masih diem gak ngapai² in. Udah hapus data hapus apk tetep aja masih ngebag. Emang jancokk",1,Negatif
"Parah, bug dimana-mana. Yang paling ngeselin, baru aja mulai main malah game nya nge-freeze. Parah-parah. Dari developer juga belum ada perbaikan sama sekali, udah minta bantuan CS juga nggak bisa.",1,Negatif
kadang suka bug kalo lg loading keluar sendiri gamenya,4,Positif
"Puas"" tapi suka nge frame kalo ketemu ppro player.. Berharap bisa seimbang TPI apa daya",5,Positif
"Untuk masalah matchmaking harus banget diperbaiki karena kalo mau mulai bisa sampe puluhan menit itu pun belum tentu bisa mulai jadi terpaksa banget main solo, tim sangat diperlukan biar bisa menang, bahkan ada yang sampe 1 jam ga mulai², komunitas pubg mobile rame banget tapi kemungkinan mendapat tim random dari matchmaking sangatlah kecil apalagi 4 orang",2,Negatif
Bagus saya suka tolong musuh nya di permudah lagi saya tier rendah ketemu musuh level tinggi,5,Positif
"Ada bug yg sangat menjengkelkan, tiba-tiba berhenti di tengah-tengah permainan, login juga sangat lama, kadang-kadang bisa dan terkadang tidak bisa. Sangat tidak menyenangkan. PBUG Mobile bukan PUBG Mobile",1,Negatif
"pubg semakin buruk,bug masih banyak,bentar lagi 3.5 sedangkan ini masih banyak bug mending gak usah update kalo bug gak di perbaiki terutama di mobil,kuda,Roger,dan sepeda motor,Roger telat berubahnya waktu untuk menjadi manusia butuh sekitar 3 detik jeda gak jelas 3 detik berubah 3 detik stun gak jelas ngaruh sama permainan bikin main makin gak asik.",4,Positif
"Sekarang banyak bug ya bukannya di fix malah nambah event terusss!!! Bugnya sangat merugikan player yg bermain dari banyak Bug audio tiba tiba suara senjata,step,mobil hilang sendiri entah ke mana terus bug mic dari dulu sampe sekarang ga pernah di fix yaampun PUBG please lahhhh",1,Negatif
"Untuk sekarang sudah lebih baik,tidak ada frame drop di zona akhir, terimakasih developer karena telah memperbaiki gamenya.",5,Positif
"Kembalilan PUBG M seperti dulu yang ada siang,malam,hujan,dsb.. Tidak perlu event untuk update yang tidak perlu membuat Spesifikasi game jadi semkin berat. Kalau menciptakan permainan yang mendekati sempurna lebih baik untuk versi PC.",1,Negatif
"Sebenarnya males main pubg ini karna dulu akun saya ilang kena heck, sama fb nya juga sampai sekarang udah gk bisa kebuka sama Facebook, padahal saya udah abis uang banyak buat beli skin pubg kalo ada kantor nya di jakarta buat ngelapor mungkin lebih bagus,",1,Negatif
"Tencent saya sudah bermain pubgm selama 6 tahun tapi saya kok tidak pernah dapet ""M4 GLACIER"" padahal sudah sering kali spin peti klasik, pliss tencent kasih saya M4 GLACIER PLISSSS🥺🥺🥺",5,Positif
Sialan kenapa saya pas mau dowload data harus menggunakan wifi saya tidak memiliki nya saya cuma menggunakan data,1,Negatif
"Anjing makin aneh goblok mau maen relog maen relog bangsat ... Tiba-tiba keluar asu tenan ga enak maen kek gini uninstall lah ga tanggung"" ... Gw cuma mau ngulas Karna kaga Sudi maen lagi anjing udh update an tolol makin berat mau maen kaga seru langsung auto keluar dari game nya kontol emang pubg sekarang... Beda kalah sama Tencent asik tegang dll pokok nya ... Bukan di perbaiki malah tetep aja update tolol",1,Negatif
"tolong diperbaiki bug loading masuk match-nya, terkadang stuck di 65% pdahal jaringan bagus, harus relog+keluar game dulu untuk masuk ke match lain (Alhasil match yang terkena bug loading masuk terkena peringatan afk+point rank turun) Sekali lagi tolong di perbaiki bug itu karena sangat merugikan pemain lain.",1,Negatif
Pubgm lagi bermasalah kah kok punya gw gak bisa di buka? Udah hapus data tetap gak bisa terpaksa harus uninstall dan download ulang tetep aja gk bisa gimana nih gw pengen main,1,Negatif
"Game paling favorit dari dulu , tapi event 2 nya males maininnya , gak seru , sebenarnya lebih suka pubg yg dulu ketimbang sekarang , tapi karena game kesukaan ya mau gimana , mainin aja , sampai winner winner chicken dinner",5,Positif
Saya masi main pubg kenapa cuman map erangel yg Ada ivennya. Seharusnya yg seru itu semua map Ada ivenya. Mohon di perbaiki. Mapnya bila perlu perbaiki juga sarvernya biar nga ngaru pada hp menenga. Dan perbaiki juga gerakan karakternya biar lebi cepat Dan kilnya . Says rasa itu saja.,2,Negatif
"Ini bagaimana ini, oi krafton ini Cemana ini aku baru download data PUBG mau login pake google play ngga bisa, ini tolong bagaimana solusinya",1,Negatif
"kenapa setiap update aplikasi dan event selalu aja ngabisin banyak ruang memory? mau sebanyak apa kapasitas memory penyimpanan dihandphone gabakal pernah cukup , saya sampe langganan penyimpanan di icloud, demi bisa main PUB G padahal saya user PUB G udah 6 tahun, dan selalu upgrate device biar bisa ngimbangin grafik yang bagus . beberapa terjadi frame saat sedang bertarung peluru . apakah game ini hanya untuk device yang menengah keatas? kalau iya, mungkin Game ini akan ditinggalkan",2,Negatif
tolong ya untuk gem ini saya menghibaow untuk yang lain bagus. cuma sering ngle² aja tolong di perbaiki saya kasih bintang (5),5,Positif
"Min ini pubg ku mulai bug,pas mulai ko stug trus kembali ke loby,pas masuk kepertempuran stug juga. Gimana nih min GK niat jadi nya buat main",1,Negatif
Seru tapi susah mau login semua bisa login ingin main lagi kaya dulu,4,Positif
"sudah normal kembali, menunggu pembaruan versi tersi terbaru",5,Positif
"Tolong stiap mengadakan event lebih kreatif ya untuk event yg sekarang vampir""an gk jelas sangat membosankan. Dan juga sangat berat menyebabkan fps drop, kita sebagai player tidak peduli kok dengan event"" sampah seperti ini yang kita pentingkan adalah kenyamanan saat bermain cukup fps stabil saja.",1,Negatif
Tolong dibenahi lama2 kayak game ff yang punya uang yang menang game ( dak ada seportifitas sama sekali ) ....game gatel,1,Negatif
Kenapa saat rank sedang war tiba tiba keluar Bkin emosi jh Lagi seru serunya malah keluar pertandingan Masuk lagi lama Makin aneh jh PUBG bug berlebihan Tlong perbaikilah,4,Positif
"Game yang luar biasa, saya mulai dari 2017 sampai sekarang 2024,waktu yang luar biasa masih tetap di posisi aman",5,Positif
"Hay pengembang, kembalikan fitur Ipad view di file active.sav terimakasih 🙏",5,Positif
Makin lama makin besar data gamenya 😵‍💫 makin tinggi pula spesifikasi perangkat yang dibutuhkan biar tetap lancar.. 😭😭 ekonomi sulit semakin menangis 😭😭,5,Positif
Tolong tong ini game perbaiki lagi begimna saya mau maen kalau gamenya ngeprem melulu percuma klau game ngeprem melulu di rilis saya begimna mau ngelawan musuh²nya klau ngeprem melulu game burik,1,Negatif
Knapa saat serius main tiba tiba tertutup sendiri Aplikasinya,1,Negatif
"Ehh pubg gw dah nukerin popu 2k, karena gk ada yang nukarin ko jadi hilang, gak jelas nih game.",1,Negatif
"Game tolol ngelag mulu ajg nge frame tolol Game yatim ajg server ngelag tolol bodok banget Tolol ngebug trus main mode wow senjata gada gk bisa lompat,prone segala macem",1,Negatif
"Pengin ganti tautan email malah GK bisa woi ngotak itu akun yg berbeda udah gk bisa di ganti lelet pula, tolong bantuan nya min. Gimana mau logout akunya isi syaratnya nickname siapbang itu akun gw",1,Negatif
"Mohon di hapus cuaca berkabut, karena banyak player yg tidak menyukai cuaca yg berkabut....",2,Negatif
"kurangin lah animasi pada event, masa mau berubah doang harus nunggu lama, game rusak contoh noh game for peace efek skill banyak tapi animasinya dibikin simple kaga belibet, ini game perang bukan rpg jadi kurangin lah bikin event gajelas gitu lama""mending pensi aja main ni game",1,Negatif
Ah udh MB nya sampai 1.0GB pas mau masuknya lama banget lagi pas udh di download eh ada lagi mana sampai 1000 lagi dah GK SERU!!!!!!!!!!,1,Negatif
"Lootingan di mode clasik cba di tambahin turun masuk 3 rumah cmn ada peluru sama peralatan, musuh udah pake AR semua.. Tooson tanpa perlawanan",1,Negatif
kenapa seri server time out padahal sinya bagus jadinya keluar pertandingan parah nya ga bisa join ulang,1,Negatif
Males dah main hp android GK kuat gmna main ini game masa tiap ktmu musuh 1 orng kah Frame sama patah2 nya... Ram 12 Snap 720 frame... Apa lgi d tambah skrng plyer kbnyakn main pakai hp jenis iPad layar gede musuh dri jauh pun kelihatan sdngkan plyer yg pke hp biasa GK terlalu engeliat... Inti nya klo msih ajj game PUBG gabungin plyer hp jenis android sma iPad ttp yg siksa plyer hp android hp biasa... Liat ajj streaming jago2 krna mrka main jenis iPad...,1,Negatif
"Hai tolol jika memang memutuskan untuk menambah FPS menjadi 120 FPS, tolong buat sistem baru agar sesama FPS bisa saling bertemu, JANGAN FPS rendah bertemu dengan FPS tinggi, itu tidak adil. SISTEM TOLOL",4,Positif
