content,score,Label,text_clean,text_Stopword,text_tokens,text_steamindo
"Untuk HOK , pemain yg melaporkan kita tolong diperjelas setelah permainan harap sertakan profilnya ,saya kecewa kadang saya dilaporkan tapi tidak jelas alesannya apa ,Walau permainan saya bagus disukai teman team ,tp ada saja team musuh yg melaporkan ,saya keberatan !!",2,Negatif,untuk hok  pemain yg melaporkan kita tolong diperjelas setelah permainan harap sertakan profilnya saya kecewa kadang saya dilaporkan tapi tidak jelas alesannya apa walau permainan saya bagus disukai teman team tp ada saja team musuh yg melaporkan saya keberatan ,hok pemain yg melaporkan tolong diperjelas permainan harap sertakan profilnya kecewa kadang dilaporkan alesannya permainan bagus disukai teman team tp team musuh yg melaporkan keberatan,"['hok', 'pemain', 'yg', 'melaporkan', 'tolong', 'diperjelas', 'permainan', 'harap', 'sertakan', 'profilnya', 'kecewa', 'kadang', 'dilaporkan', 'alesannya', 'permainan', 'bagus', 'disukai', 'teman', 'team', 'tp', 'team', 'musuh', 'yg', 'melaporkan', 'keberatan']",hok main yg lapor tolong jelas main harap serta profil kecewa kadang lapor alesannya main bagus suka teman team tp team musuh yg lapor berat
"Perbaiki secara serius masalah pembagian team, dan setiap ingin pindah rank pasti selalu di persulit. Tolong di perhatikan untuk player Filipina yang kebanyakan player nya troll serta dark system seperti bot. Jangan mau kalah sama game Mobile Legends dan harus di perbaiki.",1,Negatif,perbaiki secara serius masalah pembagian team dan setiap ingin pindah rank pasti selalu di persulit tolong di perhatikan untuk player filipina yang kebanyakan player nya troll serta dark system seperti bot jangan mau kalah sama game mobile legends dan harus di perbaiki,perbaiki serius pembagian team pindah rank persulit tolong perhatikan player filipina kebanyakan player nya troll dark system bot kalah game mobile legends perbaiki,"['perbaiki', 'serius', 'pembagian', 'team', 'pindah', 'rank', 'persulit', 'tolong', 'perhatikan', 'player', 'filipina', 'kebanyakan', 'player', 'nya', 'troll', 'dark', 'system', 'bot', 'kalah', 'game', 'mobile', 'legends', 'perbaiki']",baik serius bagi team pindah rank sulit tolong perhati player filipina banyak player nya troll dark system bot kalah game mobile legends baik
Game nya bagus kadang ada dark sistem nya kdang ada lag nya tapi saya suka dari segi grafik dan banyak bonus yang saya dapat dari game ini karna gratis hadia nya semangat terus buat player Hok dan tolong Adain lagi event Hero ukhoyo tacibana sama carlote🙏😇,5,Positif,game nya bagus kadang ada dark sistem nya kdang ada lag nya tapi saya suka dari segi grafik dan banyak bonus yang saya dapat dari game ini karna gratis hadia nya semangat terus buat player hok dan tolong adain lagi event hero ukhoyo tacibana sama carlote,game nya bagus kadang dark sistem nya kdang lag nya suka segi grafik bonus game karna gratis hadia nya semangat player hok tolong adain event hero ukhoyo tacibana carlote,"['game', 'nya', 'bagus', 'kadang', 'dark', 'sistem', 'nya', 'kdang', 'lag', 'nya', 'suka', 'segi', 'grafik', 'bonus', 'game', 'karna', 'gratis', 'hadia', 'nya', 'semangat', 'player', 'hok', 'tolong', 'adain', 'event', 'hero', 'ukhoyo', 'tacibana', 'carlote']",game nya bagus kadang dark sistem nya kdang lag nya suka segi grafik bonus game karna gratis hadia nya semangat player hok tolong adain event hero ukhoyo tacibana carlote
"Game bagus ,tapi sayang system pemilihan match nya buruk ,masih bagus mobile legend ,,game rating tinggi ,tapi masih banyak yang harus diperbaiki ,,lost streak nya gak ngotak",1,Negatif,game bagus tapi sayang system pemilihan match nya buruk masih bagus mobile legend game rating tinggi tapi masih banyak yang harus diperbaiki lost streak nya gak ngotak,game bagus sayang system pemilihan match nya buruk bagus mobile legend game rating diperbaiki lost streak nya gak ngotak,"['game', 'bagus', 'sayang', 'system', 'pemilihan', 'match', 'nya', 'buruk', 'bagus', 'mobile', 'legend', 'game', 'rating', 'diperbaiki', 'lost', 'streak', 'nya', 'gak', 'ngotak']",game bagus sayang system pilih match nya buruk bagus mobile legend game rating baik lost streak nya gak ngotak
"Tim saya kebanyakan bot, bisa anda liahat riwayat bermain saya, nama akun saya MâsBãy. Saya sudah bermain lebih dari 15 pertandingan dan dimana 10 permainan, tim saya selalu mendapat bot. Jadi tolong lah benerin sistemnya jgn kayak begini. Mau gamenya rame tapi sistemnya malah begini",1,Negatif,tim saya kebanyakan bot bisa anda liahat riwayat bermain saya nama akun saya msby saya sudah bermain lebih dari  pertandingan dan dimana  permainan tim saya selalu mendapat bot jadi tolong lah benerin sistemnya jgn kayak begini mau gamenya rame tapi sistemnya malah begini,tim kebanyakan bot liahat riwayat bermain nama akun msby bermain pertandingan dimana permainan tim bot tolong benerin sistemnya jgn kayak gamenya rame sistemnya,"['tim', 'kebanyakan', 'bot', 'liahat', 'riwayat', 'bermain', 'nama', 'akun', 'msby', 'bermain', 'pertandingan', 'dimana', 'permainan', 'tim', 'bot', 'tolong', 'benerin', 'sistemnya', 'jgn', 'kayak', 'gamenya', 'rame', 'sistemnya']",tim banyak bot liahat riwayat main nama akun msby main tanding mana main tim bot tolong benerin sistem jgn kayak gamenya rame sistem
Bagus kok bahakan kalau beli hero ataupun skin itu worth it banget cuman tolong jangan masukkin banyak bot di timku dan tolong jangan sembarangan menghubungkan pemain aneh aja gitu kalau aku yang niatnya ngebersihin lane supaya gak jebol pertahanan malah di anggap sengaja mati gimana sih🤔🙏,5,Positif,bagus kok bahakan kalau beli hero ataupun skin itu worth it banget cuman tolong jangan masukkin banyak bot di timku dan tolong jangan sembarangan menghubungkan pemain aneh aja gitu kalau aku yang niatnya ngebersihin lane supaya gak jebol pertahanan malah di anggap sengaja mati gimana sih,bagus bahakan beli hero skin worth it banget cuman tolong masukkin bot timku tolong sembarangan menghubungkan pemain aneh aja gitu niatnya ngebersihin lane gak jebol pertahanan anggap sengaja mati gimana sih,"['bagus', 'bahakan', 'beli', 'hero', 'skin', 'worth', 'it', 'banget', 'cuman', 'tolong', 'masukkin', 'bot', 'timku', 'tolong', 'sembarangan', 'menghubungkan', 'pemain', 'aneh', 'aja', 'gitu', 'niatnya', 'ngebersihin', 'lane', 'gak', 'jebol', 'pertahanan', 'anggap', 'sengaja', 'mati', 'gimana', 'sih']",bagus bahak beli hero skin worth it banget cuman tolong masukkin bot tim tolong sembarang hubung main aneh aja gitu niat ngebersihin lane gak jebol tahan anggap sengaja mati gimana sih
"Pertandingan peak menciptakan lingkungan yang sangat buruk, begitupun dengan ranked seringkali mendapat lawan yang tidak sepadan dengan rank yang dimiliki, setiap kali masuk match selalu mendapat masalah pada layar tunggu sehingga harus keluar aplikasi dan juga terlalu banyak akun 'Pemain Bot' yang menandakan permainan ini sangat kurang mendapat peminat, jika pengembang aplikasi mau memperbaiki masalah tersebut saya akan bermain permaian buruk ini",1,Negatif,pertandingan peak menciptakan lingkungan yang sangat buruk begitupun dengan ranked seringkali mendapat lawan yang tidak sepadan dengan rank yang dimiliki setiap kali masuk match selalu mendapat masalah pada layar tunggu sehingga harus keluar aplikasi dan juga terlalu banyak akun pemain bot yang menandakan permainan ini sangat kurang mendapat peminat jika pengembang aplikasi mau memperbaiki masalah tersebut saya akan bermain permaian buruk ini,pertandingan peak menciptakan lingkungan buruk ranked seringkali lawan sepadan rank dimiliki kali masuk match layar tunggu aplikasi akun pemain bot menandakan permainan peminat pengembang aplikasi memperbaiki bermain permaian buruk,"['pertandingan', 'peak', 'menciptakan', 'lingkungan', 'buruk', 'ranked', 'seringkali', 'lawan', 'sepadan', 'rank', 'dimiliki', 'kali', 'masuk', 'match', 'layar', 'tunggu', 'aplikasi', 'akun', 'pemain', 'bot', 'menandakan', 'permainan', 'peminat', 'pengembang', 'aplikasi', 'memperbaiki', 'bermain', 'permaian', 'buruk']",tanding peak cipta lingkung buruk ranked seringkali lawan padan rank milik kali masuk match layar tunggu aplikasi akun main bot tanda main minat kembang aplikasi baik main permai buruk
"bagus lumayan bersaing, cuma kekurangan hok ini masih banyak bot mager bet ketemu bot tolol, tolong lah kasih player aja dah, perasaan jg udh tembus jutaan download masih sepi yg maen? sering jg kalo dapet tim luar kek malay sm ph maen kek tolol ngefeed g jelas, ngechat jg pake bahasa mandarin ribet g paham. Mending dibuat server pernegara aja biar komunikasi lancar sm g ketemu orng"" tolol. Pembagian team match jg ga rata antara team dng musuh beda jauh jd ga imbang tolong lah perbaiki!!",2,Negatif,bagus lumayan bersaing cuma kekurangan hok ini masih banyak bot mager bet ketemu bot tolol tolong lah kasih player aja dah perasaan jg udh tembus jutaan download masih sepi yg maen sering jg kalo dapet tim luar kek malay sm ph maen kek tolol ngefeed g jelas ngechat jg pake bahasa mandarin ribet g paham mending dibuat server pernegara aja biar komunikasi lancar sm g ketemu orng tolol pembagian team match jg ga rata antara team dng musuh beda jauh jd ga imbang tolong lah perbaiki,bagus lumayan bersaing kekurangan hok bot mager bet ketemu bot tolol tolong kasih player aja dah perasaan jg udh tembus jutaan download sepi yg maen jg kalo dapet tim kek malay sm ph maen kek tolol ngefeed g ngechat jg pake bahasa mandarin ribet g paham mending server pernegara aja biar komunikasi lancar sm g ketemu orng tolol pembagian team match jg ga team dng musuh beda jd ga imbang tolong perbaiki,"['bagus', 'lumayan', 'bersaing', 'kekurangan', 'hok', 'bot', 'mager', 'bet', 'ketemu', 'bot', 'tolol', 'tolong', 'kasih', 'player', 'aja', 'dah', 'perasaan', 'jg', 'udh', 'tembus', 'jutaan', 'download', 'sepi', 'yg', 'maen', 'jg', 'kalo', 'dapet', 'tim', 'kek', 'malay', 'sm', 'ph', 'maen', 'kek', 'tolol', 'ngefeed', 'g', 'ngechat', 'jg', 'pake', 'bahasa', 'mandarin', 'ribet', 'g', 'paham', 'mending', 'server', 'pernegara', 'aja', 'biar', 'komunikasi', 'lancar', 'sm', 'g', 'ketemu', 'orng', 'tolol', 'pembagian', 'team', 'match', 'jg', 'ga', 'team', 'dng', 'musuh', 'beda', 'jd', 'ga', 'imbang', 'tolong', 'perbaiki']",bagus lumayan saing kurang hok bot mager bet ketemu bot tolol tolong kasih player aja dah asa jg udh tembus juta download sepi yg maen jg kalo dapet tim kek malay sm ph maen kek tolol ngefeed g ngechat jg pake bahasa mandarin ribet g paham mending server negara aja biar komunikasi lancar sm g ketemu orng tolol bagi team match jg ga team dng musuh beda jd ga imbang tolong baik
"Tim yg gw dapet dark semua jadi lost. Napasih udh mirip kayak yg sebelah mana ngelek lagi, gw udh mau grand master, malah tim dark sistem semua capek banget gw main solo sumpahhhh. Tolong don perbaiki sistemnya dumpah",1,Negatif,tim yg gw dapet dark semua jadi lost napasih udh mirip kayak yg sebelah mana ngelek lagi gw udh mau grand master malah tim dark sistem semua capek banget gw main solo sumpahhhh tolong don perbaiki sistemnya dumpah,tim yg gw dapet dark lost napasih udh kayak yg sebelah ngelek gw udh grand master tim dark sistem capek banget gw main solo sumpahhhh tolong don perbaiki sistemnya dumpah,"['tim', 'yg', 'gw', 'dapet', 'dark', 'lost', 'napasih', 'udh', 'kayak', 'yg', 'sebelah', 'ngelek', 'gw', 'udh', 'grand', 'master', 'tim', 'dark', 'sistem', 'capek', 'banget', 'gw', 'main', 'solo', 'sumpahhhh', 'tolong', 'don', 'perbaiki', 'sistemnya', 'dumpah']",tim yg gw dapet dark lost napasih udh kayak yg belah ngelek gw udh grand master tim dark sistem capek banget gw main solo sumpahhhh tolong don baik sistem dumpah
"Maaf saya pemain aktif, saya sangat kesal sekali dengan sistem report yang terlalu mudah tanpa adanya pertimbangan ketat, selain itu tidak ada kompensasi jika sudah berusaha menjaga team fight, menurut saya ini sudah keterlaluan, saya rasa lebih baik game sebelah yang menyediakan reputasi sampai 110 , agar pemain masih bisa main di rank dengan reputasi 90, perjuangan menaiki reputasi jauh lebih susah rasanya, dan sepertinya developer tahu kalo pemain kebanyakan main di rank bukan di normal.....",1,Negatif,maaf saya pemain aktif saya sangat kesal sekali dengan sistem report yang terlalu mudah tanpa adanya pertimbangan ketat selain itu tidak ada kompensasi jika sudah berusaha menjaga team fight menurut saya ini sudah keterlaluan saya rasa lebih baik game sebelah yang menyediakan reputasi sampai   agar pemain masih bisa main di rank dengan reputasi  perjuangan menaiki reputasi jauh lebih susah rasanya dan sepertinya developer tahu kalo pemain kebanyakan main di rank bukan di normal,maaf pemain aktif kesal sistem report mudah pertimbangan ketat kompensasi berusaha menjaga team fight game sebelah menyediakan reputasi pemain main rank reputasi perjuangan reputasi susah developer kalo pemain kebanyakan main rank normal,"['maaf', 'pemain', 'aktif', 'kesal', 'sistem', 'report', 'mudah', 'pertimbangan', 'ketat', 'kompensasi', 'berusaha', 'menjaga', 'team', 'fight', 'game', 'sebelah', 'menyediakan', 'reputasi', 'pemain', 'main', 'rank', 'reputasi', 'perjuangan', 'reputasi', 'susah', 'developer', 'kalo', 'pemain', 'kebanyakan', 'main', 'rank', 'normal']",maaf main aktif kesal sistem report mudah timbang ketat kompensasi usaha jaga team fight game belah sedia reputasi main main rank reputasi juang reputasi susah developer kalo main banyak main rank normal
Seharusnya saya kasih bintang 1 tapi karena galenus bagus saya kasih 2.Dan tolong diperbaiki sizenya atau buat versi litenya saya baru unduh dari memori 9.GB jadi 10.MB saya cuma kasih tau supaya banyak yang unduh dan dongkelan saja kualitasnya buat yang versi Ful sizenya 2.mb gitu! Oke sehati saja mohon di berbagai 🙏🙏,2,Negatif,seharusnya saya kasih bintang  tapi karena galenus bagus saya kasih dan tolong diperbaiki sizenya atau buat versi litenya saya baru unduh dari memori gb jadi mb saya cuma kasih tau supaya banyak yang unduh dan dongkelan saja kualitasnya buat yang versi ful sizenya mb gitu oke sehati saja mohon di berbagai ,kasih bintang galenus bagus kasih tolong diperbaiki sizenya versi litenya unduh memori gb mb kasih tau unduh dongkelan kualitasnya versi ful sizenya mb gitu oke sehati mohon,"['kasih', 'bintang', 'galenus', 'bagus', 'kasih', 'tolong', 'diperbaiki', 'sizenya', 'versi', 'litenya', 'unduh', 'memori', 'gb', 'mb', 'kasih', 'tau', 'unduh', 'dongkelan', 'kualitasnya', 'versi', 'ful', 'sizenya', 'mb', 'gitu', 'oke', 'sehati', 'mohon']",kasih bintang galenus bagus kasih tolong baik sizenya versi litenya unduh memori gb mb kasih tau unduh dongkel kualitas versi ful sizenya mb gitu oke sehat mohon
"Game nya bagus banget sih, gk ada bug sma sekali pokoknya suka bgt sama game ini cuman kl buat naikin level/rank tuh lama tp itu gk masalah yg penting game nya seru",5,Positif,game nya bagus banget sih gk ada bug sma sekali pokoknya suka bgt sama game ini cuman kl buat naikin levelrank tuh lama tp itu gk masalah yg penting game nya seru,game nya bagus banget sih gk bug sma pokoknya suka bgt game cuman kl naikin levelrank tuh tp gk yg game nya seru,"['game', 'nya', 'bagus', 'banget', 'sih', 'gk', 'bug', 'sma', 'pokoknya', 'suka', 'bgt', 'game', 'cuman', 'kl', 'naikin', 'levelrank', 'tuh', 'tp', 'gk', 'yg', 'game', 'nya', 'seru']",game nya bagus banget sih gk bug sma pokok suka bgt game cuman kl naikin levelrank tuh tp gk yg game nya seru
