review,score,Label
tolong perhatiin gameplay nya efek skin trus tu tower damage dah lembek bgt musuh kluar masuk turet kaya ga apaapa tower utama tolong tebelin cpt bgt musuh nge end banyak hero tolong stabilin contoh ny dian wei udh damage sakit attack speed jungle sempurna klo gadi nerf,2,Negatif
kecewa asik main dropp jaringanatau jaring stabilpadahal full jaring wifi gak ngelagentah ulah cheater tausemestinya sungguh kecewa dengam jaring dropp,1,Negatif
game bagus skil hero imbang gila cc hp tower minion damage tower hero hias guna no damage hp cristal tower kaya kertas imbang dg banyak lord bug mana skil pakai baik,1,Negatif
game bagus keren game mabar negara contoh nya koreajepangphilipina komunikasi hero skin hadiah game senang player game yg suka online ber level ayo download game honor of king,5,Positif
optimalisasi hero broken damage rendah hero shieldnya gak ngotak tebaldan hukum player langgar hukum berat potong poin reputasi bijidan report player feeder acc apa huuuuu,1,Negatif
bagus kendala sistem matchmaking mana imbang main solo kadang ketemu player party matchmakin bobrok player gakan betah kalo kasih kalah malas event jomok,1,Negatif
terimakasih tanggap game honor of king kritik kemarin lagfcdan fps drop main otak atik hp nya aktif hp jalan akibat tumpu filecanc coba merestartmemulai ulang hp game nya jalan lancar,5,Positif
dear developer game tolong baik sistem nya device rendah sayatiap log in ngebuglag cari match menitlalu temu musuh level kitauntuk efek stun efek recalmohon cepat sedikititu aja terimakasih,5,Positif
hilang bot nya game butuh kerja tim ahli apa player nya kalo tim bot kalah bot ngikutin system nilai situasi yg serang lawan serang,1,Negatif
match making tolong dibenerin banget dapet tim yg ranknya sesuai udah bintang dapet tim bintang kalo gak bintang bawah rank beban tim gak ubah nih sistem match making kerja tencent dead game nih kalo gak dibenerin,1,Negatif
tolong hilang sistem botkomputer main solo sistem tera china menggangu frustasi player hok sepi botkomputer mengcopy akunplayer aktif jadi bot dark sistem solo tolong hilang sistem botkomputer main solo beda budaya china negara sistem tara,2,Negatif
sistem rank sesuai hero tampil beli afk wifinya mbpsjadi malas main,1,Negatif
sorry kurang bintang nya alas nyaman main nya seru kesini rusak system matching gm bintang ketemu player diamond master its okay kalo cmn kali nggak udah tolol obat alhasil drop sisa bintang jengkel udah susah payah main bagus dark system nya syg sii hrus uninstal,1,Negatif
game okey tolong joki masuk game orang cari jalan pintas biar rank mudah main rank draksistem ngerusak game,4,Positif
gameplay dll oke tolong baik bot player afkplayer yg ngefeeding tambah draft rank ketemu bot sekali ketemu player banyak nyoba hero rank bikin kalah tim,1,Negatif
bagus salah fatal kesal bagi rekan team imbang nickname dicaprio main game hasil kalah kali kecewa sistem bagi tim beda level lapor player ngetrol game urus beda game belah game maju tolong baik sistem matchmakingnya,1,Negatif
gamenya sih hero mage mm match kalah telak match mage main mid land satu clash lane match mm match farm lane satu clash ya kalah payah tolong tindak lapor nggak asik main,5,Positif
tolong tencent match making benerin masak kemarin main duo temen ketemu party balance tim peak turnamen gak imbang main dapet gm digit mulu musuh gm bintang atas sampe bintang aneh why tencent maaf kritik benci nyaman kalo gin,1,Negatif
suka skill hero tp lagg ngefreeze main pakai device sinyal mumpuni moga dpt improve depan bagi skin epic daya tarik yg game update agustus match making ampas masak dapet rank gold master loh main kayak bot kalo benah sukur kalo gak pantes game ampas,1,Negatif
pas draft pic tinggal nunggu loading game ngulang mulu simpan sinyal gk mohon kasih sistem deteksi kaya gitu anggap afk reputasi jelek gara gara maen ngulang mulu loadingnya sampe selesai tuh match ganggu,1,Negatif
plis developersaya player solo nyaman match making yg ulang kali berat sebelahtim feedtrollskill issueapanya yg dasar tim terampil yg kompensasi ga pulajadi males main game ga becus layan,1,Negatif
bagus kometen bisa vs tier tanda game suportif public ikut turnamenliga seolaholah player pilih gabung bot in game jadi game seimbangadil main season rank temu bot data player asli ganti nickname bendera mana temu,5,Positif
main tarik seru imbang hero kompetitor nikmat main sayang main single player ulang kali temu tim strategi main kacau orang tim random rank grand master tolong baik sistem game,2,Negatif
gameplay sistem ranknya ok lahtapi kasih tau aja tolong turret kasih damage hero biar ga yg suka tb badankalo biar turret harga dirinyasoalnya sakit tpi ga sakitdan tolong maksimal sistem gachanya error ga muncul eventnyaudh sih aja,5,Positif
sungguh kecewa tingkat master push rank langsung tim beban lawan musuh kuataku sesal main nya sempat win,1,Negatif
mode rank campur tier renda rank tier diamon campur rank tier gold sebal kalah main nggak main player pakai hero mending main mlbb aja lagnya lag ga masuk akal,1,Negatif
match matching lumayan bagus sesuai role tempat matching kurang mana bad player jumpa rasa kalah jumpa player feederafk or try hero in ranked,4,Positif
game rusak suka ngasih tim bot musuh full humanorang asli suka ngasih darksystem yg mana lu lose karna tim buta map tim nya beban nauzubillah lose nya gk cuman sampe losetreak minimal kalo blom kali kalah lu gk menang udh gitu sistem report yg buruk langsung hukum kaga bayar influencer promosi game kalo sistem game nya aja bikin player gk betah balikin sistem gk mabar gm,1,Negatif
lahdikit gk login kalo login match masuk nyambung ulang pas pakai hotspot teman yg bagus jaringannyaeh ngebug kek sih devoloper nya reputasi gk kasih main jam adehhhpadahal dah beli kartu minggu kek man sih tolong ya baik malasah jaring nyambung ulang nyaok,2,Negatif
