content,score,Label
"Untuk HOK , pemain yg melaporkan kita tolong diperjelas setelah permainan harap sertakan profilnya ,saya kecewa kadang saya dilaporkan tapi tidak jelas alesannya apa ,Walau permainan saya bagus disukai teman team ,tp ada saja team musuh yg melaporkan ,saya keberatan !!",2,Negatif
"Perbaiki secara serius masalah pembagian team, dan setiap ingin pindah rank pasti selalu di persulit. Tolong di perhatikan untuk player Filipina yang kebanyakan player nya troll serta dark system seperti bot. Jangan mau kalah sama game Mobile Legends dan harus di perbaiki.",1,Negatif
Game nya bagus kadang ada dark sistem nya kdang ada lag nya tapi saya suka dari segi grafik dan banyak bonus yang saya dapat dari game ini karna gratis hadia nya semangat terus buat player Hok dan tolong Adain lagi event Hero ukhoyo tacibana sama carlote🙏😇,5,Positif
"Game bagus ,tapi sayang system pemilihan match nya buruk ,masih bagus mobile legend ,,game rating tinggi ,tapi masih banyak yang harus diperbaiki ,,lost streak nya gak ngotak",1,Negatif
"Tim saya kebanyakan bot, bisa anda liahat riwayat bermain saya, nama akun saya MâsBãy. Saya sudah bermain lebih dari 15 pertandingan dan dimana 10 permainan, tim saya selalu mendapat bot. Jadi tolong lah benerin sistemnya jgn kayak begini. Mau gamenya rame tapi sistemnya malah begini",1,Negatif
Bagus kok bahakan kalau beli hero ataupun skin itu worth it banget cuman tolong jangan masukkin banyak bot di timku dan tolong jangan sembarangan menghubungkan pemain aneh aja gitu kalau aku yang niatnya ngebersihin lane supaya gak jebol pertahanan malah di anggap sengaja mati gimana sih🤔🙏,5,Positif
"Pertandingan peak menciptakan lingkungan yang sangat buruk, begitupun dengan ranked seringkali mendapat lawan yang tidak sepadan dengan rank yang dimiliki, setiap kali masuk match selalu mendapat masalah pada layar tunggu sehingga harus keluar aplikasi dan juga terlalu banyak akun 'Pemain Bot' yang menandakan permainan ini sangat kurang mendapat peminat, jika pengembang aplikasi mau memperbaiki masalah tersebut saya akan bermain permaian buruk ini",1,Negatif
"bagus lumayan bersaing, cuma kekurangan hok ini masih banyak bot mager bet ketemu bot tolol, tolong lah kasih player aja dah, perasaan jg udh tembus jutaan download masih sepi yg maen? sering jg kalo dapet tim luar kek malay sm ph maen kek tolol ngefeed g jelas, ngechat jg pake bahasa mandarin ribet g paham. Mending dibuat server pernegara aja biar komunikasi lancar sm g ketemu orng"" tolol. Pembagian team match jg ga rata antara team dng musuh beda jauh jd ga imbang tolong lah perbaiki!!",2,Negatif
"Tim yg gw dapet dark semua jadi lost. Napasih udh mirip kayak yg sebelah mana ngelek lagi, gw udh mau grand master, malah tim dark sistem semua capek banget gw main solo sumpahhhh. Tolong don perbaiki sistemnya dumpah",1,Negatif
"Maaf saya pemain aktif, saya sangat kesal sekali dengan sistem report yang terlalu mudah tanpa adanya pertimbangan ketat, selain itu tidak ada kompensasi jika sudah berusaha menjaga team fight, menurut saya ini sudah keterlaluan, saya rasa lebih baik game sebelah yang menyediakan reputasi sampai 110 , agar pemain masih bisa main di rank dengan reputasi 90, perjuangan menaiki reputasi jauh lebih susah rasanya, dan sepertinya developer tahu kalo pemain kebanyakan main di rank bukan di normal.....",1,Negatif
Seharusnya saya kasih bintang 1 tapi karena galenus bagus saya kasih 2.Dan tolong diperbaiki sizenya atau buat versi litenya saya baru unduh dari memori 9.GB jadi 10.MB saya cuma kasih tau supaya banyak yang unduh dan dongkelan saja kualitasnya buat yang versi Ful sizenya 2.mb gitu! Oke sehati saja mohon di berbagai 🙏🙏,2,Negatif
"Game nya bagus banget sih, gk ada bug sma sekali pokoknya suka bgt sama game ini cuman kl buat naikin level/rank tuh lama tp itu gk masalah yg penting game nya seru",5,Positif
"untuk CS nya sudah bagus tetapi saya harap bisa lebih responsif terutama untuk pelaporan pemain dan bisa memberikan opsional yang lain jika memiliki keluhan terhadap permain, sekian terimakasih",4,Positif
"Saya kecewa, jaringan selalu jumping tiba² kuning terus merah. Padahal sinyal 4G full, saya gak tahu apakah ini efek satu tim dengan yang berbeda negara atau gimana, tapi kedepannya tolong diperbaiki ini sangat mengganggu gameplay saya.",1,Negatif
"maaf atas kesalahan saya, awalnya saya memberikan rating 3 bintang tapi kali ini saya mengganti rating saya menjadi bintang 5 karena beberapa kali saya main lagi memang koneksi saya terkadang kurang lancar. tapi selama bermain ini, semuanya baik baik saja, terimakasih Honor Of Kings.",5,Positif
"Awalnya aman aman saja, tapi sejauh ini saya merasa seperti kayak di permainkan HOK seolah player di buat jemu oleh game ini, Sistem draf permainan yg tidak seimbang, antara level tim dengan level lawan, antara tim level master 1 master 2 sedangkan lawan ada 1 grenmaster yg seolah nampak bug dan selalu tim gua kalah, itu pun servernya random bngt, jadi intinya tolong di perbaiki dark sistem yg gak masuk akal ini, karna bikin bosan saya kasih bintang 2",2,Negatif
"Game ini kok setelah update malah suka ngebug/masal, banyak lagi bukan 1, tolong di perbaiki seperti tidak bisa memencet apa apa tiba tiba loh biasanya bisa",1,Negatif
"Matchmaking tidak seimbang, ingin menaikan rank sangat sulit, musuh bermain dengan lihai, tetapi teman bermain dengan bodoh. Membuat lose streak menjadi makanan sehari-hari.",1,Negatif
"game buruk. awalnya seru main ini game, lebih seruan hok dari ml, eh lama lama setelah update makin buruk aja hok, pas loading screen ngestuck gabisa masuk, harus login ulang dulu. ml aja ga gitu kok, tolong diperbaikin dong, soalnya udah sering kejadian, malesin banget, uninstall aja nih game.",1,Negatif
"Game nya bagus saya suka, tapi tidak suka dengan matchmaking nya saya dikit lagi mencapai legend tapi selalu saja di selipin bot di role roam, tolong perbaiki matchmaking nya karna saya main selalu di kasih bot",2,Negatif
"ini mah kerennn.. di banding game yang udah lama tpi gak ada benefit. Malah fokus bedain kasta, gak mentingin skill yg sering top up itulah kasta tertinggi, dan yg terpenting gak boleh chat di dalam game krna server game. y di urus sama orang baper tingkat dewa, salah chat di ban dan kredit skor jadi incaran, maka.y sy pindah ke game ini..",5,Positif
"Tolong untuk developer, terkadang musuhnya diberikan yang dark system, saya hampir tidak bisa menyentuh rank grandmaster dikarenakan naik turun di master 1, tolong lawan dan team nya diberikan yang lebih logis lagi lah, jika seperti ini terus saya juga tidak mood lagi bermainnya (please read this!)",1,Negatif
"terlalu bagus grafik nya dan dimainkan dengan mudah, hanya saja ketemu player ranked match selalu dapat team yang tidak seimbang dengan lawan musuh secara otomatis random. sayangnya, kurang dalam game hanya sedikit orang yang bisa bermain secara keseluruhan berada posisi menengah dalam perlawanan 5vs5 maupun mode ranked. semoga di perbaiki fitur ranked random match solo player baik itu secara duo atau trio bahkan full team.",4,Positif
"Pantas saja game ini gak banyak peminat game sering ngestuck, bug, gk cocok buat HP ram3, aku aja ram 8 masih patah patah, ngestuck, apalagi HP ram 3,game sebelah kan gitu modelnya ramah buat HP ram3, memang pantas aja game ini gk banyak peminat,",1,Negatif
"Gw nyesel dah bermain game HOK bilangnya bisa pilih lane...buktinya gw pilihan utama farm lane sama yang kedua roam malah dikasih pilihan yang ke 2 klo ngak di perbaiki lagi gw berhenti bermain HOK..bilangnya bisa milih malah ngak dikasih pilihan,malah maksa lgi sudah 3 kali bermain dikasih pilihan yang ke 2 tolong lah developer gw ingin bermain di farm lane",1,Negatif
Game nya seru padahal tapi knp? Nge frame mulu pas macth gua nunggu 7menit lah kadang kaga mau di pencet lah game nya tolong di perbaikin sayang game seru tapi kualitas nya ngeframe kaya gini,2,Negatif
Gua ubah retingnya karna ini game lagi2 ngebuk. Masa iya sekarang layar gamenya ketutupan sama tombol kembali. Diluar game aman pas dilobi pas di game land hilang sebelah.,2,Negatif
"Kenapa saya dikasih tim yang selalu seperti bot dan tidak jago ya? Bahkan Hero yang di pick oleh rekan tim saya tidak memiliki status adept atau apapun itu dan hanya ingin ngetroll. menyebabkan saya kalah terus menerus karena saya diberi rekam tim yang seperti itu. Tolong diperbaiki, ini terjadi sejak saya masuk rank master, kayaknya ini rank neraka deh",2,Negatif
"Mohon maaf kepada developer.. saya butuh bantuan terhadap aplikasi yang anda buat . Saya mengalami gangguan masuk aplikasi/ login.. yang bernotifikasi pembaruan penginstal gagal.. padahal wifi dan jaringan lancar tidak bermasalah.. penyimpanan aplikasi bayangan juga tidak ada bersih semua.. tapi saat login tetap sama.. saya sudah lakukan berkali"" mngikuti jawaban develepor di ulasan aplikasi ini tapi tetap tidak bisa..bisakah developer membantu saya mengatasi masalah ini?.. sya akan rating ulang",2,Negatif
"Overall udah bagus, cuma ping naik turun, respon tombol next setelah match dan tombol exit waktu pertama kali masuk game lambat padahal jaringan stabil, hero sun ce ngebug kalo dia ada tim lawan tiap kali dia ulti Hero yang diserang pasti langsung diem dan skin bolt Hunter lam juga bug di POV saya syal yg berkibar jadi panjang banget, tolong diperbaiki",4,Positif
Tolong perbaiki sistem match ny karena saya selalu mendapatkan tim bot dan sistem draf rank yang buruk selalu kalah dan masalah jaringan kalau saya main selau buruk padahal di pakai untuk game lain lancar dan cheater tolong di basmi,1,Negatif
"Sebenernya saya cuma pengen nyoba aja game hok tuh kyk gimana dan ternyata pas nyoba tutorial tuh lumayan seru, tapi setelah selesai pase tutorial, saya mau nyari match aja gak bisa, udah beberapa kali saya coba tetep aja GK bisa, malahan mau masuk lobi aja lag nya minta ampun, ya ma'lum lah hp kentang gtu, tadinya saya kira sama aja gtu kayak mobile legend ngga berat² amat, eh ternyata berat banget sampe mau masuk lobi aja ngeleg parah, kalo bisa tolonglah ukuran nya dibuat agak ringan kayak ml",1,Negatif
"Halo Honores Dan Developer. Game ini membuatku sangat menyukai game MOBA. Aku Apresiasi atas usahamu developer. Semoga game ini bisa lebih keren, bagus, dan semakin dahsyat. I know you can do it... Terima kasih dan semangat....",5,Positif
"Gw punya saran buat developer,sekarang ini bukan sedang memikirkan event,tapi tolong bedakan kaum top up samam kaum konten creator,seperti token hasil konten kreator hanya bisa untuk beli skin shop,sedangkan token top up biisa untuk gacha di event seperti skin flawes xiao qiao ,kalau gak di bedakan gw rasa pada gak minat buat top up,mereka iri dgn token hasil kreator,sedangkan mereka sudah habis banyak uang demi skin flawess,tolong di pikirkan kembali ini🙏",2,Negatif
gua pindahan dari game sebelah kesan pertama game ini gak begitu menyiksa mata dan yang ke dua koneksinya stabil itusi yang perlu di pertahanin lagian gak enak banget rasanya udah pakai hp suport koneksi bagus kkok tiba tiba leg saya harap masalah koneksi dapat di pertahanin baru di oouji masalah koneksi udah mulai hagk jaringannya,5,Positif
Bisa tidak ngasih tim tuh jgan server ph atau indonesia. Ngetroll mulu min. Capek gw main. Mana ngasihnya land mid mulu baru gw usher farm lane. Yg di kasih farm lane ngga bsa main farm land. Ngga ada bedanya ama game sebelah gw kirain beda ternyata sama ajah ngasih tim,1,Negatif
Mode latihan yg tidak seimbang. Knp tim lawan bukan seperti AI tapi team aku seperti palyer baru download ga paham map dan lain lain. AI musih paham bener main mapnya 😡😡😡😡😡,5,Positif
"Tolong dong di perbaiki tiap mau main Rank lag ga bisa pencet apa spa udah di spam ga ngerespon padahal jaringan lancar,tolong di perbaiki kalau mau di retting bintang lima",2,Negatif
Untuk keseluruhan sudah bagus tapi tolong untuk masalah Jaringan dan matchmaking diperbaiki lagi.,5,Positif
"Grafis sangat mendukung di perangkat ku, Gameplay nya biasa saja (sama seperti Permainan yang lainnya , yaitu Normal saja) , untuk masalah Bug saya kurang begitu mengerti tentang hal itu. Masalah Hero/Karakter seperti nya masih banyak yang perlu Dievaluasi kembali agar Seimbang dan Adil dari Segi Kemampuan dan Kekuatan nya. Sekian",4,Positif
"Tolong kepada Tencent, diperbaiki match makingnya, masa bintang 95 ketemu sama tim bintang 10 , udahlah mainnya ga bisa disesuaikan, alias wae sendiri sendiri ga jelas",1,Negatif
"Tolong perbaiki sistem matchmakingnya karena saya kesal ketika ranked mendapatkan tim yang permainannya feeder dan merugikan bintang rank saya, jika ini terus terjadi maka banyak pemain akan pindah game atau bahkan menguninstall seperti yang akan saya lakukan setelah memberikan review buruk, terimakasih 74 harinya saya uninstall demi kesehatan mental saya",1,Negatif
"gamenya bagus, jarang ngefreze kayak game sebelah, developer nya baik hati terimakasih game baik, minusnya : Player nya pada dark system, mainnya kayak bot. gw curiga yg main beneran bot sih.",5,Positif
"Stak naik turun master. Padahal udah GM LS w bjir. Gak jauh beda Ama di sebelah banyak dark sistem. Ayolah bro, lelah jadi roamer gak di hargai di game ini, sistem mvp nya aneh roamer itu pajangan, kasih protek atau star +2 lah siapa yang paling berkontribusi",2,Negatif
"sudah bagus sih cuman durasi stun Hero Hero di sini sangat lama sekali gila gak ngotak ,tolong untuk durasi stuner Hero Hero mage di sini agar di pertimbangkan lagi karena kebanyakan Hero mid laner yang mempunyai skil stun memiliki durasi yang lama sekali ,menurut saya ini terlalu merepotkan untuk user jungle ,dan class tolong hapus sistem bot di game please ini juga merugikan kita semua banyak sekali bot tier rendah maupun atas darksistem + bot tolong hilangkan gameplay sesuai tiernya",5,Positif
berbagai update yang membantu dan event yang banyak sekali developer tidak pelit👍👍👍 semoga kedepan nya semakin ramai dan menjadi game nomer 1 di dunia 👍👍👍👍100/10 Semoga semakin lancar dimainkan saya memakai infinix smart 7 terkadang fps drop dan tidak stabil semoga bisa ditambahkan mode ringan untuk kestabilan fps,5,Positif
"Game MOBA paling bagus yang pernah saya main kan Ndak kayak game sebelah developer kikir, rumah dari semua dark system, tempat para manusia dengan kesabaran setipis tisu mengeluarkan kata kata nya, kalau di HOK malah sebalik nya Ndak ada yang saya temui manusia toxic di HOK, Untuk developer kembangin terus HOK nya biar banyak yang pindah ke sini dan game sebelah jadi sepi.",5,Positif
"Maaff, mencocokkan apanya min ? Berapa kali main solo dapet tim yg rank nya gak sesuai. Jujur aja min, jaman saya di rank diamond aja pernah setim sama gold. Pas udh di gm sering main solo setim sama master 4 master 5. Dri mana saya tau? Ya karena setelah main suka invt pertemanan dan begitu diterima alangkah terkejutnya saya begitu saya cek profilnya. Intinya kita player murni mah minta tolong perbaiki aja dulu masalah pencocokan, dan berantas tuh cheater dan penjoki. Meresahkan banget minn",1,Negatif
"Akun kena tuduh ""using third party tool, that harms the gaming environment"" maksudnya apa ya? Padahal lagi main solo rank terus kalah, setelah match selesai muncul pemberitahuan seperti itu, kena suspend lagi astaga. Yang mengganggu kenyamanan lu sistem buruk. Ga lagi top up ke game ini, disupport timbal baliknya malah gini. Bye",1,Negatif
"kecewa bgt buat saya player baru,masa dikasih musuh nya yg jago jago mulu padahal rank masih di gold bisa bisanya lostrek baru main aneh bgt,bikin bosen aja. Hrusnya buat player baru tuh dikasih musuh ny yg biasa aja kan saya sebagai player baru pengen ngerasain menang trus gttu kan have fun jdinya,lah ini malah stress bgt kalah trus. Mohon balasan nya min",2,Negatif
"saya tidak bisa login game nya, setiap login pasti memuat game hingga 18% saja dan tidak bisa masuk ke dalam game. saya sudah update tapi login screen nya tidak berubah sehingga. tolong di perbaiki🙏",2,Negatif
"Untuk apk cukup bagus, saran dari saya tolong untuk pemilihan hero itu , hero yang di tampilkan cukup hero dari lane masing-masing saja, supaya tidak ada yang namanya: MILADY Jungling,MILADY Farm Lane, ANGELA claslane , HOU YI midlane, dan SUNBIN di semua Lane, sekian dan terimakasih 🙏",5,Positif
Tolong perbaiki masalah freze saat dalam game..karna sangat mengganggu macth di rank !! Setelan udah di ubah ke paling rendaj juga tetap aja ngefreze!! Mohon tanggapan nya kalo masih ingin Game ini rame!!!!!!!!,1,Negatif
"Sebenernya saya menyukai. Game ini, dari gameplay nya bahkan sistem peringkat nya. Hanya saja sistem yg lainnya bobrok. Banyak BOT. Juga sistem report dan Pengurangan reputasi yg masih Aneh. Orang Yg beneran Ngefeed dan Make hero aneh malah aman saja. Sedangkan Yg Ngefeed karena Di lock musuh tanpa disengaja malah kena, juga Make spell yg agak Off kaya biasanya flash diganti ke stun atau purify karena beberapa alasan juga kena. Itu yg membuat pengalaman bermain masterpiece jadi B1",1,Negatif
"Awalnya semangat ketika rilis, karena aku pikir akan sama dengan KOG, ternyata tidak. Begitu banyak penurunan efek graphic, saya hanya pemain biasa yang menikmati graphic dan efek skin untuk kesenangan, bukan pro player.",1,Negatif
"Game nya bagus grafik juga bagus,apalagi dengan gameplay,cuman satu kenapa kalo kita ketemu player Philipina selalu kalah.matchmaking banyak darksistemnya malah makin parah nih, banyak player yg coba Hero di mode rank",1,Negatif
"Matchingnya kacau, banyak dark system. Sekalinya dapet tim bagus, musuhnya terlalu lemah. Sekalinya dapet tim lemah, lawannya lebih OP. Jadi gak seimbang. Seperti udah disetting, 4 kali kalah 1 atau dua kali baru dikasih menang, dan begitu seterusnya. Udah milih lane sebelum masuk room, misal lane utama Farm lane, dan lane kedua roamer, tapi dapetnya roamer terus, jadi gk bisa main maksimal. intinya...Matchingnya terlalu keq SAMPAH",1,Negatif
"Sangat kecewa Sekarang sudah banyak update, koneksi selalu jelek dan sangat buruk padahal saat bermain game ML dan game yang lainny sinyalnya lancar dan gak ngeleg, padahal sinyal sudah pakai wifi masih aja ngeleg dan kaku patah², terkadang sering analog bermain sendiri gak bisa di arahkan dan selalu dapat musuh yang sangat sulit di lvl jauh dari saya, pergerakan hero masih kaku padahal sudah update berkali kali tapi malah tambah masalah saja apalagi masalah koneksi perbaiki game ini!!!!!!",1,Negatif
Ingin melepaskan tautan akun infinite saja dipersusah. Fitur dukungan pemain sepertinya tidak berguna pada game 1 ini. Tidak seperti game umum yg lain. Game ini mempersulit keinginan para player hanya untuk hal-hal penggantian akun (infinite/google) lihat saja seperti game² sebelah fitur CS fast respon tidak harus menunggu 72 jam dan harusnya fitur pelepasan akun itu normalnya ada tanpa harus menghubungi CS. SAMPAH DEVELOPER SAMPAH LAMA² BOSAN JUGA SAMA GAME INI,1,Negatif
"Moba bagus,tingkatkan lagi. Masukkan dari saya sistem sinyal lebih bagus lagi biar kenyamanan player bermain lebih menyenangkan dan satu lagi lebih banyak lagi hadiah menarik gratis untuk semua player biar makin rame dan diminati 😁,Oohh yaaa ada lagi masukkan dari saya penyesuaian semua hero ada yang harus di nerf keliatan banyak hero yang tebel tebel hpnya dari bawaan heronya terus di beri combo lagi sama item item defense jadi makin susah bunuhnya.",5,Positif
Gk ml gk hok. Sama aja dapat tim begok mulu server suka lag padahal sinyal bagus terus karakter nya rata rata kebanyakan nama cina kurang enak di mainkan detail game masih kurang .,1,Negatif
"Pas selesai sistem draf pick kok gak bisa masuk ke permainan sih min jadinya saya harus relog dulu baru bisa,gara gara itu point reputasi Ku turun terus gara-gara sering di cap afk padahal cuma relog doang,itupun aku langsung masuk ke permainan lagi min dan itu gak lama. kalo masalah jaringan aman aman aja, tolong lah min ini sampe Ndak bisa main classic loh",1,Negatif
"Untuk fitur pemilihan lane harusnya ada penguncian pas di pick, jadi cuma fokus lane tertentu. Supaya tidak bisa memilih hero di luar lane, sistem tukar lane tetep ada. Tapi tambahkan sistem penguncian lane pas di pick, agar pemilihan hero sesuai dengan lanenya.",5,Positif
"maaf saya kurangi lagi bintangnya karna gak sesuai yg tertera ternyata damage mid lebih rendah dari roam terus jangkaoan dengan jedanya sekil sangat tidak sesuai apalagi ultimate sangat minis sih dari pembagian tim sudah ok sih dengan barat hati saya kasih bintang dua, saharap di perbaiki lagi dari segi skill, ultimate, dan jeda waktunya maaf saya berhenti dari game ini",2,Negatif
"DEAR LEVEL INFINITE TEAM. GAME TERBURUK YG PERNAH ADA DI SCENE MOBA !!!! Tolong dong diperbaiki sistem pemulihan poin reputasi. Masa cuma dikasih 5X doang. Klo bisa unlimited untuk pemulihan poin reputasinya & dark system ranked nya juga diperbaiki. Disesuaikan tingkatan tier nya agar ngga ada yg ngetroll. Karna kasian player yg tier nya tinggi (GM keatas) dapetnya bot terus, sedangkan musuh tier nya lebih tinggi daripada kita.",1,Negatif
"Bukannya upgrade malah downgrade, jaringan tidak stabil, sering keluar sendiri saat loading match dan saat masuk kembali dan sudah 100% malah kembali ke 0% dan terkadang force close lagi hingga menyebabkan terkena hukuman afk yang tidak bisa diappeal. Sedangkan jika ada rekan yang melanggar peraturan secara sengaja sangat susah untuk direport jika saja bisa memberi 0 bintang. Saya sudah memberi nilai game ini 0 besar karena matchmaking yang buruk serta pengalaman match yang tidak menyenangkan.",1,Negatif
"Semenjak rilis PlayStore bnyak indo DARKSISTEM, dapat tim bot, main solo makin susah karna tim ampas dn bot, gua bintang 89 bisa""nya ketemu bintang 23 di tim sekali di tim musuh bintang 100+ 2 org tim gua puluhan doang bintang nya, sekali dua kali masih di maklumi, ini berkali-kali heran dah, balikin yg global aja ush pakai server indo, bnyak bocah fomo dan beban semenjak masuk di play store",1,Negatif
"Awal nya gk di apdet baik² aja tapi pas di apdet malah jadi jelek ,mau main aja di keluarin terus menerus 😭😭😭😭 sekarang malah lebih parah di keluarin😡😡😡 terus kalo kayak gini gimana coba cara main nya permainan ku ini doang😔 gimana caranya supaya aku bisa main Sampek kayak teman aku yg lainnya sedih tau gk bisa naik rengku",1,Negatif
Tolong map nya di buat bervariasi biar tidak gitu gitu aja dan tampilan hero nya tolong lebih hd lagi punya saya sudah saya buat hd dan frame rate tinggi hasil nya kurang menarik dan tampilan saat mau mulai in game yang 0% sampai 100% tolong di buat lebih bagus jelek banget. dan saat matchmaking waktu di kasih milih hero terlalu cepat. dan menurut saya saat matchmaking itu setiap Hero yang di pilih setiap orang harus ada tampilan animasi yang dapat di lihat tim dan musuh biar ok kelihatannya,2,Negatif
"game nya seru, apalagi buat bucin. tapi terlalu berat yaaa🥺🥺.. aku sama cowo ku main ini emang seru banget. semoga tecent semakin berkembang. semoga rame kedepannya juga. perbanyak event apalagi collab, itu yang buat kami semua betah🥰",5,Positif
"mantap dan keren. tadi nya Tolong dong di perbaiki. mas kalo war atau kena Genk, fps ku Langsung drop. Kan para. Tolong di perbaiki min. Terimakasih. Oh yah maaf banget nih , darak system' a ngeri banget. Setiap aku war pasti selalu dapat player yang kurang mengerti. Tetang war. Posisi musuh. Posisi tim figet dan posisi mebunu loard, Yang mana. Padahal sudah hampir menag. Malah kena kambek. Bukan 1,2/3 malah hampir sering, di setiap mect.",1,Negatif
"Untuk hp ram 4 suka ngelek belum main aja sudah leg fremdrop tolong di optimalkan kalau perlu unduhan data yang penting""saja kalau gak punya skin gak perlu download data aset lengkap bikin berat",2,Negatif
"Hero power tidak seimbang. Contoh nya hanya Hero itu-itu saja yang dipakai oleh para pemain, karena banyak Hero yang tidak seimbang dan memiliki power sangat lemah dan tidak layak digunakan. Jika dibandingkan game seperti mobile legends, Hero mobile legends jauh lebih seimbang, hampir semua Hero memiliki power yang setara. Jika masih terjadi seperti ini, maka HOK belum layak untuk mengadakan turnamen secara besar-besaran.",1,Negatif
"Dari segi event ama grafik nya bagus, betul memang developer tidak kikir cuma yg gak enak nya itu satu, hero stun bejibun, sekali kena stun di stun lagi, Mana lama lagi. Tapi kita tepis dulu yang itu, mari bahas ke game yang ramah juga anti toxic. ini game ya dari awal main sampai grandmaster anti toxic, Suka jadinya, sehat"" game baik👍. Lu bocah fomo yg ketinggalan info asli game ini lawak besar, diam dan jangan bacot. Datang kesini cuma mau kasih b1 doang",5,Positif
"Matchmakingnya gak seimbang kebanyakan dapet player bot, terlalu banyak stun jadi gak balence. Lebih baik dikurangi itu efek stun, masa main dapat musuh full stun , ya pasti mati lah kocak. Baru gerakannya lama, klo musuhmya hpnya tebel, tebelnya gak ngotak anjin*, pengurangan armor nya susah, jadi gak balence. Lebih bagus game sebelah. Klo masih ditier rendah mah ok2 ana main solo. Tpi kalo sudah di tier atas gk direkomendasikan buat main solo.",1,Negatif
"Bagi player solo, kalian gausah main game ini, match making nya ga imbang, gapada ngerti main di rank master ke atas. Buat player solo mending gausah donlot game ini, buang waktu, tambah stress",1,Negatif
Game bagus grafik lumayan skinnya juga bagus efeknya gak kayak game sebelah pelit efek plus sistem matchmakingnya jelek burik dikasih skin paling bagus tapi efeknya tipis mending disini skin gratis plus bagus plus efek gak pelit mantep dah cuman minusnya harus banyak downlod data biar bisa main lancar udh gitu aja sih,4,Positif
"Matchmaking nya tolong di benerin, lama² uninstall juga ni game, koar² doang di gedein tapi game ampas, matching gak jelas dapat tim selalu bot, percuma ganti role kalau dapat tim selalu di kasih bot, apalagi bot PH gak jelas emang !!!!!!!!",1,Negatif
"Nge lag fps nya kecil banget,dikit dikit close force,data nya ke gedean,apa Apan 200mb cuman buat lihat skin basic,di hapus data bukannya ilang malah balik lagi",2,Negatif
"Nagus banget, lane nya seimbang dan sangat adil. Tolong kedepannya ditingkatkan lagi, karena terkadang masih ada pemain yang memaksa untuk nabrak lane, mungkin bisa diterapkan jika terpilih salah satu lane Example: MM/Farm Lane, tolong dibuat agak pemain tersebut hanya dapat menggunakan Hero MM, overall semua bagus dari grafik sampai aspek-aspek kecil lainnya apalagi skin tang terjangkau, terimakasih. Sukses selalu HOK<3",5,Positif
