content,score,Label
Gamenya bagus cuman jaringan nya harus di perbaiki lagi soalnya tiba-tiba merah sendiri tapi pas main game lain lancar padahal gama termasuk game berat tapi kok game ini gk palah berat bisa ngelek-ngelek,1,Negatif
"tolong ini garena, sinyal saya bagus saja tapi kenapa setiap mau login atau pun main selalu tidak bisa ya??? tolong dong ini kalo setiap update jangan semakin burik, dan tolong kurangin bug damage atau bug yg lainnya, tolong notice saya garena, soalnya tiap update makin burik😂",2,Negatif
Kalo update itu benerin bug yang bikin playernya tidak nyaman bukan malah nambah bug! game yang sangatt sangatt bikin kecewa semua playernya sehingga player dari game free fire membandingkan dengan game offline yang MB nya masih di bawa 100mb yang begitu lebih baik lebih bagus tampilan lebih menarik dari pada game free fire yang sudah ada versi max tetapi tetap begitu begitu saja cukum mengecewakan! Saya kasih bintang 1 itu juga saya masih ada rasa kasian kalo bisa reatin game paling buruk!!,1,Negatif
"Gamenya makin kesini makin bobrok banyak bug yg gk pernah dibenerin contoh bug damage padahal sg ku rapper,gamenya gk pernah dioptimalkan, sinyal 64 sudah ngelag padahal pubg ping 100 itu masih lancar tolong difix",2,Negatif
bagus banget game nya . tapi sayaa kebanyakan di dalam game nya itu ngelag sama ngebag ....tapi gapapa saya tetap senang main nya,5,Positif
Banyak bug waktu main cs layar sering berwarna orange Dan di in game sering terjadi bug analog. Mohon untuk pihak game perbaiki itu sangat tidak nyaman,2,Negatif
Garena tolong jelaskan saya tadi maen di br dan saya kil 6 kok dikit naik sisa musuh 12 saya naik 21 tolong di perbaiki kalau teman saya kil 6 dan sisa musuh 12 di naik 68 kenapa gitu Garena kalau enggak di perbaiki,1,Negatif
Game ini bagus banget aku suka banget tapi untuk Evo guns nya di tambahin lagi biar makin asik Ok itu aja terimakasiih 🙏🙏.,5,Positif
Tolong sinyalnya di bawah 100 dan lone wolf diperbaiki dan cs rangket diperbaiki tapi game nya bagus dari brown 1 ke diamond 1 mudah tapi naik ke grenmaster nya susah bgt kasih bintang 5,5,Positif
"Maaf tapi permainan ini saat bagus tapi mengapa pas awal mulai ngeleg pas loding sumber daya masih ok pas udah itu gak mau di buka padahal sinyal nya gak ngeleg loh ini tolong di perbaiki udah 5 hari gak bisa main ff tapi game nya udah bagus cuma itu dong Terima kasih 🙏🙏 ""Di edit makasih udah di perbaiki jadi bisa main lagi thank you free fire "" Aku kasih bintang 5",5,Positif
"Baru masuk game emang sih 1 kali 2 kali menang terus, tapi kenapa pas ke 3 kali dan ke 4 kalinya main kalah terus? Di tambah jaringannya kurang bagus dan musuhnya gak seimbang tolong di perbaiki lagi dev",3,
"bug nya tolong di perbaiki, dan juga tolong di permudah untuk player meningkatkan rank, karena di clash squad tim saya main nya tidak bener",2,Negatif
gua pas main cs rank kok lama bgt milih snjata nya itu antara bug atw nge leg trs bug langit tiba tiba jadi orenn trus pas ketemu muduh tuh hp gua jadi patah patah gara gara bug tolong di perbaiki,2,Negatif
Tombol gloowall gak muncul dan gloowall nya gak bisa di pake tolong perbaiki bug nya,2,Negatif
Game nya bagus tapi lama kelamaan tiba tiba ada tulisan koneksi error sebenar nya kuota saya baru di isi macam mana garana,1,Negatif
"Aku kasih bintang 5 soalnya mainan ini sangat seru apalagi pas gak mood oh ya aku mau nanya kapan update terbaru ulang aku gak sabar nih juga aku lupa disitu bisa Mabar lah pokoknya gak sia sia aku download ni permainan dehh bikin aku jadi tambah makin senang wkwk yukk buruan cobain free fire bersama aku,,pliss buat kalian yang ngira ini pke bayar itu engga ya GRATIS KALO KALIAN BOLEH TAU!!!jadi ayooo download dan senangkan hari mu yaa💫💋😻👍🏻🤫🧏🏻",5,Positif
Game ini bagus sih tapi tolong ya garena kenapa saat saya main tiba tiba tombol nya hilang dan dan jadi susah banget untuk mainnya tolong diperbaiki Garena,4,Positif
"game nya lumayan, tapi ini gimna critanya ni game punya fitur baru kaya jj + juga langit suka kuning smua, saya g suka fitur jj nya jd sy mnta tolong bngt bwt d hilangin aja. Masalahnya ternyata bukan saya saja yg mengalami🧚‍♂️💋",3,
Tolong sinyalnya di perbaiki pas sudah galahin musuh eh tiba2 langsung terkeluar tolong ya itu harus di perbaiki itu juga buat gema ini sepi suka terkeluar sendiri,1,Negatif
Kembalikan era ff yg dulu peak training dll kembalikan tolong saya pensi karena banyak update tapi malah gak bagus bagusan dulu era th 2019,1,Negatif
Saya suka banget sama ff tapi aku lebih suka Jika kunci Arsenal di balikin lagi sama Garena Kita bisa santai bertempur dan juga ada emot Karakternya keren semua apalagi hewan nya Hewan nya lucu lucu😎🥰😍🤩🥴🥳,5,Positif
Halo garena tolong kok sekarang banyak bug yang ada kayak bug asap jadi bidik nya tidak nempel tolong perbaiki ya garena kemarin aja mau pensi tolong ya,3,
Game nya bagus tapi jaringan nya leg trus padahal sinyal Wifi full sama paket data juga masih bnyk,3,
"Min bantu jawab gimana cara mengembalikan data yg tidak sengaja terhapus. Seperti koleksi, karakter, dan fashion",4,Positif
Makin berjalan nya waktu makin ada bug+rusak+jelek+misi gak masuk akal+cs rank tim aku bot tim musuh pro+lgi enak²nya main mlh jaringan 999+ padahal baru aja ngisi kuota pas aku buka tik tok bisa pas aku masuk ff lgi bisa itu sangat aneh kembalikan smua senjata old ke br rank lahhhh garenaaaaa!!!!,1,Negatif
"Gamenya bagus banget, Juga game ini itu Gratis dan Grafiknya bagus banget. Juga yang bilang game ini burik, gini caranya biar gak burik, kalian ke setting, lalu pencet tampilan, lalu ubah Grafiknya sesuai yang kalian mau.",5,Positif
𝑔𝑒𝑚 𝑠𝑢𝑑𝑎ℎ 𝑏𝑎𝑔𝑢𝑠 𝑡𝑎𝑝𝑖 𝑚𝑎𝑓 𝑏𝑢𝑘𝑎𝑛 𝑦𝑎 𝑡𝑖𝑑𝑎𝑘 𝑠𝑢𝑘𝑎 𝑚𝑎𝑖𝑛 𝑓𝑓 𝑚𝑖𝑛𝑡𝑎𝑘 𝑏𝑎𝑛𝑡𝑢𝑤𝑎𝑛 𝑘𝑒𝑝𝑎𝑑𝑎 𝑦𝑎𝑛𝑔 𝑡𝑒𝑟 ℎ𝑜𝑟𝑚𝑎𝑡 𝑏𝑝𝑎𝑘 𝑔𝑎𝑟𝑒𝑛𝑎 𝑎𝑘𝑢𝑛 𝑎𝑘𝑢 𝑎𝑑𝑎 𝑚𝑎𝑠𝑎𝑙𝑎ℎ 𝑘𝑎𝑙𝑜𝑘 𝑚𝑎𝑖𝑛 𝑔𝑎𝑘 𝑙𝑖𝑦𝑎𝑡 𝑠𝑒𝑛𝑗𝑎𝑡𝑎 𝑘𝑎𝑙𝑜𝑘 𝑚𝑎𝑖𝑛 𝑐𝑒𝑒𝑠 𝑑𝑖𝑏𝑒𝑙𝑎𝑘𝑎𝑛𝑔 𝑘𝑎𝑑𝑎𝑛𝑔 𝑎𝑑𝑎 𝑜𝑟𝑎𝑛𝑔 𝑜𝑟𝑒𝑛 𝑑𝑎𝑛 𝑘𝑎𝑙𝑜𝑘 𝑎𝑘𝑢 𝑚𝑎𝑖𝑛 𝑚𝑢𝑠𝑢ℎ 𝑔𝑎𝑘 𝑚𝑎𝑡𝑖 𝑡𝑜𝑙𝑜𝑛𝑔 𝑑𝑖𝑝𝑒𝑟 𝑏𝑎𝑖𝑘𝑖 𝑡𝑜𝑙𝑜𝑛𝑔 𝑦𝑎 𝑏𝑎𝑛𝑔 𝑡𝑜𝑙𝑜𝑛,5,Positif
"Gameplay nya keren bisa mabar dan grafiknya luarbiasa, tapi tolongya harga dm nya tuh dikurangin sedikit karena lebih mahal daripada yang dulu",4,Positif
"Game nya sangat keren dan nanti pas tahun baru, pls ya bang kak nnti update ada senjata M1887 gratis terus permanen, senjata M1887nya kayak repper, sg OPM dan SG lumut ya bg kak tp harus pilih salah satu ya, terimakasih ✌️",4,Positif
"Game sampah, pas main cs malah ada cahaya kuning sama bug jedag jedug, tolong yah garena diperbaiki bug nya",1,Negatif
"Assalamualaikum tolong lah ngebak nya di perbaikin lagi, seperti crosair ny ga lengket, trus klo misalny kita udah berlindung masih ttp aja kenak, gw suka ama ini game cuman gw kecewa ya karna ini makin update makin rusak sumpah ,tolong dong update nya yg gini² dulu, jangan update item baru trus,itu aja dari saya terimakasih.",1,Negatif
"Sumpah main bertahun²sdah. Nembak sampe 5kali sg2 gak kenock²gak jlas aim sekarang..perbaiki dulu jir,jadi malas main game ini ..map banyak berubah tp masalah aim gak diurus²kon taee",1,Negatif
kenapa saya kasih bintang 1? ya... benar sekali tim saya tidak seimbang dengan tim musuh sering kali tim saya afk dan juga perbedaan rank antara tim saya dengan tim musuh tolong perbaiki lagi tentang sistem dalam pembentukan tim,1,Negatif
"Game nya bagus bgt,tapi pas main br Itu tiba tiba ngelek padahal wifi nya lancar Dan pas main cs rengket musuh bot si garena yg mainin",4,Positif
"Woy coba jgn ksih lama di lobi kerja sama dgn baik,masa saya berperang tiba""sinyal naik,banyak kerugian saya top up,kalau tidak saya sudah berhenti main game ff,Karan banyak bug nya,menyebalkan ini game,coba berikan komentar dari pihak Garena,jgn hanya diam saja",1,Negatif
Game ini sangat seru tapi kenapa kalo saya main game nya selalu 999 mulu jaringannya padahal saya pake wifi jadi tolong perbaiki nanti saya tambahi jdi bintan lima terimakasih,5,Positif
gua setelah nyoba game ini saya merasa kayak ada yang aneh yang aneh nya itu.saya makin jago gara gara makin jago temen gua yang main di 2022 kalah sama gua udah segini aja pesan dari gua bay welcome .eh iya gua belum reting bintang nya gua reting emm bintang lima aja karena grafik nya bagus bay welcome,5,Positif
Tolong diperbaiki dong!!! Lawan nya yg sesuai dikit kasih jangan bot masak diamon lawan heroic harus sesuai kasih lawan nya🙏🙏🙏,1,Negatif
Game ya bagus tapi pas main cs rangket senjata musuh suk hesnod ya sakit dan teman suka keluar dan ngelek mohon garena di perbaiki ff ya,5,Positif
Gamenya bagus sekali tapi tolong kasih emot geratis dan jangan update terus ff .saya beri ranting 5★:).,5,Positif
"apala😹 dlu bikin game kaya niat bngt lah sekarang? waktu mau main selalu kluar mulu ke layar utama,kaya apasi? kalo bikin game ngotak dkit lah tlol gimana ga pada pensi orng kalo main slalu di balikin ke layar awal tolol",1,Negatif
Ini game sangat tidak adil saat tim saya afk saja tetap turun bintang player tidak seimbang banyak sekali player ngefeed tetapi dihiraukan padahal sudah di report dan banyak player yang tidak bisa main dimasukkan ke dalam game terutama cs ranked rank elite heroic player malah seperti rank gold dan ff juga punya banyak sekali bug terutama tidak bisa login ff dengan alasan download gagal saya pernah terjadi seperti itu tidak ada cara lain jadi saya reset hp saya jadi segitu saja yang menggangu,1,Negatif
tak sesuai musuh nya jago sedangkan tim kita cupu yang di kasih tak sesuai dengan perlawanan terhadap tim dengan musuh semoga di perbaiki agar bisa Yaman saat main,1,Negatif
"Game full dark sistem, main cs ketemu bucin ga bisa main giliran di liat ranknya platinum padahal gw main di master kuning bintang 148😮‍💨",3,
Tolong perbaiki bug jaringan!! Padahal jaringannya bagus pas in game malah leg,2,Negatif
"permainannya udah sangat bagus tapi ada sedikit yang harus di perbaiki min, itu data-datanya udah di download semua tapi tidak kelihatan skin senjata dan baju bajunya, tolong di perbaiki ya min mksh.",4,Positif
Apalah padahal temen aku gak ngekil dan gak damage tapi nambah nya banyak tapi aku kok udah kil 7 nambahnya cuma 18 dan satu lagi dynamic duo ku sama temen udah main 11kali gak nambah nambah padahal 1 lagi dapet cn tolong di perbaiki ya min terimakasih🤗🤗 min tolong hapus bug cr min masa udah capek2 bikin tulisannya cr anda tidak cukup tolong ya minnnnnnn plisssss karena aku kesel banget sama bugnya trimakasih🤗🤗🤗🤗🤗,5,Positif
"Akunku dideteksi menggunakan aplikasi tidak resmi, padahal akunku pake aplikasi resmi ini... Sehingga akun ku dilarang main selama 7 hari. Itu pendeteksinya diperbaiki lagi..... Makin update makin ngawur....",3,
Bagus sekarang mah cuma ngaruh ke jaringan padalah jaringan nya bagus banget tapi kalo dah di game burik jaringan. Perbaiki lah bikin emosi aja. Pensi lama² gua jir,2,Negatif
"Game udah bagus Tapi setiap apdet ada ada aja yang jelek!! Seperti bug lah ini lah itu lah, tolong di perbaiki , biarpemain gak bosan main 🙏🙏",3,
Tolong garena masak saya main di cs rank temen gua bot semua sedang kan musuh pro semua padahal rank saya masih rendah tolong garena😭 sama balikan akun saya setelah update akun goggle saya hilang padahal udah Sultan malah hilang😭,1,Negatif
"FF sangat menyenangkan dan menarik sungguh nya dan game' ini sangatlah mudah sekali dan juga suaranya bisa di atur dan bisa memakai pedang,menembak bisa pakai glowal juga ada gedung dan ada menara.",5,Positif
"Gamenya terlalu banyak bug jadi males, Padahal jaringan enak enak aja tapi malah ngelag parah tolong benerin lah",3,
"Knpa yaa pas saya coba download kok epep saya kaya ngebug gitu hitam aja layar nya padahal hp saya dalam keadaan normal,tapi kok kaya ngebug gitu tolong benerin dong min",1,Negatif
Gua kasih bintang dua karena game nya burik pantes di tempat sampah udah gitu event yang lama di keluarin lagi gak jelas nih Garena lama lama kaya bab1 Terus makin update makin burik udah kaya game lama bot udah gitu DM nya jarang banget yang gratisan udah,2,Negatif
Sungguh mengecewakan saldo di apk dana habis langsung otomatis beli skin. Yang mau. Memang anak saya. Cuman harusnya ada konfirmasi pembelian minimal sandi dana..game busuk,1,Negatif
Gem sangat seru Bisa bermain dengan teman Sampai lupa waktu dan skin sangat bagus dan skin senjata juga bagus,5,Positif
"Controlnya ga leluasa, ga ada lock movementnya, ga ada setting layar penuh adanya cuma kiri bagian movement kanan bagian nembak, ga leluasa, kami player battleground shorcut tembak pasti di atas kiri, mau nembak malah gajelas movementnya kek orang linglung",3,
Tolong untuk kedepannya free fire Garena jangan lebih mementingkan event-event coba lebih koreksi lagi ke jaringan.. sia-sia jika event bagus tetapi tidak stabil tolong dikoreksi lagi terima kasih,1,Negatif
"gamenya seru,tapi mungkin di perbaiki lagi,karna sering kali saya menemukan bug,jadi saya minta tolong untuk kedepannya jika update lagi maka hilangkan bug yg ada",5,Positif
"Aku udah main game ini dari 2018 dah jujur update ini adalah update yang gak jelas, masak pas main cs renk ada kuning², kan jadi gak bisa lihat apa². Udah banyak ya yg ngalamin hal kayak gitu tapi tetap GK di perbaiki. Tolong ya Garena",2,Negatif
"Tolong lah kalo ngasih tim itu sesuaikan dengan KDA kita, yang seimbang gitu sama musuhnya, setiap kali main dapet tim yang gak ngerti revive, gak ngerti nembak, padahal rank dia diamond, bisa2 planga-plongo gajelas wkwkw, udah tim musuh kayak setan jago banget, aduh dahlah anjir",5,Positif
min tambahin fitur voice all min jadi kita bisa on mic satu map kalo ada fitur ini pasti bagus min jangan cuma di sosial island dong di map lain kaya rank tambahin min,5,Positif
Menurt saya sih tapi ini beda ulasannya Soalnya saya pas mau matchmaking nya Lama banget jadi tolong diperbaiki lagi Game ff nya trimakasih:D,2,Negatif
"Min ko ff saya suka tiba tiba ngebag,bag nyah itu kaya ga di download tapi udah di download kalo di hp saya ngebag senjat,baju,emot,dll itu gak keliatan skin nyah kalo di hp yang lain keliatan skin nyah udah 5 kali kaya gitu mulu malahan mah saya download ff max sama ff biasa tapi masih ajah gitu,itu tuh kenapa ya min tolong bantuannya min",5,Positif
"Sebenernya ini kenapa kok game nya ,sinyal nya Lo kok jelek banget kalau buat main game online yang lain lancar, tapai kalu ini kok astagfirullah,bikin darah tinggi ,sinyal kok kuning terus tolong ini di jelasin gimana konsepnya game ini",2,Negatif
"Gw kagak tau ini karma or gimane, ya Lu pd semua liat aja di match CS biasa itu isinya bot literally bot sampe ada yg win streaknya 59 tapi lebih ngeri bot di CS rank, aim nya ngeri-ngeri banget udh gitu kagak bisa direport pas agi main cmn bisa pas selesenya doang + juga matchnya gampang ketebak, abis ketemu bot yg aim ngeri nanti dikasih bot yg bener-bener bot, yahh serah lu garentod mau dibaca apa nggak cmn saranin aja perbaikin tuh gameplaynya jan event doang yg dipikirin",1,Negatif
"Maaf aku kasih bintang satu karena suka nge bug sendiri terus suka ada kabut warna kuning klo main cs renk musuh nya pada jago"" tapi tim sendiri pada bot tolong di benerin garenaaa!!!!!",1,Negatif
"udah game mati,banyak bug skarang,tolong lah,update tu harusnya makin bagus,lah kok malah makin jelek,emang sih kata mereka game burik,banyak bug sekarang,💯",1,Negatif
Game gj semua misinya gak jelas sudah itu susah lagi misinya sama juga event nya gajelas susah dan diluarnalar ff gj kerjakan event susah betul buat orang booyah sudah reset season terus mending kau gak usah bikin game ff habistu banyak betul dari sistem disana setiap naikin rank tim ku dapat darksistem sudah bikin event susah ini lagi setiap main rank dikasih tim bot,1,Negatif
"Sampai kapan akun saya bisa maen RANK GARENA YANG TERHORMAT mau hampir 1 BULAN gak bisa maen RANK..,SUMPAH LAMA BANGET PENANGANAN DARI PIHAK GARENA NYA.,klo gini trus.,saya pensi aja udah.",1,Negatif
"Emang dasarnya game burik,lagi maen cs malah gangguan internet, padahal ga ada kendala apa pun,gw cek paket gw masi banyak,ngerugiin banget tot",1,Negatif
"Gamenya makin tolol nembak 5 - 7 gak mati², giliran di tembak balik 1 - 2 mati game rusak, kalau mau nyiptain game pikir² dulu game kau rusak gakk, udh rusak diciptain lagi, apalagi sinya beuhh jangan di tanyakan lagi sinyal 4G pun tetap ngelek udh hapus aja gamenyaa🤬",1,Negatif
"Ribet! Udahlah suka ngelag apalagi matching nya lama, coba perbaiki ini ff biar gak ngelag kalau Matching! Ff burik!",1,Negatif
Free fire setelah update cs knapa pas main atu mau nembak musuh menjadi kejang² karakternya dan ngk mau berhenti ibarat seperti nyendat² gitu ..tolong diperbaiki lagi,1,Negatif
Pas seson malah tambah ngelag Bukan nya bagus malah jadi nelag tambahan. Senjata nya musuh malah lebig sakit dari pada kita. Juga tim nya bot bot,1,Negatif
"Woy garena klo kau buat game itu tiap update di perbaiki lah bug demen, jaringan, dll .bukan cuma nambah fitur tapi malah nambah bug kau niat dikit lah",1,Negatif
ada yang bikin sebeel juga yaitu pas ngelag ngaco gak bisa ngmatch ngundang pertemanan apa lagi ganti kategori permainan coba tolong itu kayak nya bug gak normal dah,3,
"gw lagi main di br malah muncul iklan biasanya kagak ada tuh iklan kok tiba-tiba ada iklan,tolong perbaikin developer nya🗿",3,
"Makin update makin aneh , lagi push cs malah JJ manual , udah login ulang masih aja pas masuk game ttp sama , aneh ff burik bintang 1",1,Negatif
"makin di update makin aneh ,udh banyak bug sering kali kena bug DAMAGE dari dulu kaga pernah di fix, gw gagal menang di fast tour gara"" bug damage, sngt merugikan",2,Negatif
gamenya bagus tapi misinya kok Ada yang pakek DIAMON aku Jadi GK bisa menyelesaikan Misi nya setiap rangnya pas Bronze tapi musuhnya bot Tapi timku bot mohon di perbaiki GARENA ADA yang kurang Dari game ini sangat sulit Untuk menyelesaikan misinya Garena!!!!!!,5,Positif
