content,score,Label,text_clean,text_Stopword,text_tokens,text_steamindo
"main nya enak bisa mabar aku suka mines nya aku gk mau habisin duit , game nya bagus kok asik jugak aku suka main nya sampai ketagihan",4,Positif,main nya enak bisa mabar aku suka mines nya aku gk mau habisin duit  game nya bagus kok asik jugak aku suka main nya sampai ketagihan,main nya enak mabar suka mines nya gk habisin duit game nya bagus asik jugak suka main nya ketagihan,"['main', 'nya', 'enak', 'mabar', 'suka', 'mines', 'nya', 'gk', 'habisin', 'duit', 'game', 'nya', 'bagus', 'asik', 'jugak', 'suka', 'main', 'nya', 'ketagihan']",main nya enak mabar suka mes nya gk habisin duit game nya bagus asik jugak suka main nya tagih
"Update sekarang free fire makin rusak dan banyak bug nya lah , udh bug mic sekarang bug sinyal tiba² merah tolong sistem tim nya kalau di cs garena gk penrah adil sering di kasoh orng afk orang baru main sedangkan musuh nya jago² heran syaa mah sama game ff kdang musuh nya keras² gk mati²",1,Negatif,update sekarang free fire makin rusak dan banyak bug nya lah  udh bug mic sekarang bug sinyal tiba merah tolong sistem tim nya kalau di cs garena gk penrah adil sering di kasoh orng afk orang baru main sedangkan musuh nya jago heran syaa mah sama game ff kdang musuh nya keras gk mati,update free fire rusak bug nya udh bug mic bug sinyal merah tolong sistem tim nya cs garena gk penrah adil kasoh orng afk orang main musuh nya jago heran syaa mah game ff kdang musuh nya keras gk mati,"['update', 'free', 'fire', 'rusak', 'bug', 'nya', 'udh', 'bug', 'mic', 'bug', 'sinyal', 'merah', 'tolong', 'sistem', 'tim', 'nya', 'cs', 'garena', 'gk', 'penrah', 'adil', 'kasoh', 'orng', 'afk', 'orang', 'main', 'musuh', 'nya', 'jago', 'heran', 'syaa', 'mah', 'game', 'ff', 'kdang', 'musuh', 'nya', 'keras', 'gk', 'mati']",update free fire rusak bug nya udh bug mic bug sinyal merah tolong sistem tim nya cs garena gk penrah adil kasoh orng afk orang main musuh nya jago heran syaa mah game ff kdang musuh nya keras gk mati
"min garena kenapa ya setiap data ff saya kedownload pasti tombol glowall nya hilang (tidak bisa digunakan) dari dulu selalu begitu, saya sudah sangat amat sering download hapus download hapus dan itu membuat saya rugi, saya tidak nyaman jika bermain tanpa menggunakan glowall (eskepal). MOHON GARENA TOLONG BANTU SAYA, SAYA MAU BERMAIN FF DENGAN TENANG.",2,Negatif,min garena kenapa ya setiap data ff saya kedownload pasti tombol glowall nya hilang tidak bisa digunakan dari dulu selalu begitu saya sudah sangat amat sering download hapus download hapus dan itu membuat saya rugi saya tidak nyaman jika bermain tanpa menggunakan glowall eskepal mohon garena tolong bantu saya saya mau bermain ff dengan tenang,min garena ya data ff kedownload tombol glowall nya hilang download hapus download hapus rugi nyaman bermain glowall eskepal mohon garena tolong bantu bermain ff tenang,"['min', 'garena', 'ya', 'data', 'ff', 'kedownload', 'tombol', 'glowall', 'nya', 'hilang', 'download', 'hapus', 'download', 'hapus', 'rugi', 'nyaman', 'bermain', 'glowall', 'eskepal', 'mohon', 'garena', 'tolong', 'bantu', 'bermain', 'ff', 'tenang']",min garena ya data ff kedownload tombol glowall nya hilang download hapus download hapus rugi nyaman main glowall eskepal mohon garena tolong bantu main ff tenang
"Gamenya bagus tapi,Tolong akun ff saya ngebug,udah download semua file,tapi ga gabisa dipake semua bajunya,malah polos doang kalo pake baju dan senjata²nya,tolong perbaiki.",4,Positif,gamenya bagus tapitolong akun ff saya ngebugudah download semua filetapi ga gabisa dipake semua bajunyamalah polos doang kalo pake baju dan senjatanyatolong perbaiki,gamenya bagus tapitolong akun ff ngebugudah download filetapi ga gabisa dipake bajunyamalah polos doang kalo pake baju senjatanyatolong perbaiki,"['gamenya', 'bagus', 'tapitolong', 'akun', 'ff', 'ngebugudah', 'download', 'filetapi', 'ga', 'gabisa', 'dipake', 'bajunyamalah', 'polos', 'doang', 'kalo', 'pake', 'baju', 'senjatanyatolong', 'perbaiki']",gamenya bagus tapitolong akun ff ngebugudah download filetapi ga gabisa dipake bajunyamalah polos doang kalo pake baju senjatanyatolong baik
game nya sangat bagus sekali aku setiap hari mainkan gamenya aku juga suruh teman ku buat download game ini dan bisa Mabar sama teman.,5,Positif,game nya sangat bagus sekali aku setiap hari mainkan gamenya aku juga suruh teman ku buat download game ini dan bisa mabar sama teman,game nya bagus mainkan gamenya suruh teman ku download game mabar teman,"['game', 'nya', 'bagus', 'mainkan', 'gamenya', 'suruh', 'teman', 'ku', 'download', 'game', 'mabar', 'teman']",game nya bagus main gamenya suruh teman ku download game mabar teman
game nya sangat bagus seandainya saya menggunakan mode ultra tidak ngelek pasti sangat bagus dan hd tapi gk papa ini mungkin hp gue yng kentang sekali lagi ini game sangat bagus terimakasih😊,5,Positif,game nya sangat bagus seandainya saya menggunakan mode ultra tidak ngelek pasti sangat bagus dan hd tapi gk papa ini mungkin hp gue yng kentang sekali lagi ini game sangat bagus terimakasih,game nya bagus seandainya mode ultra ngelek bagus hd gk papa hp gue yng kentang game bagus terimakasih,"['game', 'nya', 'bagus', 'seandainya', 'mode', 'ultra', 'ngelek', 'bagus', 'hd', 'gk', 'papa', 'hp', 'gue', 'yng', 'kentang', 'game', 'bagus', 'terimakasih']",game nya bagus anda mode ultra ngelek bagus hd gk papa hp gue yng kentang game bagus terimakasih
Gama ini gak ada akhlaknya karena banyak bug dan player yang makek chit padahal aim ku merah tapi gak mati padahal jaringan saya biasa aja,1,Negatif,gama ini gak ada akhlaknya karena banyak bug dan player yang makek chit padahal aim ku merah tapi gak mati padahal jaringan saya biasa aja,gama gak akhlaknya bug player makek chit aim ku merah gak mati jaringan aja,"['gama', 'gak', 'akhlaknya', 'bug', 'player', 'makek', 'chit', 'aim', 'ku', 'merah', 'gak', 'mati', 'jaringan', 'aja']",gama gak akhlak bug player makek chit aim ku merah gak mati jaring aja
Gamenya seru juga tapi aku males sama tim juga musuhnya yang ngecheat atau bahasanya toxik juga suka sengaja kalah ngurung2 orang semoga aja yang kayak gitu kena ben,5,Positif,gamenya seru juga tapi aku males sama tim juga musuhnya yang ngecheat atau bahasanya toxik juga suka sengaja kalah ngurung orang semoga aja yang kayak gitu kena ben,gamenya seru males tim musuhnya ngecheat bahasanya toxik suka sengaja kalah ngurung orang semoga aja kayak gitu kena ben,"['gamenya', 'seru', 'males', 'tim', 'musuhnya', 'ngecheat', 'bahasanya', 'toxik', 'suka', 'sengaja', 'kalah', 'ngurung', 'orang', 'semoga', 'aja', 'kayak', 'gitu', 'kena', 'ben']",gamenya seru males tim musuh ngecheat bahasa toxik suka sengaja kalah ngurung orang moga aja kayak gitu kena ben
"Wei Garentod plsss kita mau by one cas br itu bug damage SG nya itu bikin ngesilin tod udah seneng seneng dapet SG malah ada bug damage nya garentod , garentod benerin lah penting banget itu bug damage nya biar bisa main senang hati tadi aku main udah headshot gak mati malah aku yang mati ngeselin nih garentod",4,Positif,wei garentod plsss kita mau by one cas br itu bug damage sg nya itu bikin ngesilin tod udah seneng seneng dapet sg malah ada bug damage nya garentod  garentod benerin lah penting banget itu bug damage nya biar bisa main senang hati tadi aku main udah headshot gak mati malah aku yang mati ngeselin nih garentod,wei garentod plsss by one cas br bug damage sg nya bikin ngesilin tod udah seneng seneng dapet sg bug damage nya garentod garentod benerin banget bug damage nya biar main senang hati main udah headshot gak mati mati ngeselin nih garentod,"['wei', 'garentod', 'plsss', 'by', 'one', 'cas', 'br', 'bug', 'damage', 'sg', 'nya', 'bikin', 'ngesilin', 'tod', 'udah', 'seneng', 'seneng', 'dapet', 'sg', 'bug', 'damage', 'nya', 'garentod', 'garentod', 'benerin', 'banget', 'bug', 'damage', 'nya', 'biar', 'main', 'senang', 'hati', 'main', 'udah', 'headshot', 'gak', 'mati', 'mati', 'ngeselin', 'nih', 'garentod']",wei garentod plsss by one cas br bug damage sg nya bikin ngesilin tod udah neng neng dapet sg bug damage nya garentod garentod benerin banget bug damage nya biar main senang hati main udah headshot gak mati mati ngeselin nih garentod
"sya setiap login tulisan nya ""error "" download kembali gagal"" suka kyk gt sampe sekarang blm bisa trs jedag jedug sya maw pensi tapi sy maw ngambil akun dlu malah ga bisa kok gt si. #sy ksih 1 bntang.",1,Negatif,sya setiap login tulisan nya error  download kembali gagal suka kyk gt sampe sekarang blm bisa trs jedag jedug sya maw pensi tapi sy maw ngambil akun dlu malah ga bisa kok gt si sy ksih  bntang,sya login tulisan nya error download gagal suka kyk gt sampe blm trs jedag jedug sya maw pensi sy maw ngambil akun dlu ga gt si sy ksih bntang,"['sya', 'login', 'tulisan', 'nya', 'error', 'download', 'gagal', 'suka', 'kyk', 'gt', 'sampe', 'blm', 'trs', 'jedag', 'jedug', 'sya', 'maw', 'pensi', 'sy', 'maw', 'ngambil', 'akun', 'dlu', 'ga', 'gt', 'si', 'sy', 'ksih', 'bntang']",sya login tulis nya error download gagal suka kyk gt sampe blm trs jedag jedug sya maw pensi sy maw ngambil akun dlu ga gt si sy ksih bntang
"Tolong perbaiki gems nya, masa pas ngk ada musu jaringan baguss pas ketemu warr malah ngelek padahal jaringan gua baguss, tolong perbaiki 🙏",1,Negatif,tolong perbaiki gems nya masa pas ngk ada musu jaringan baguss pas ketemu warr malah ngelek padahal jaringan gua baguss tolong perbaiki ,tolong perbaiki gems nya pas ngk musu jaringan baguss pas ketemu warr ngelek jaringan gua baguss tolong perbaiki,"['tolong', 'perbaiki', 'gems', 'nya', 'pas', 'ngk', 'musu', 'jaringan', 'baguss', 'pas', 'ketemu', 'warr', 'ngelek', 'jaringan', 'gua', 'baguss', 'tolong', 'perbaiki']",tolong baik gems nya pas ngk musu jaring baguss pas ketemu warr ngelek jaring gua baguss tolong baik
Ff sekarang gmn sih ? Data udah ke download semua tapi tetep aja skin lawan di dalam game tak nampak. Jadi gak bisa bedain mana player mana bot. Kacau kali ni ff sekarang.,1,Negatif,ff sekarang gmn sih  data udah ke download semua tapi tetep aja skin lawan di dalam game tak nampak jadi gak bisa bedain mana player mana bot kacau kali ni ff sekarang,ff gmn sih data udah download tetep aja skin lawan game nampak gak bedain player bot kacau kali ni ff,"['ff', 'gmn', 'sih', 'data', 'udah', 'download', 'tetep', 'aja', 'skin', 'lawan', 'game', 'nampak', 'gak', 'bedain', 'player', 'bot', 'kacau', 'kali', 'ni', 'ff']",ff gmn sih data udah download tetep aja skin lawan game nampak gak bedain player bot kacau kali ni ff
Kenapa kalo main gak ada musuh gak ngeleg kalo pas ada musuh langsung ngeleg.apa lagi login nya lama banget Perbaiki dong Garena Kadang juga lagi main keluar sendiri,1,Negatif,kenapa kalo main gak ada musuh gak ngeleg kalo pas ada musuh langsung ngelegapa lagi login nya lama banget perbaiki dong garena kadang juga lagi main keluar sendiri,kalo main gak musuh gak ngeleg kalo pas musuh langsung ngelegapa login nya banget perbaiki garena kadang main,"['kalo', 'main', 'gak', 'musuh', 'gak', 'ngeleg', 'kalo', 'pas', 'musuh', 'langsung', 'ngelegapa', 'login', 'nya', 'banget', 'perbaiki', 'garena', 'kadang', 'main']",kalo main gak musuh gak ngeleg kalo pas musuh langsung ngelegapa login nya banget baik garena kadang main
Game nya bagus sekali tetapi masih ada masalah saat login saya jaringan dah bagus tetapi knpa susah login harus kirim laporan dulu baru bisa login.....jdi tolong diperbaiki lgi yaaaa..sukses,4,Positif,game nya bagus sekali tetapi masih ada masalah saat login saya jaringan dah bagus tetapi knpa susah login harus kirim laporan dulu baru bisa loginjdi tolong diperbaiki lgi yaaaasukses,game nya bagus login jaringan dah bagus knpa susah login kirim laporan loginjdi tolong diperbaiki lgi yaaaasukses,"['game', 'nya', 'bagus', 'login', 'jaringan', 'dah', 'bagus', 'knpa', 'susah', 'login', 'kirim', 'laporan', 'loginjdi', 'tolong', 'diperbaiki', 'lgi', 'yaaaasukses']",game nya bagus login jaring dah bagus knpa susah login kirim lapor loginjdi tolong baik lgi yaaaasukses
Spinan free fire kurang kurang menguntungkan tingkat kehokian free fire sangat minim meskipun harus keluar diamond sebanyak banyaknya tetap saja tidak pernah dikasih menang hadiah sepinan di mana ini sangat merugikan sekali dan juga harga untuk spinan sebagian terlalu mahal seperti diamond bertambah setiap kali spin saya kira game ini seperti settingan tolong perbaiki tangani masalah ini tidak seperti server luar spinan sangat menarik dan hadiah spinan terjamin,1,Negatif,spinan free fire kurang kurang menguntungkan tingkat kehokian free fire sangat minim meskipun harus keluar diamond sebanyak banyaknya tetap saja tidak pernah dikasih menang hadiah sepinan di mana ini sangat merugikan sekali dan juga harga untuk spinan sebagian terlalu mahal seperti diamond bertambah setiap kali spin saya kira game ini seperti settingan tolong perbaiki tangani masalah ini tidak seperti server luar spinan sangat menarik dan hadiah spinan terjamin,spinan free fire menguntungkan tingkat kehokian free fire minim diamond banyaknya dikasih menang hadiah sepinan merugikan harga spinan mahal diamond bertambah kali spin game settingan tolong perbaiki tangani server spinan menarik hadiah spinan terjamin,"['spinan', 'free', 'fire', 'menguntungkan', 'tingkat', 'kehokian', 'free', 'fire', 'minim', 'diamond', 'banyaknya', 'dikasih', 'menang', 'hadiah', 'sepinan', 'merugikan', 'harga', 'spinan', 'mahal', 'diamond', 'bertambah', 'kali', 'spin', 'game', 'settingan', 'tolong', 'perbaiki', 'tangani', 'server', 'spinan', 'menarik', 'hadiah', 'spinan', 'terjamin']",spinan free fire untung tingkat hoki free fire minim diamond banyak kasih menang hadiah pin rugi harga spinan mahal diamond tambah kali spin game settingan tolong baik tangan server spinan tarik hadiah spinan jamin
"napa pada banya bug sii ,yang bug glowal lah,bug suaralah ,updte an nya kurang bikin para player ngeluhh tolong lah garena benerin kerusakan nya gara"" season skrang temn gw pada pensi bnyak keluhan tentang bug",2,Negatif,napa pada banya bug sii yang bug glowal lahbug suaralah updte an nya kurang bikin para player ngeluhh tolong lah garena benerin kerusakan nya gara season skrang temn gw pada pensi bnyak keluhan tentang bug,napa banya bug sii bug glowal lahbug suaralah updte an nya bikin player ngeluhh tolong garena benerin kerusakan nya gara season skrang temn gw pensi bnyak keluhan bug,"['napa', 'banya', 'bug', 'sii', 'bug', 'glowal', 'lahbug', 'suaralah', 'updte', 'an', 'nya', 'bikin', 'player', 'ngeluhh', 'tolong', 'garena', 'benerin', 'kerusakan', 'nya', 'gara', 'season', 'skrang', 'temn', 'gw', 'pensi', 'bnyak', 'keluhan', 'bug']",napa banya bug sii bug glowal lahbug suara updte an nya bikin player ngeluhh tolong garena benerin rusa nya gara season skrang temn gw pensi bnyak keluh bug
"Tombol glo wall ngebug, pas dipencet gk keluar padahal sinyalnya lancar, pokoknya banyak bugnya dah",1,Negatif,tombol glo wall ngebug pas dipencet gk keluar padahal sinyalnya lancar pokoknya banyak bugnya dah,tombol glo wall ngebug pas dipencet gk sinyalnya lancar pokoknya bugnya dah,"['tombol', 'glo', 'wall', 'ngebug', 'pas', 'dipencet', 'gk', 'sinyalnya', 'lancar', 'pokoknya', 'bugnya', 'dah']",tombol glo wall ngebug pas pencet gk sinyal lancar pokok bugnya dah
Mantapnya gerafik nya yang dulu burik sekarang mantap eh tapi seruan dulu terening nya misi sanggat bagus gua kasih bintang 5 soal nya mantap betul,5,Positif,mantapnya gerafik nya yang dulu burik sekarang mantap eh tapi seruan dulu terening nya misi sanggat bagus gua kasih bintang  soal nya mantap betul,mantapnya gerafik nya burik mantap eh seruan terening nya misi sanggat bagus gua kasih bintang nya mantap,"['mantapnya', 'gerafik', 'nya', 'burik', 'mantap', 'eh', 'seruan', 'terening', 'nya', 'misi', 'sanggat', 'bagus', 'gua', 'kasih', 'bintang', 'nya', 'mantap']",mantap gerafik nya burik mantap eh seru terening nya misi sanggat bagus gua kasih bintang nya mantap
"Saya tadi mau login ff, terus ff nya ga bisa di bukak udh beberapa kli sta buka ga bisa, tolong bug nyaa ini gimana yaa??",2,Negatif,saya tadi mau login ff terus ff nya ga bisa di bukak udh beberapa kli sta buka ga bisa tolong bug nyaa ini gimana yaa,login ff ff nya ga bukak udh kli sta buka ga tolong bug nyaa gimana yaa,"['login', 'ff', 'ff', 'nya', 'ga', 'bukak', 'udh', 'kli', 'sta', 'buka', 'ga', 'tolong', 'bug', 'nyaa', 'gimana', 'yaa']",login ff ff nya ga bukak udh kli sta buka ga tolong bug nyaa gimana yaa
Hallo! Garena aku mau ngasih saran buat yang lagi bersedih 1.kembalikan PEAK Old kami 2.kembalikan senjata Old kami 3.kembalikan training Old kami 4.kembalikan seperti dulu 5.kembalikan social island kami 6.kembalikan kendaraan digame ini Tolong garena kembalikan seperti dulu Saya mohon banget ya,4,Positif,hallo garena aku mau ngasih saran buat yang lagi bersedih kembalikan peak old kami kembalikan senjata old kami kembalikan training old kami kembalikan seperti dulu kembalikan social island kami kembalikan kendaraan digame ini tolong garena kembalikan seperti dulu saya mohon banget ya,hallo garena ngasih saran bersedih kembalikan peak old kembalikan senjata old kembalikan training old kembalikan kembalikan social island kembalikan kendaraan digame tolong garena kembalikan mohon banget ya,"['hallo', 'garena', 'ngasih', 'saran', 'bersedih', 'kembalikan', 'peak', 'old', 'kembalikan', 'senjata', 'old', 'kembalikan', 'training', 'old', 'kembalikan', 'kembalikan', 'social', 'island', 'kembalikan', 'kendaraan', 'digame', 'tolong', 'garena', 'kembalikan', 'mohon', 'banget', 'ya']",hallo garena ngasih saran sedih kembali peak old kembali senjata old kembali training old kembali kembali social island kembali kendara digame tolong garena kembali mohon banget ya
Makin kesini makin ada bocil plat nomor Garena tolong bocil yang baru main jangan di kasih nama plat nomor soalnya nge trolll tolong di perbaikan!!!!!!!!,1,Negatif,makin kesini makin ada bocil plat nomor garena tolong bocil yang baru main jangan di kasih nama plat nomor soalnya nge trolll tolong di perbaikan,kesini bocil plat nomor garena tolong bocil main kasih nama plat nomor nge trolll tolong perbaikan,"['kesini', 'bocil', 'plat', 'nomor', 'garena', 'tolong', 'bocil', 'main', 'kasih', 'nama', 'plat', 'nomor', 'nge', 'trolll', 'tolong', 'perbaikan']",kesini bocil plat nomor garena tolong bocil main kasih nama plat nomor nge trolll tolong baik
