review,score,Label
napa banya bug sii bug glowal lahbug suara updte an nya bikin player ngeluhh tolong garena benerin rusa nya gara season skrang temn gw pensi bnyak keluh bug,2,Negatif
tombol glo wall ngebug pas pencet gk sinyal lancar pokok bugnya dah,1,Negatif
mantap gerafik nya burik mantap eh seru terening nya misi sanggat bagus gua kasih bintang nya mantap,5,Positif
login ff ff nya ga bukak udh kli sta buka ga tolong bug nyaa gimana yaa,2,Negatif
hallo garena ngasih saran sedih kembali peak old kembali senjata old kembali training old kembali kembali social island kembali kendara digame tolong garena kembali mohon banget ya,4,Positif
kesini bocil plat nomor garena tolong bocil main kasih nama plat nomor nge trolll tolong baik,1,Negatif
game patah jaring gak lancar update buka hilang bug ya jaring ni lobby aman aman aja pas main br cs langsung ngelag astaga update bikin rumit game nya urus bundle bug nya cape jir kalah mulu update kalo gak kagak,1,Negatif
gamenya sepi spinan susah habis dm jaring nya leg sinyal bagus event gajelas kesini updateannya gajelas game burik,1,Negatif
game nya si bagus ngeselin pas main cs rangked cs suka ihilang akun suka ngebag udah selesai tanding eror gak masuk lobbi aja si game tolong baik ya terima kasih as coba kode redeem eror nya udah konfirmasi eh eror garena pilih kasih gilir orang aja kasih gilir aja kagak dapet ok terimakasih,4,Positif
gw kasih bintang epep gk kayak main patah patah grafik udah smooth banget sih data free fire gk kayak gw main ff lancar main ff beda patah,4,Positif
game burik game mati player bot garena bot honor payah naikin udah main kali kali gak keluar dm biru gratis event spin spin,2,Negatif
gamenya bagus cuman jaring nya baik tibatiba merah pas main game lancar gama game berat game gk palah berat ngelekngelek,1,Negatif
tolong garena sinyal bagus login main ya tolong kalo update burik tolong rangin bug damage bug yg tolong notice garena update burik,2,Negatif
kalo update benerin bug bikin playernya nyaman nambah bug game sangatt sangatt bikin kecewa playernya player game free fire banding game offline mb nya bawa mb bagus tampil tarik game free fire versi max cukum kecewa kasih bintang kasi kalo reatin game buruk,1,Negatif
gamenya kesini bobrok bug yg gk dibenerin contoh bug damage sg ku rappergamenya gk optimal sinyal ngelag pubg ping lancar tolong difix,2,Negatif
bagus banget game nya sayaa banyak game nya ngelag ngebag gapapa senang main nya,5,Positif
bug main cs layar warna orange in game bug analog mohon game baik nyaman,2,Negatif
garena tolong maen br kil dikit sisa musuh tolong baik teman kil sisa musuh gitu garena baik,1,Negatif
game bagus banget suka banget evo guns nya tambahin biar asik ok aja terimakasiih,5,Positif
tolong sinyal lone wolf baik cs rangket baik game nya bagus brown diamond mudah grenmaster nya susah bgt kasih bintang,5,Positif
maaf main bagus pas ngeleg pas loding sumber daya ok pas udah gak buka sinyal nya gak ngeleg loh tolong baik udah gak main ff game nya udah bagus terima kasih edit makasih udah baik main thank you free fire kasih bintang,5,Positif
bug nya tolong baik tolong mudah player tingkat rank clash squad tim main nya bener,2,Negatif
gua pas main cs rank bgt milih snjata nya bug atw nge leg trs bug langit orenn trus pas ketemu muduh tuh hp gua patah patah gara gara bug tolong baik,2,Negatif
tombol gloowall gak muncul gloowall nya gak pake tolong baik bug nya,2,Negatif
game nya bagus tulis koneksi error benar nya kuota isi garana,1,Negatif
kasih bintang main seru pas gak mood oh ya nanya update baru ulang gak sabar nih lupa situ mabar pokok gak sia sia download ni main dehh bikin senang wkwk yukk buru cobain free fire akupliss ngira pke bayar engga ya gratis kalo taujadi ayooo download senang mu yaa,5,Positif
game bagus sih tolong ya garena main tombol nya hilang susah banget main tolong baik garena,4,Positif
tolong sinyal baik pas galahin musuh eh langsung keluar tolong ya baik gema sepi suka keluar,1,Negatif
kembali era ff yg peak training dll kembali tolong pensi update gak bagus bagus era th,1,Negatif
suka banget ff suka kunci arsenal balikin garena santai tempur emot karakter keren hewan nya hewan nya lucu lucu,5,Positif
min bantu gimana kembali data yg sengaja hapus koleksi karakter fashion,4,Positif
jalan nya bugrusakjelekmisi gak masuk akalcs rank tim bot tim musuh prolgi enak main mlh jaring aja ngisi kuota pas buka tik tok pas masuk ff lgi aneh kembali smua senjata old br rank lahhhh garenaaaaa,1,Negatif
gamenya bagus banget game gratis grafik bagus banget bilang game burik gin biar gak burik setting pencet tampil ubah grafik sesuai,5,Positif
,5,Positif
gameplay nya keren mabar grafik luarbiasa tolongya harga dm nya tuh rangin mahal,4,Positif
game nya keren pas pls ya bang kak nnti update senjata m gratis permanen senjata mnya kayak repper sg opm sg lumut ya bg kak tp pilih salah ya terimakasih,4,Positif
game sampah pas main cs cahaya kuning bug jedag jedug tolong yah garena baik bug nya,1,Negatif
assalamualaikum tolong ngebak nya perbaikin crosair ny ga lengket trus klo misalny udah lindung ttp aja nak gw suka ama game cuman gw kecewa ya karna update rusak sumpah tolong update nya yg gin update item trusitu aja terimakasih,1,Negatif
sumpah main bertahunsdah nembak sampe kali sg gak kenockgak jlas aim sekarangperbaiki jirjadi malas main game map ubah tp aim gak diuruskon taee,1,Negatif
kasih bintang ya tim imbang tim musuh kali tim afk beda rank tim tim musuh tolong baik sistem bentuk tim,1,Negatif
game nya bagus bgttapi pas main br ngelek wifi nya lancar pas main cs rengket musuh bot si garena yg mainin,4,Positif
woy coba jgn ksih lobi kerja dgn baikmasa perang tibasinyal naikbanyak rugi top upkalau henti main game ffkaran bug nyamenyebalkan gamecoba komentar garenajgn diam,1,Negatif
game seru kalo main game nya mulu jaring pake wifi tolong baik tambah jdi bintan terimakasih,5,Positif
gua nyoba game kayak aneh aneh nya itusaya jago gara gara jago temen gua main kalah gua udah gin aja pesan gua bay welcome eh iya gua reting bintang nya gua reting emm bintang aja grafik nya bagus bay welcome,5,Positif
tolong baik lawan nya yg sesuai dikit kasih bot masak diamon lawan heroic sesuai kasih lawan nya,1,Negatif
game ya bagus pas main cs rangket senjata musuh suk hesnod ya sakit teman suka ngelek mohon garena baik ff ya,5,Positif
gamenya bagus tolong kasih emot gerat update ff ranting,5,Positif
apala dlu bikin game kaya niat bngt main kluar mulu layar utamakaya apas kalo bikin game ngotak dkit tlol gimana ga pensi orng kalo main slalu balikin layar tolol,1,Negatif
game adil tim afk turun bintang player imbang player ngefeed hirau report player main masuk game cs ranked rank elite heroic player rank gold ff bug login ff alas download gagal reset hp segitu menggangu,1,Negatif
sesuai musuh nya jago tim cupu kasih sesuai lawan tim musuh moga baik yaman main,1,Negatif
tolong baik bug jaring jaring bagus pas in game leg,2,Negatif
main udah bagus baik min datadatanya udah download skin senjata baju baju tolong baik ya min mksh,4,Positif
apa temen gak ngekil gak damage nambah nya udah kil nambahnya dynamic duo ku temen udah main kali gak nambah nambah dapet cn tolong baik ya min terimakasih min tolong hapus bug cr min udah capek bikin tulis cr tolong ya minnnnnnn plisssss kesel banget bugnya trimakasih,5,Positif
bagus mah ngaruh jaring pada jaring nya bagus banget kalo dah game burik jaring baik bikin emosi aja pensi gua jir,2,Negatif
tolong garena masak main cs rank temen gua bot musuh pro rank rendah tolong garena balik akun update akun goggle hilang udah sultan hilang,1,Negatif
ff senang tarik sungguh nya game mudah suara atur pakai pedangmenembak pakai glowal gedung menara,5,Positif
knpa yaa pas coba download epep kaya ngebug gitu hitam aja layar nya hp normaltapi kaya ngebug gitu tolong benerin min,1,Negatif
gua kasih bintang game nya burik pantes sampah udah gitu event keluarin gak nih garena kaya bab update burik udah kaya game bot udah gitu dm nya jarang banget gratis udah,2,Negatif
sungguh kecewa saldo apk dana habis langsung otomatis beli skin anak cuman konfirmasi beli minimal sandi danagame busuk,1,Negatif
gem seru main teman lupa skin bagus skin senjata bagus,5,Positif
tolong depan free fire garena penting eventevent coba koreksi jaring siasia event bagus stabil tolong koreksi terima kasih,1,Negatif
gamenya serutapi baik lagikarna kali temu bugjadi tolong depan update hilang bug yg,5,Positif
udah main game dah jujur update update gak masak pas main cs renk kuning gak lihat udah ya yg ngalamin kayak gitu gk baik tolong ya garena,2,Negatif
tolong kalo ngasih tim sesuai kda imbang gitu musuh kali main dapet tim gak ngerti revive gak ngerti nembak rank diamond plangaplongo gajelas wkwkw udah tim musuh kayak setan jago banget aduh dah anjir,5,Positif
min tambahin fitur voice all min on mic map kalo fitur bagus min sosial island map kaya rank tambahin min,5,Positif
menurt sih beda ulas pas matchmaking nya banget tolong baik game ff nya trimakasihd,2,Negatif
min ko ff suka ngebagbag nyah kaya ga download udah download kalo hp ngebag senjatbajuemotdll gak liat skin nyah kalo hp liat skin nyah udah kali kaya gitu mulu mah download ff max ff ajah gituitu tuh ya min tolong bantu min,5,Positif
sebenernya game nya sinyal nya lo jelek banget main game online lancar tapai kalu astagfirullahbikin darah sinyal kuning tolong jelasin gimana konsep game,2,Negatif
gw kagak tau karma or gimane ya lu pd liat aja match cs isi bot literally bot sampe yg win streaknya ngeri bot cs rank aim nya ngeringeri banget udh gitu kagak direport pas agi main cmn pas selesenya doang matchnya gampang tebak abis ketemu bot yg aim ngeri kasih bot yg benerbener bot yahh serah lu garentod baca nggak cmn saranin aja perbaikin tuh gameplaynya jan event doang yg dipikirin,1,Negatif
maaf kasih bintang suka nge bug suka kabut warna kuning klo main cs renk musuh nya jago tim bot tolong benerin garenaaa,1,Negatif
udah game matibanyak bug skarangtolong lahupdate tu bagus jelekemang sih game burikbanyak bug,1,Negatif
game gj misi gak susah misi event nya gajelas susah diluarnalar ff gj kerja event susah orang booyah reset season mending kau gak bikin game ff habistu sistem sana naikin rank tim ku darksistem bikin event susah main rank kasih tim bot,1,Negatif
akun maen rank garena hormat gak maen ranksumpah banget tangan garena nyaklo gin trussaya pensi aja udah,1,Negatif
emang dasar game buriklagi maen cs ganggu internet ga kendala pungw cek paket gw mas banyakngerugiin banget tot,1,Negatif
gamenya tolol nembak gak mati gilir tembak mati game rusak nyiptain game pikir game kau rusak gakk udh rusak diciptain sinya beuhh sinyal g ngelek udh hapus aja gamenyaa,1,Negatif
ribet udahlah suka ngelag matching nya coba baik ff biar gak ngelag matching ff burik,1,Negatif
free fire update cs knapa pas main atu nembak musuh kejang karakter ngk henti nyendat gitu tolong baik,1,Negatif
pas seson ngelag nya bagus nelag tambah senjata nya musuh lebig sakit tim nya bot bot,1,Negatif
woy garena klo kau game update baik bug demen jaring dll nambah fitur nambah bug kau niat dikit,1,Negatif
update aneh push cs jj manual udah login ulang aja pas masuk game ttp aneh ff burik bintang,1,Negatif
update aneh udh bug kali kena bug damage kaga fix gw gagal menang fast tour gara bug damage sngt rugi,2,Negatif
gamenya bagus misi pakek diamon gk selesai misi nya rang pas bronze musuh bot tim bot mohon baik garena game sulit selesai misi garena,5,Positif
game nya ngeleg banget ngeleg wifi gw cepat nya bagus gw pasang otg antena tv biar gak ngelag aja ahhh,1,Negatif
benerin bug nya tolong sinyal oke jedag jedug otomatis bug gimana tolong fix ga enak banget main,1,Negatif
game pelit banget sih nyepin rungkad susah kali nyaaga mikir banget game ga kasihan player nyaya salah player nyaa pensi orang game nya aja pelit banget kekkgini ga mikir bangett tloll rungkad doang minimal kasih hoki player la anjkasihan udah top up event ngak dapet dapetmikir dikit,2,Negatif
main seru tarik main suka animasi ff nya lucu cantik main game terima kasih game nyakarena kasih baik garena terima kasih semuababay,5,Positif
nieh gk suka ama game gw karna buggarena tolong baik bug garena rugi main bugbeli spesial aidrop rp ama pajak nya udah harga spesial aidrop tulis bayar gagal harap isi ulang pulsa tolong garena biar game rame tolong baik bug biar main nyaman main game kasih bintang komentar assalamualaikum warahmatullahi wabarakatuh,1,Negatif
ff bug nya kaya langit kuning war ngeleg pas mati normal ronde suka ngeleg,1,Negatif
kali bug nya gk suka game kaya gitu udh beli kouta mahal mahal ngebug skrg pas wifi aja ngebug,1,Negatif
game rusak bug bug download data tulis aneh banget gk ngapangapain update rusak nih game,1,Negatif
garena jelek season renk nya turunin tolong turunin udah cape naikin renk turun banget susah naikin renk nya cape tolong baik garena season tolong renk nya turunin cape ngembangin renk,2,Negatif
ngleg parah jaring normal pas loby main klasic bagus sinyal gilir masuk mode rank aman aja pas ketemu musuh langsung merah parah wars tolong jaring gw smangatnya main kek gin males,1,Negatif
emang game nya bagus kayak virus kemaren download gpp malem main hp ku panas ngelek ngefriz tekan gak hp ku kentang gimana simpan gb tolong garena,1,Negatif
alam game bagus baik sinyalnta pas gua main sinyslnya bagus nggak main lobi deh,5,Positif
tolong baik bug nyagw main kali sinyal bagus mas aja ngelag musuhkenapa sih gaje banget update bug nyaa sinyalgame haram anj,2,Negatif
orang afk sanksi kerasseenknya tinggal permainansaya main rank turun gara teman afkmereka sanksi ringansedangkan sungguh main paksa turun rank karna laku,1,Negatif
main gerak patah patah pas tembak lawan musuh pilih main mending unistal aja buang buang data main rugi,1,Negatif
tolong baik jaring nya main bikin emosi klo baru sinyal nya kasih bintang dill terima kasih,1,Negatif
game bug aneh player pake rege headshot teruss kecewa bedakaya,1,Negatif
bug glowol gak muncul tulis valid biruemang game ga bug ga benerin ga habis fikir,1,Negatif
tolong mabar teman akun blacklist player tiga dll bersenangsenang larang,2,Negatif
free fire terhormattolong baik masalah jaring main gamesoalnya leletdan patahpatahserta lancar,4,Positif
gua kasih bintang bug nya update nya ff gak seru gua tukar nama ff gak anjr nya nickname udah pakai,1,Negatif
tolong kurang sinyal jelek hilang bag tembus nglamin kalahari turun tembus jatoh map langsung mati epep tetep bagus,5,Positif
game gak player beban bug update smpe bug ga urus player nya ga ramah sungguh game kecewa update kali segan segan bantu garena,1,Negatif
game nya bagus menariksaya temu teman game free fire minus gamenya cheating rege tolong blockir cheating sangan ganggu main terima kasih,5,Positif
upgrade bagus ah keren jaya garena enak diamond windah cepet buru event nya habis lest go ikut,5,Positif
game pelit musuh jarang kasih musuh bot game ngelagngelag mending pensi hibur bisa marahstrees akun ban garagara alsan,1,Negatif
kecewa berat free fire susah payah top up gak animasi feathered aura,1,Negatif
game bagus jaring kuota ku udah doang moga baik ya oiahkeluarin sgjuta garena hihihi canda,4,Positif
game nya bagus tingkat kualitas jaring karna main patah patah gak mohon baik,4,Positif
free fire game sampah event aneh gak seru spin nya kikir bug bocil player ngetroll suka era free fire game burik bit,1,Negatif
perna main pas tembak musuh kadang suka ngeleg tolong main nya baik mumpet tembak sembunyi semak main nya suka ngeleg main nya suka error main free fire burik pala suka main nya kasih rating ulas nya oke segitu sampai oke terima kasih tolong perhati main main bagus pakai,2,Negatif
garena eror karna ngepus master teman ku bot gagal master mohon baik nya,1,Negatif
tolong baik download otomatis wifisdh dri terima kasihmoga baik cepat,5,Positif
game nya bagus min pls update boleh mainff oppo a screen nya hitam,5,Positif
update buruk aja game pas main cs rank pas beli senjata sinyal bagus pas war ngelag senjata musuh sakitsakit gilir tim gw ga bug dll tolong baik garenaa,1,Negatif
gamenya jelek burik war ngebak main ga kayak gin abdet jelek banget mending kayak abdet bagus ngelek,1,Negatif
tolong la garena login make paket make wifi ga udah wifi ga hotspot wifi ga ya suruh lapor ga masuk,1,Negatif
benerin bug login facebook login gamenya login akun facebook terusmenerusdan login facebook udah lakuin gak masuk masuksaya hari login akun facebook kaya mental mental gitu udah ngalamin masihjangan update event tolong benerin,1,Negatif
game haram ga si tu kasih win gitu capek tau ga ls cuman dapet tim idiot kaya sih player skill nya masuk elite master capek min kalah gara gara tim idiot lawan musuh nya susah mending hapus aja game pindah game history epep nya mvp kalah bsk masuk situ tolong baik sistem game nya muak game,1,Negatif
udah buriq haram gak orang marah pokok nya kasar frek perek burik banget gak pintu nya main toxik bangetttttt han udah main buriq dasar game gak gak tuju nya tuju nya orang marah toxix kasar dasar buriq,1,Negatif
garena tolong sistem baik sinyal ku ngeleg apk honor skor ku turun terimakasih,1,Negatif
garena tolong baik game nyh gw dah dowload data bundle nyh gak liat tolong garena pedahal udah pake grafik ultra teru map nyh berumda mulu pedahal udah ku dowload map nyh,1,Negatif
minimal sinyal benerin dululah main cs sambung ulang mulu pas main ml rank lancar jaya ngelawak min laporin orang ngecheat cs master cmn proses tpi gk tindak jaring trus kena penalty,1,Negatif
gamenya bagus banget udah bandel gratis jaring seru musuh kuat,5,Positif
kalo gem si aman aman aja tolong sinyal baik garena pas main eh ketemu musuh sinyal nya jelek tolong baik ya jugk kalo main cs suka bug warna kuning,1,Negatif
game baik anak lakilaki perempuan game connectionnya time out masuk game auntenticationnya gagal terkadang isu jaring mohon jaring gamenya baik,5,Positif
update jaring bagus ngekek nembak musuh ngak mati mati demenk masah ngak mati free fire tolong baik gem rusak,5,Positif
bug benci bug gloowall jaring gloowall taruh gloowall pencet kali muncul jaring main mati jaring bagus bagus ngelag,1,Negatif
garena tolong kembali muda peak garena orang pensi gara gara muda udah ganti config garena tolongg plissssssss garene lupa kembali ambil diamond gratis item perang kayak tunjuk rahasia koin diamond aja garena tolong ulas,5,Positif
reting gamenya lagsaat gem lancar lancar game situ aneh ping merah coba login sambung ulang dalam ingame ngelegdan inti ngeleg gem gem ngeleg bosen login bolak baliktolong baik min ganggu,1,Negatif
login pake data lag kalo pake wifi aja lancar tolong bantu,1,Negatif
tolong yaa garena utama tuh yaa jaring bagus login lalot kek orang tinggal tmpat gak adaa jaring cumn bnyak event bugsama jaring ga baik,1,Negatif
gamenya keren suka ga bikin bosen kolo bosen mainin ga bosen kasih bintang super keren tolong hilangin bug nya cs asap kuning bug gerak kaya ulang ulang sinyal dah bagus tolong hilang in bug nya oke makasih,5,Positif
hm ni game lumayan seru cuman ya musuh prosquad gajelas harga item mahal mohon garena aja cape tolong fix ya,4,Positif
free fire kembang pesat sadar bug sisa bug jaring bug hasil unduh data karakter terdownload download unduh data bug layar kuning bug spin telusur bug rentan bug layar kuning bagus cuman tolong baik ya terimakasih kerjasamanya,4,Positif
update free fire bug nya alam main game bilang blm game burik jaring parah ngelek nya lobi warna nya putih pas main merah eliminasi parah nya eliminasi honor skor turun nya nya tolong ya depan nya baik,1,Negatif
update bug tolong devnya baik ff nya menganggu main,2,Negatif
ya gk login udh usaha login gk login main ff naikin rank pliss ya login nya main rank yg plis bisaa yaa,5,Positif
garena tolong baik bug bug game sinyal nya kesal main game musuh merah sinyal nya mohon baik,1,Negatif
kalo bikin game yg bener napa banyak bug nya ga kek sinyal bagus tetep ngelag udah collab ama wanita hibur mulu,1,Negatif
oi garena buka update bagus ni mah burik bug yg utama bug frez pas ketemu musuh langsung ngeleg jaring bagus mohon baik admini garena,1,Negatif
garena tolong ya bug damage nya hilang kalo pakai sniper tembak ves nya pecah musuh nya gk mati tolong ya garena baik,5,Positif
garena tolong rank nya sulit hidup kasih hilang tantang main rank tolong point rank nya kasih yg main bosan yg bikin player main game game mobile legends oke sekian terimakasih,5,Positif
bagus sih bug bug langit kuning bug deg bug nembus tanah mati bug auto aim dll,5,Positif
kalo game nya burik kalo udah ketemu musuh jaring ngeleg sinyal nya ples update biar grafik nya bagus,1,Negatif
garena tolong kalo main renk pas udah nambah dikit knp kasih tim beben ngurang knp coba kesel main ff ken ku hapus sayang tolong garena plisss impi renk ku master kuning aja tolong kasih tim bagus pro gk beban udah aja oh ya kasih bintang kalo udah ad ifen tinju hoki ksih bintang baik tim tim master kuning trimaksih,4,Positif
suka pas udah update beli item pake diamond ungu gk top up,5,Positif
bug event gloo nova cs langit warna kuning emang garena bug moga depan ya,4,Positif
tolong dev game epep mohon baik game ny jaring lag buka apk gk lag pas main mode cscsr kabut kuning sya gk tau menggangu sekian gw,1,Negatif
garana event tarik bundle skin senjata dll harga karakter nya mahal banget rangin gold player gratissan,4,Positif
bagus bgt sih ni game tp syg garena knp pas event ak login gelap aj gk ad trs ak login lgi yg x ny muncul yg gmbr mata udh ak tunggu nih diem aj gk muncul ap stres ak ny yg ak takut tuh awas akun ak kena ben knp gitu syg udh cape top up akun ny kena ben syg bgt pliss garena syg bgt tau hri ak cmn main game pliss,4,Positif
garena peak old item old hapus sosial islend ubah ubah orang pensi ayo garena plissskenapa game game suka ubah gak ufgred,5,Positif
game kek game perang vibes nya perang kek gaya gitu pls deh kasi baju kayak perang gitu lahh kek tentara lg perang gt,2,Negatif
spin nan game busuk canse spinan nya comeback udah top up ampas kasi udah nabung kasih ampas tolong garena canse nya gede in minimal ya,1,Negatif
bagus banget gamenya garenaada sg kayunyatapi bug jaring bikin ngeleghtolong dibenirin jaring yaakalo ngak mending gamenya offline ajaterimakasih,5,Positif
semenjak update bug damage bug jaring bikin males main,2,Negatif
garena tolong perhati eventnya player ff nyaman main game bug class squad afk tolong imbang nyaman main terima kasih,4,Positif
garena tolong baik bug nembak nembus tembokterjebit glowaldan dll kalo ga baik ga main ff,5,Positif
garena tolong benar masuk akun facebook pdhal kali kali masuk masuk log out coba login facebook browser suruh login facebook masuk akun nya masuk game nya garena tolong baik hilang akun game rugiiiii donkkkk sebab nya yg pindah k game sblah,1,Negatif
season woilah kemarin br cs males udah rank bagus season turun yg males main gw main brcs dapet hadiah barang misi,4,Positif
payah update ob main cs warna full oren kadang game nya henti gabisa gerakin jaring mahh,1,Negatif
gamenya seru top up nya bonus nya poin minus internetnya lancar adabug terima kasih,5,Positif
error salah sambung buka aplikasi coba mode terbang hidup mati hidup internet nya sinyal internet stabil,2,Negatif
tolong game fitur custom nya presisi bidik nya perhati kadang aimnya ngikut kadang udah geser target,1,Negatif
game lagi login akun tulis eror login gagal jaring bagus main ml nonton yttt lancar bngt login gk bisaa tolong baik yah gak main epep sampek heheheh,5,Positif
game bagus rating update bundlenya seru murah pls garena geratisin bundle ssdan s harap garena rilis bundlenya,5,Positif
tolong baik jaring sinyal hp bagus pas main patah aneh banget tolong baik,2,Negatif
gamenya bagus tolong baik jaringanya pas main br rank loby honor scor nya turun,4,Positif
bug merepotkanknp main br kena bug wifi saay,4,Positif
gila game bagus rpg nya grafik nya tahap rank nya seru ajj gitu gw top up udh top region grandmaster iv event nya bagus evogun udh full max ff galaxxy udh oke nyala abang,5,Positif
pesan garena tolong yg solo rendem tolong kasih ny rendem yg tara pangkat rank kitasoal ny pangkat rank br grenmaster tpi kasih nya rendem yg pangkat ny silver goldplatinum dn randem ny bocil yg main efefdn ganggu prmainan sayajadi tolong baik game,1,Negatif
update bug damage udah nembak damage nyawa nya aneh sih kau garena headshot damage sih gak mati mati kali baik min,2,Negatif
halo garena tolong karna alami bug glow wall pencet glow wall tolong baik darah sekarat urung glow wall ok terimakasih,1,Negatif
player pc susah matc rank jam enak rank gabung pc hp susah tolong kembali iya main klasik mulu,2,Negatif
tolong baik bug loading kalo selesai loading main br rangked bug ganggu,1,Negatif
game jelek event gratis gak tarik event bayar spinan incubator sulit jarang buff sekali buff gak ngaruh player kecewa game seru tarik,1,Negatif
game rusak bug bjir gua main sinyal kagak lancar mulu ngap tolong baik game nya bug,1,Negatif
ff beda ya tuh box evo ama box bundle legend gak ya yg token ituitu mahal banget ngemaxiin senjata evo bundle legend yg pake token tolong dibalikin boxnya,4,Positif
kecewa kalo main cs rangked d kasih musuh jago gilir d kasih temen cs bot nya kaya main kecewa bner udah cape ngegendong temen bot tolong garena kasih musuh nya bot aja kalo main cs rangked,2,Negatif
he game rusakkalau gk niat update gk updateudah pakai wifi udah pakai jaring aja tinggal dikit orang nya ngelag jaringansetiap boyah aja halang nya mending gk update lg dah bug nya,1,Negatif
main patah patah simpan tolong baik kasih bintang,4,Positif
oyy garenagem lu udah rusak data udah didownload smua skin musuh gak kliatan hp gw udah ram mas aja patah semenjak kulgar lu pecat gem lu rusakk pukiiupdate trosss bug gak urus udah gem mati apus aja play store,2,Negatif
akun gua ga main ya gak salah informasi bilang notifikasi gak mabar gak pus reng,2,Negatif
game nya bagus bug bug langit kuning cs musuh tembus tempok citergara gara sinyal gue ngelek pas si pas main br cs karater nya gabisa gerak analok tolong baik salam boyah,5,Positif
sistem game nya ga konsisten gw main tibatiba musuh ga banding musuh pro coba ga konsisten banget,1,Negatif
gk nih ff jaring bagus ngk mainpdhal cek profil ornglain kali baik dlu bug gk jlas,1,Negatif
tolong perhati nya grafik game nya tampil grafik smooth biar grafik nyaman main lancar,1,Negatif
game rusak gak akhlak turun bug musuh headshot mati mati tolong baik game garena,1,Negatif
game nya bagus bronze master langsung cepat banget dapet tim squad jago jago cepat rank event nya bagus keluar event ayoo,5,Positif
tolong baik udah tampil ultra max mas liat skinbaju musuh download data,2,Negatif
game nya seru kalo nyepin gk hoki zonk udah top ap ga hoki tolong baik garena kalo bug tembus tanah terbang langit dll,4,Positif
game nya bagus pangkat aja kendala contoh lose treak cs ranked,2,Negatif
knapa ya game nya set skin senjatan pakai download pakai buka default nya tanda terdownload download hp mohon garena baik bug bug ganggu,2,Negatif
tolong garena hormat ya update lag lag jaring nya jaring bagus bagus aja paket gb ya main ff lag lag tolong garena atas nya cepat terima kasih,5,Positif
